N	2gram	Potebnia_M_1	KulturaY
1	и т	6	33
2	в том	26	30
3	и в	39	24
4	потому что	52	23
5	том что	16	21
6	т п	4	18
7	что в	22	17
8	того чтобы	2	17
9	для того	3	16
10	было бы	12	15
11	в этом	15	14
12	т д	4	14
13	точки зрения	8	14
14	может быть	27	13
15	все же	6	12
16	таким образом	13	12
17	языка в	6	12
18	и не	18	12
19	в его	5	12
20	не в	15	11
21	только в	25	11
22	хотя бы	2	10
23	в самом	3	10
24	не только	21	10
25	у нас	2	10
26	вовсе не	5	10
27	самом деле	1	9
28	язык как	7	9
29	с точки	3	9
30	так как	21	9
31	если бы	14	9
32	о том	2	9
33	того что	8	9
34	отношению к	13	9
35	прежде всего	4	9
36	то что	10	9
37	а только	4	8
38	по отношению	13	8
39	уже не	2	8
40	то же	6	8
41	о языке	3	8
42	языка и	17	8
43	в языке	33	8
44	тем что	9	8
45	а не	21	8
46	не может	22	7
47	что язык	16	7
48	это не	7	7
49	в них	3	7
50	не менее	6	7
51	связи с	3	7
52	в области	1	7
53	так и	13	7
54	история языка	3	7
55	бы в	4	7
56	с другой	7	7
57	как бы	6	7
58	вместе с	8	7
59	только потому	3	6
60	мы имеем	1	6
61	на себе	2	6
62	зависимости от	1	6
63	в ней	7	6
64	в которой	2	6
65	все эти	1	6
66	при этом	6	6
67	в которых	1	6
68	тогда когда	9	6
69	можно было	1	6
70	язык есть	17	6
71	что он	1	6
72	в какой	1	6
73	но и	20	6
74	именно в	1	6
75	что же	2	6
76	все это	1	6
77	другой стороны	5	6
78	что такое	1	6
79	например в	1	5
80	в зависимости	1	5
81	еще не	6	5
82	но не	8	5
83	что это	3	5
84	и с	3	5
85	истории языка	2	5
86	но уже	2	5
87	рядом с	1	5
88	с тем	5	5
89	так сказать	2	5
90	по крайней	2	5
91	и его	5	5
92	не потому	2	5
93	к тому	4	5
94	в виду	2	5
95	к языку	2	5
96	с ним	3	5
97	и что	10	5
98	между тем	5	5
99	а потому	10	5
100	крайней мере	2	5
101	язык в	8	5
102	еще и	1	5
103	всяком случае	1	5
104	что не	10	5
105	языка как	5	5
106	в результате	1	5
107	этом отношении	1	5
108	а в	5	5
109	речи и	10	5
110	во всяком	3	5
111	того же	3	4
112	переход от	1	4
113	что эти	1	4
114	и на	1	4
115	с его	1	4
116	что они	1	4
117	как в	10	4
118	в целом	2	4
119	из этих	4	4
120	роль в	1	4
121	на то	2	4
122	в нем	20	4
123	того или	1	4
124	в данном	1	4
125	тем не	6	4
126	тем самым	4	4
127	в таких	2	4
128	в науке	1	4
129	на язык	7	4
130	того как	6	4
131	следует что	1	4
132	не на	1	4
133	в самой	3	4
134	внимание на	1	4
135	что и	6	4
136	языка это	1	4
137	с ними	1	4
138	должен быть	1	4
139	так что	16	4
140	есть в	2	4
141	не есть	10	4
142	из них	1	4
143	со стороны	8	4
144	до сих	1	4
145	там где	4	4
146	и потому	5	4
147	с этим	7	4
148	в тех	1	4
149	слова и	4	4
150	сих пор	1	4
151	один из	1	4
152	же в	2	4
153	в этих	7	4
154	так же	5	4
155	и то	3	3
156	в первом	5	3
157	в котором	1	3
158	той же	3	3
159	языка которое	1	3
160	в сущности	2	3
161	на себя	1	3
162	то это	5	3
163	то мы	2	3
164	только тогда	5	3
165	очевидно что	3	3
166	в истории	7	3
167	в связи	1	3
168	в своем	3	3
169	хотя и	3	3
170	когда он	1	3
171	его к	2	3
172	более или	1	3
173	что слово	3	3
174	что так	1	3
175	в этой	3	3
176	с их	1	3
177	в себе	13	3
178	и если	2	3
179	на его	1	3
180	не имеют	5	3
181	должна быть	3	3
182	на том	1	3
183	что она	1	3
184	и может	2	3
185	он есть	2	3
186	несмотря на	5	3
187	должно быть	7	3
188	нисколько не	2	3
189	или менее	1	3
190	в г	2	3
191	в их	2	3
192	и эти	1	3
193	даже в	1	3
194	тому что	3	3
195	значение слова	1	3
196	это слово	1	3
197	из одного	3	3
198	в духе	1	3
199	мере того	3	3
200	что оно	2	3
201	оно не	3	3
202	свою очередь	4	3
203	здесь не	1	3
204	грамматических форм	1	3
205	не с	1	3
206	том как	3	3
207	для этого	2	3
208	по мере	6	3
209	в известных	1	3
210	нуждается в	2	3
211	есть язык	1	3
212	этом смысле	4	3
213	мы увидим	3	3
214	вкуса и	1	3
215	уже в	1	3
216	язык это	1	3
217	в одном	8	3
218	уже и	1	3
219	даже и	2	3
220	не было	4	3
221	и даже	4	3
222	к которому	3	3
223	в свою	4	3
224	языка не	5	3
225	под влиянием	2	3
226	если не	2	3
227	в речи	1	3
228	со словом	3	3
229	смысле этого	1	3
230	этого слова	1	3
231	несколько слов	1	3
232	нам не	1	3
233	была бы	2	3
234	как на	3	3
235	в таком	5	3
236	они не	1	3
237	одним из	2	2
238	явлений в	2	2
239	и есть	2	2
240	если б	2	2
241	как история	1	2
242	что если	3	2
243	что можно	3	2
244	которое в	1	2
245	форм в	1	2
246	иное как	2	2
247	быть заменено	1	2
248	что его	1	2
249	такая замена	1	2
250	на самом	1	2
251	что этого	1	2
252	но язык	2	2
253	значение и	2	2
254	не все	2	2
255	если в	1	2
256	тогда как	2	2
257	себе и	1	2
258	относится к	3	2
259	что законы	1	2
260	что история	1	2
261	выражения мысли	1	2
262	что касается	1	2
263	могли бы	2	2
264	и как	6	2
265	увидим что	4	2
266	но в	9	2
267	от этого	1	2
268	и говорит	1	2
269	а во-вторых	1	2
270	формы в	1	2
271	во многих	2	2
272	с языком	2	2
273	он не	3	2
274	так например	3	2
275	но все	2	2
276	в каждом	4	2
277	в состоянии	3	2
278	лишь в	1	2
279	заключается в	3	2
280	и мы	1	2
281	связанная с	1	2
282	и тем	3	2
283	есть средство	1	2
284	ни в	1	2
285	для них	2	2
286	все равно	1	2
287	в слове	8	2
288	как и	9	2
289	между собою	6	2
290	одного и	2	2
291	же есть	1	2
292	нужно было	3	2
293	но если	2	2
294	и при	3	2
295	в своей	3	2
296	не столько	1	2
297	выражением мысли	1	2
298	что я	1	2
299	вопрос о	4	2
300	иначе как	2	2
301	и более	2	2
302	том же	2	2
303	вместе со	1	2
304	по себе	10	2
305	что с	1	2
306	в то	4	2
307	не имеет	5	2
308	уже из	1	2
309	ничего не	1	2
310	например не	1	2
311	никогда не	4	2
312	же время	4	2
313	на те	1	2
314	до того	1	2
315	языке есть	3	2
316	доказать что	1	2
317	же до	1	2
318	не могут	4	2
319	и должно	2	2
320	когда мы	2	2
321	слова но	2	2
322	примыкают к	1	2
323	ли в	2	2
324	том и	2	2
325	в язык	1	2
326	если мы	3	2
327	что все	3	2
328	в собственном	2	2
329	исторической жизни	1	2
330	действия и	1	2
331	не мог	3	2
332	чтобы дать	1	2
333	было в	1	2
334	когда в	3	2
335	о котором	3	2
336	одно из	3	2
337	смысле и	1	2
338	языка который	1	2
339	в разных	2	2
340	о нем	1	2
341	языка поэтому	1	2
342	никак не	2	2
343	это было	1	2
344	каждом из	1	2
345	во втором	5	2
346	должны быть	7	2
347	смысле это	1	2
348	как например	2	2
349	но с	2	2
350	д и	1	2
351	и того	2	2
352	в стороне	4	2
353	доказывает что	2	2
354	то и	7	2
355	когда оно	1	2
356	был бы	1	2
357	наука о	1	2
358	может служить	1	2
359	были бы	3	2
360	а действительно	1	2
361	объяснение в	1	2
362	в каком	6	2
363	на этот	2	2
364	смысл в	1	2
