N	3gram	Potebnia_M_1	Psycholo
1	для того чтобы	2	19
2	в том что	13	12
3	все то что	2	11
4	о том что	1	10
5	на то что	1	6
6	что в нем	1	5
7	к тому что	2	5
8	на самом деле	1	5
9	с самого начала	3	5
10	и может быть	2	4
11	с точки зрения	3	4
12	можно было бы	1	4
13	сами по себе	1	3
14	то что в	1	3
15	точно так же	1	3
16	и что в	3	3
17	так же как	1	3
18	смысле этого слова	1	3
19	и в этом	6	3
20	во всяком случае	1	3
21	заключается в том	1	3
22	то что мы	1	3
23	и т п	2	3
24	до сих пор	1	3
25	с одной стороны	3	3
26	сама по себе	3	3
27	таким образом что	2	2
28	сам по себе	1	2
29	по себе и	1	2
30	если бы мы	1	2
31	с другой стороны	5	2
32	и той же	3	2
33	именно в том	1	2
34	таким образом в	1	2
35	с таким образом	1	2
36	в то время	1	2
37	не только не	2	2
38	и говорит что	1	2
39	было бы сказать	1	2
40	одной и той	3	2
41	и т д	4	2
42	мы будем иметь	1	1
43	в сущности есть	1	1
44	том что при	1	1
45	что иное как	2	1
46	мы начнем с	1	1
47	то есть как	1	1
48	психологической точки зрения	1	1
49	думаем что за	1	1
50	а не в	1	1
51	что в таком	2	1
52	по отношению к	13	1
53	ни малейшего сомнения	1	1
54	подобно тому как	3	1
55	в том и	2	1
56	что не может	3	1
57	потому что не	4	1
58	мы не можем	1	1
59	что именно эти	1	1
60	ли в этом	1	1
61	в таком случае	2	1
62	к этой цели	2	1
63	если скажем что	1	1
64	нужно было бы	1	1
65	бы то ни	2	1
66	не было бы	1	1
67	только то что	1	1
68	из того что	1	1
69	и таким образом	1	1
70	с тем что	3	1
71	том и другом	2	1
72	и в тех	1	1
73	то же время	3	1
74	на этот вопрос	2	1
75	с этой точки	1	1
76	можно смотреть как	1	1
77	то есть что	3	1
78	уже о том	1	1
79	с но если	1	1
80	ни в одном	1	1
81	то ни было	1	1
82	невозможно потому что	1	1
83	чем то что	1	1
84	с психологической точки	1	1
85	в словах а	1	1
86	в том как	3	1
87	и без него	1	1
88	это не так	1	1
89	и в этой	1	1
90	природы но не	1	1
91	в свою очередь	4	1
92	они указывают на	1	1
93	независимо от этого	1	1
94	дело в том	2	1
95	утверждает что у	1	1
96	но совершенно ясно	1	1
97	и в самой	1	1
98	в нем есть	2	1
99	и как только	1	1
100	тем что в	1	1
101	не в одном	1	1
102	так относится к	1	1
103	сознательной или бессознательной	1	1
104	не может быть	9	1
105	не что иное	2	1
106	смотреть как на	1	1
107	и независимо от	1	1
108	другой стороны он	1	1
109	тем и другим	1	1
110	этой точки зрения	1	1
111	или вернее сказать	1	1
112	есть что все	1	1
113	не только в	3	1
114	могло бы быть	1	1
115	в одном акте	1	1
116	с этой стороны	1	1
117	с тем и	1	1
118	в этом смысле	4	1
119	в то же	3	1
120	быть не может	2	1
121	том в каком	1	1
122	что и в	3	1
123	душевной жизни точно	1	1
124	мы увидим что	3	1
125	несмотря на все	1	1
126	она не может	1	1
127	привело к тому	1	1
