N	3gram	Bakhtin_Pr_2	Analitik
1	о том что	3	6
2	в том что	4	6
3	в данном случае	1	5
4	по отношению к	8	4
5	и в этом	6	4
6	в этом случае	1	4
7	к тому же	1	4
8	подобно тому как	2	3
9	в этом отношении	2	3
10	по крайней мере	2	3
11	в самом начале	3	3
12	той или иной	3	3
13	тем не менее	1	3
14	в этом смысле	5	2
15	с точки зрения	9	2
16	в таком случае	1	2
17	в то же	3	2
18	можно было бы	1	2
19	то есть в	8	2
20	а не только	2	2
21	не только в	1	2
22	в отличие от	1	2
23	по природе своей	1	2
24	с другой стороны	1	2
25	то же время	3	2
26	и в самом	2	2
27	на то что	2	2
28	тех или иных	1	2
29	и сам автор	2	1
30	можно сказать что	2	1
31	сказать что в	1	1
32	почти вовсе не	1	1
33	более или менее	1	1
34	и в пределах	1	1
35	герой нашего времени	1	1
36	как раз и	1	1
37	хотя бы и	2	1
38	сами по себе	1	1
39	далеко за пределы	1	1
40	что она не	1	1
41	с самим собою	1	1
42	на этот вопрос	1	1
43	каждом из них	2	1
44	с другом в	1	1
45	не совпадает с	1	1
46	героя если же	1	1
47	и т.п и	1	1
48	жизнь и смерть	1	1
49	как один из	1	1
50	из них не	1	1
51	прежде всего в	1	1
52	при всей их	1	1
53	в целом ряде	2	1
54	как более или	1	1
55	в свое время	2	1
56	этой точки зрения	2	1
57	отношения к предмету	1	1
58	и в словах	1	1
59	не может быть	6	1
60	именно к этому	1	1
61	другой стороны и	1	1
62	в самом деле	3	1
63	в самом его	1	1
64	в том смысле	1	1
65	точки зрения может	1	1
66	мы уже отмечали	1	1
67	сама по себе	5	1
68	друг с другом	2	1
69	он не только	2	1
70	стороны и сама	1	1
71	проявляется в частности	1	1
72	с самим собой	1	1
