N	4gram	Vygotskiy__7	Psycholo
1	друг с другом и	1	2
2	ни одно из этих	1	2
3	до тех пор пока	1	2
4	в то время как	2	2
5	одной и той же	2	2
6	то же самое что	2	2
7	заключается в том что	4	2
8	в том что он	2	1
9	до сих пор в	1	1
10	совершенно невозможно потому что	1	1
11	не станем останавливаться на	1	1
12	у нас на глазах	1	1
13	точно так же как	2	1
14	в том что они	1	1
15	в том и другом	2	1
16	если мы обратимся к	1	1
17	ни в какой мере	2	1
18	мы вправе сделать вывод	1	1
19	при помощи одних только	1	1
20	не что иное как	1	1
21	в самом деле если	1	1
22	привело к тому что	1	1
23	и вместе с тем	2	1
24	для того чтобы сделать	2	1
25	как и всякий другой	1	1
26	с этой точки зрения	4	1
27	так же как и	1	1
28	суть дела заключается в	1	1
29	сомнения в том что	1	1
30	мы не станем останавливаться	1	1
31	в одной и той	1	1
32	том что он не	1	1
33	как мы уже говорили	1	1
