N	2gram	Berdyaev_V_1	Istorich
1	и в	16	28
2	и т	2	25
3	может быть	1	25
4	т д	2	22
5	а не	7	15
6	никогда не	3	14
7	для нас	2	13
8	то же	1	12
9	не только	2	12
10	что в	3	12
11	мы видим	1	11
12	только в	2	11
13	мы не	2	10
14	все же	1	10
15	и что	3	10
16	что он	4	10
17	мы увидим	1	10
18	но и	5	10
19	прежде всего	2	10
20	не в	3	9
21	так и	4	9
22	то что	9	9
23	видим что	1	9
24	в том	3	9
25	и не	20	9
26	в этом	4	8
27	но в	3	8
28	что это	1	8
29	не всегда	1	8
30	в ней	4	7
31	это не	2	7
32	еще не	8	7
33	что мы	4	7
34	так же	1	7
35	том что	2	7
36	в этих	3	7
37	а в	2	7
38	в этой	1	6
39	к тому	3	6
40	что и	3	6
41	вслед за	2	6
42	так как	9	6
43	с другой	1	6
44	вместе с	1	6
45	должна быть	3	5
46	вопрос о	1	5
47	мы будем	1	5
48	что они	7	5
49	в своем	1	5
50	их в	3	5
51	можно было	2	5
52	в его	4	5
53	но не	2	5
54	в одном	1	5
55	ты не	5	5
56	другой стороны	1	5
57	ее в	2	5
58	и для	3	4
59	и на	1	4
60	все эти	3	4
61	но все	1	4
62	и с	1	4
63	с тем	2	4
64	как и	4	4
65	на него	1	4
66	находится в	1	4
67	того что	5	4
68	потому что	4	4
69	к ним	1	4
70	превращается в	3	4
71	один из	2	4
72	связь с	1	4
73	могут быть	2	4
74	все это	5	4
75	хотя бы	3	4
76	но это	3	4
77	и другие	1	4
78	они не	1	4
79	я не	1	3
80	то это	3	3
81	не просто	1	3
82	могли бы	1	3
83	к чему	3	3
84	и по	1	3
85	на этом	1	3
86	не с	2	3
87	и тогда	2	3
88	в котором	4	3
89	в их	1	3
90	это дело	2	3
91	раз и	1	3
92	на котором	1	3
93	того как	1	3
94	в руки	1	3
95	как мы	1	3
96	в образе	4	3
97	в которую	1	3
98	ли он	1	3
99	во всем	1	3
100	уже не	2	3
101	или даже	1	3
102	тем что	2	3
103	в форме	2	3
104	как это	1	3
105	будто бы	1	3
106	и потому	7	2
107	зависимости от	1	2
