N	2gram	Losev_Prob_2	Formalny
1	т е	1	34
2	и в	35	24
3	в его	7	23
4	прежде всего	11	22
5	и не	37	20
6	так и	7	18
7	точки зрения	2	16
8	не может	13	16
9	в этом	17	15
10	в нем	1	14
11	может быть	18	14
12	таким образом	4	13
13	на почве	1	13
14	и т	6	12
15	именно как	4	12
16	в своем	4	11
17	как и	5	11
18	в их	3	11
19	не менее	13	11
20	должно быть	2	11
21	в ней	2	10
22	то же	5	10
23	вовсе не	37	10
24	настоящее время	16	10
25	и ее	2	10
26	и его	1	10
27	и их	3	10
28	а не	10	10
29	в настоящее	16	10
30	в то	6	9
31	и потому	1	9
32	все это	4	9
33	и на	5	8
34	как в	1	8
35	т д	6	8
36	и с	10	8
37	лишь в	3	8
38	не в	2	8
39	именно в	1	8
40	то что	38	8
41	на самом	4	7
42	должна быть	1	7
43	с ее	1	7
44	не только	24	7
45	место в	1	7
46	до конца	1	7
47	и от	3	7
48	но и	16	7
49	отношения к	1	6
50	еще не	10	6
51	самом деле	4	6
52	отнюдь не	5	6
53	более или	4	6
54	в целом	3	6
55	все эти	7	6
56	в этой	9	6
57	как бы	4	6
58	входит в	2	6
59	как таковой	4	6
60	или менее	4	6
61	она не	3	6
62	в пределах	1	6
63	и здесь	4	6
64	до сих	4	6
65	в том	12	6
66	было бы	8	6
67	как это	1	6
68	сих пор	4	6
69	и все	5	6
70	а в	4	6
71	хотя бы	12	5
72	во всех	2	5
73	но в	6	5
74	и свою	2	5
75	в самом	5	5
76	при этом	3	5
77	в понимании	2	5
78	по себе	8	5
79	и до	1	5
80	у нас	18	5
81	должны быть	1	5
82	как мы	5	5
83	что бы	1	5
84	в литературе	1	5
85	того что	12	5
86	только на	9	5
87	со стороны	1	5
88	с другой	6	5
89	и др	2	5
90	лишь как	1	5
91	с его	1	4
92	в истории	3	4
93	независимо от	2	4
94	и к	3	4
95	учение о	2	4
96	с другими	5	4
97	как о	3	4
98	друг друга	1	4
99	только и	3	4
100	как на	2	4
101	целом и	1	4
102	оно не	3	4
103	при таком	2	4
104	никогда не	1	4
105	если бы	4	4
106	для этого	3	4
107	всяком случае	10	4
108	с одной	5	4
109	конечно не	2	4
110	одной стороны	5	4
111	в связи	5	4
112	в частности	5	4
113	этой последней	1	4
114	стороны и	4	4
115	быть и	2	4
116	что в	11	4
117	к этой	1	4
118	так же	5	4
119	во всяком	13	4
120	это и	3	3
121	мы не	7	3
122	зависимости от	2	3
123	время в	1	3
124	бы то	2	3
125	в литературоведении	1	3
126	но не	4	3
127	значение и	8	3
128	в общем	4	3
129	отношение к	1	3
130	все же	8	3
131	и как	4	3
132	и наконец	3	3
133	в себе	5	3
134	если он	1	3
135	человек не	2	3
136	так сказать	1	3
137	он не	2	3
138	перестает быть	3	3
139	всех этих	4	3
140	об отражении	1	3
141	так например	1	3
142	в каждом	1	3
143	то ни	3	3
144	значение в	4	3
145	его в	3	3
146	в них	2	3
147	вещей и	1	3
148	они не	1	3
149	в отношении	4	3
150	тем самым	7	3
151	но для	1	3
152	не о	6	3
153	в основе	3	3
154	на язык	1	3
155	связи с	5	3
156	сводится к	2	3
157	отличается от	2	3
158	к тому	3	3
159	здесь не	2	3
160	ясно что	8	3
161	особенно в	1	3
162	бы в	3	3
163	и всякое	2	3
164	один из	3	3
165	не для	1	3
166	со всем	1	3
167	и даже	11	3
168	в области	6	3
169	и чем	1	3
170	представлять себе	1	3
171	не было	3	3
172	ни на	1	3
173	направление в	1	3
174	или иного	5	3
175	ничем не	2	3
