N	2gram	Tiupa_Hudo_2	Myshleni
1	и в	28	28
2	в том	15	28
3	то что	6	28
4	в этом	13	27
5	того что	1	24
6	потому что	2	22
7	том что	19	19
8	не может	4	19
9	что он	8	18
10	только в	4	18
11	в силу	1	17
12	что в	5	17
13	не только	11	16
14	так же	3	15
15	точки зрения	2	13
16	может быть	8	13
17	сказать что	2	13
18	в сфере	1	12
19	тому что	4	11
20	и не	18	11
21	как бы	5	11
22	но не	4	10
23	по отношению	7	10
24	отношений между	1	10
25	с точки	2	10
26	того чтобы	4	10
27	к тому	7	10
28	как мы	2	10
29	так как	1	10
30	от того	1	10
31	но и	9	10
32	отношению к	7	10
33	было бы	3	9
34	между собой	1	9
35	в самом	5	8
36	тем самым	2	8
37	никогда не	5	8
38	тем что	6	8
39	для того	4	8
40	еще не	3	8
41	ребенка в	1	8
42	то же	6	7
43	в сущности	1	7
44	отношение к	2	7
45	в своем	5	7
46	в которой	1	7
47	с самого	1	7
48	он не	4	7
49	в нем	3	7
50	заключается в	1	7
51	самого начала	1	7
52	можно было	3	7
53	если бы	6	7
54	и других	1	7
55	мышления и	1	7
56	там где	1	7
57	вместе с	2	7
58	между ними	2	7
59	же как	2	6
60	мы не	1	6
61	и к	2	6
62	в мышлении	1	6
63	как и	11	6
64	для него	5	6
65	когда мы	1	6
66	же самое	3	6
67	то время	1	6
68	приводит к	2	6
69	так и	8	6
70	и что	1	6
71	можно сказать	6	6
72	его в	2	6
73	в родном	3	6
74	так что	1	6
75	как раз	4	6
76	в области	1	6
77	при переходе	1	6
78	в то	6	6
79	том же	1	5
80	показать что	1	5
81	время как	1	5
82	и на	3	5
83	но в	2	5
84	то в	4	5
85	в этой	5	5
86	что все	3	5
87	и тем	1	5
88	переходе от	1	5
89	не могли	1	5
90	того как	2	5
91	в разных	1	5
92	в пределах	1	5
93	это не	6	5
94	и все	7	5
95	по самой	1	5
96	например в	1	4
97	и то	2	4
98	в первом	2	4
99	к другому	1	4
100	отношения между	1	4
101	той же	2	4
102	мы имеем	1	4
103	я не	7	4
104	в каждой	1	4
105	во всех	1	4
106	только тогда	1	4
107	в одной	1	4
108	в той	1	4
109	самом начале	1	4
110	в себе	9	4
111	в нашем	2	4
112	на этом	2	4
113	не умеет	1	4
114	знаем что	1	4
115	не в	13	4
116	нас к	1	4
117	мысли в	1	4
118	что на	3	4
119	оно не	2	4
120	что и	4	4
121	именно в	2	4
122	в качестве	4	4
123	мы знаем	2	4
124	в состоянии	3	4
125	только по	1	4
126	в частности	7	4
127	к жизни	1	4
128	отношения к	1	3
129	это и	1	3
130	за собой	1	3
131	чего не	2	3
132	и памяти	1	3
133	с его	5	3
134	из этих	2	3
135	независимо от	1	3
136	как в	5	3
137	хотя и	1	3
138	от этого	1	3
139	представляет собой	1	3
140	и отношения	1	3
141	остановиться на	1	3
142	при этом	11	3
143	с ней	1	3
144	раз в	3	3
145	в каждом	1	3
