N	3gram	Tiupa_Anal_1	FransuaR
1	о том что	3	5
2	то же время	6	5
3	в то же	8	5
4	в самом деле	2	4
5	с одной стороны	3	4
6	в той же	1	4
7	большей или меньшей	4	3
8	в этом отношении	2	3
9	в большей или	1	3
10	в первом случае	2	3
11	во втором случае	1	3
12	до сих пор	1	3
13	с точки зрения	4	2
14	как мы увидим	1	2
15	или меньшей степени	1	2
16	в данном случае	2	2
17	и тот же	1	2
18	его то есть	1	2
19	но и в	2	2
20	с другой стороны	2	2
21	начало и конец	1	2
22	в том что	9	2
23	и того же	2	1
24	по отношению к	5	1
25	в той или	3	1
26	в основе своей	2	1
27	более или менее	1	1
28	о том как	1	1
29	один и тот	1	1
30	что же касается	1	1
31	уже не могут	1	1
32	именно в этом	2	1
33	более того в	1	1
34	с ним в	1	1
35	между тем как	1	1
36	на самом же	1	1
37	из того что	3	1
38	с самим собой	1	1
39	вместе с тем	1	1
40	только для того	1	1
41	именно здесь в	1	1
42	не подлежит никакому	1	1
43	сам по себе	1	1
44	но в то	2	1
45	смысле этого слова	1	1
46	и как бы	1	1
47	все же не	1	1
48	в связи с	1	1
49	не он сам	1	1
50	для того чтобы	3	1
51	не может быть	16	1
52	самом деле в	1	1
53	в широком смысле	2	1
54	в зависимости от	1	1
55	во внешнем мире	2	1
56	и на все	1	1
57	не только в	1	1
58	той или иной	6	1
59	одного и того	2	1
60	а с другой	1	1
61	в особенности же	1	1
62	самом же деле	1	1
63	том что он	2	1
