N	3gram	Tiupa_Lite_2	Istorich
1	с другой стороны	4	8
2	в этом случае	2	7
3	с одной стороны	6	7
4	вместе с тем	1	6
5	о том что	2	4
6	тем не менее	2	4
7	не может быть	7	3
8	после того как	1	3
9	для того чтобы	1	3
10	исключают друг друга	1	2
11	по отношению к	3	2
12	он не может	1	2
13	в данном случае	3	2
14	в том чтобы	3	2
15	не исключают друг	1	2
16	то же в	1	2
17	в том что	5	2
18	но это единственный	1	1
19	идет по земле	1	1
20	из того что	1	1
21	но то что	1	1
22	на самом деле	1	1
23	в том числе	2	1
24	в соответствии с	1	1
25	одной стороны и	1	1
26	с точки зрения	3	1
27	согласно одной из	1	1
28	что он не	1	1
29	в отличие от	1	1
30	в себе и	1	1
31	состоит не в	1	1
32	том числе и	1	1
33	то же время	9	1
34	с этой точки	1	1
35	у него нет	1	1
36	что едва ли	1	1
37	не в том	1	1
38	этом случае мы	1	1
39	состоит в том	4	1
40	на этом свете	1	1
41	но и он	1	1
42	во всех этих	1	1
43	одной из версий	1	1
44	этой точки зрения	1	1
45	все того же	1	1
46	что может быть	1	1
47	может быть это	1	1
48	в свою очередь	1	1
49	так как у	1	1
50	одним из которых	1	1
51	подобно тому как	2	1
52	дело сводится к	1	1
53	в то же	9	1
54	может быть названа	1	1
55	во многих отношениях	1	1
56	как мы видели	1	1
