N	2gram	Tiupa_Lite_1	Russkaja
1	не может	5	22
2	и не	12	19
3	в том	16	17
4	в этом	12	17
5	и в	8	14
6	с другом	1	14
7	то что	10	13
8	самим собой	2	12
9	то же	5	11
10	точки зрения	6	11
11	таким образом	3	11
12	в то	5	10
13	же время	5	10
14	но и	17	10
15	в себе	7	9
16	не только	24	9
17	том что	14	9
18	с точки	2	9
19	может быть	13	9
20	во всяком	3	9
21	прежде всего	11	8
22	самом деле	2	7
23	отнюдь не	2	7
24	и если	1	7
25	и с	1	7
26	в данном	5	7
27	к тому	2	7
28	россии в	1	7
29	о том	2	7
30	самого себя	3	7
31	к которой	1	6
32	в своем	11	6
33	в россии	2	6
34	с тем	1	6
35	в своих	4	6
36	если бы	1	6
37	что он	5	6
38	всяком случае	2	6
39	для всех	1	6
40	для него	2	6
41	на самом	1	6
42	вопрос о	1	5
43	и на	1	5
44	во имя	2	5
45	во всех	1	5
46	на то	1	5
47	в нем	2	5
48	при этом	19	5
49	он не	1	5
50	было бы	2	5
51	в своей	4	5
52	никогда не	4	5
53	потому что	3	5
54	между тем	2	5
55	а потому	2	5
56	и только	2	5
57	только в	8	5
58	хотя бы	2	5
59	или иной	2	5
60	до сих	1	5
61	себя и	1	5
62	из которых	1	5
63	по существу	1	5
64	сих пор	1	5
65	а в	3	5
66	жизни в	1	5
67	и то	2	4
68	бы то	1	4
69	но не	4	4
70	себя в	6	4
71	все же	4	4
72	не в	8	4
73	в этой	4	4
74	тому чтобы	1	4
75	то ни	1	4
76	его в	3	4
77	как и	6	4
78	в их	3	4
79	тогда когда	1	4
80	когда они	1	4
81	приводит к	3	4
82	в мире	2	4
83	можно было	2	4
84	и т.д	1	4
85	путь к	1	4
86	в его	7	4
87	так как	1	4
88	со стороны	4	4
89	вместе с	1	4
90	что же	1	4
91	как бы	7	4
92	отказаться от	1	4
93	жизни и	3	4
94	что в	3	4
95	к этой	1	4
96	все что	1	4
97	то в	1	3
98	и этот	1	3
99	говорить о	1	3
100	еще не	4	3
101	он сам	1	3
102	из этих	2	3
103	что они	1	3
104	в самом	3	3
105	на том	2	3
106	и по	1	3
107	в другом	2	3
108	лишь в	4	3
109	для них	2	3
110	несмотря на	3	3
111	должно быть	1	3
112	одна из	3	3
113	связи с	6	3
114	в сознании	2	3
115	то это	2	3
116	данном случае	4	3
117	что может	1	3
118	собой и	1	3
119	для этого	4	3
120	сводится к	3	3
121	при котором	1	3
122	в значительной	1	3
123	и во	1	3
124	что и	1	3
125	в лучшем	1	3
126	того что	6	3
127	одной из	1	3
128	в качестве	17	3
129	в большинстве	1	3
130	в виде	1	3
131	из них	4	3
132	в конце	4	3
133	себя от	1	3
134	друг друга	4	3
135	тем что	2	3
136	именно в	1	3
137	собой а	1	3
138	что для	2	3
139	не было	3	3
140	да и	3	3
141	культуры в	4	3
142	при условии	1	3
143	лучшем случае	1	3
144	или в	1	3
145	и как	1	3
146	все они	2	3
147	не есть	2	3
148	из этого	1	3
149	говоря о	1	2
150	и есть	3	2
151	должна быть	2	2
152	на себя	2	2
153	но даже	1	2
154	по отношению	3	2
155	тогда как	13	2
156	не просто	1	2
157	последнее время	1	2
158	по воле	1	2
159	целый ряд	1	2
160	но в	3	2
161	не можем	1	2
162	самобытности и	1	2
163	а во-вторых	1	2
164	все эти	2	2
165	во многих	2	2
166	культуре и	2	2
167	состоит в	11	2
168	не к	2	2
169	и вот	1	2
170	чтобы в	1	2
171	в глазах	1	2
172	на почве	2	2
173	и тем	4	2
174	стремления к	1	2
175	русской культуры	3	2
176	на основании	1	2
177	этого не	2	2
178	ему по	1	2
179	в этих	1	2
180	во время	1	2
181	что такое	2	2
182	в котором	1	2
183	в силу	4	2
184	и более	1	2
185	том же	3	2
186	для россии	1	2
187	для нее	2	2
188	она не	1	2
189	только для	1	2
190	культурной жизни	1	2
191	для нас	1	2
192	у него	3	2
193	и является	2	2
194	как будто	2	2
195	в области	3	2
