N	4gram	Losev_Dial_4	KulturaY
1	и тем не менее	1	4
2	в то же время	6	3
3	в том случае если	1	2
4	с этой точки зрения	2	2
5	уже не может быть	1	2
6	не говоря уже о	3	2
7	т д и т	2	1
8	только для того чтобы	1	1
9	этой точки зрения в	1	1
10	уже о том что	1	1
11	говоря уже о том	1	1
12	как идея как принцип	1	1
13	ни в каком отношении	1	1
14	не что иное как	8	1
15	и т д это	1	1
16	сама по себе не	1	1
17	иметь в виду что	1	1
18	не говорю уже о	1	1
19	и т д в	1	1
20	одной и той же	3	1
21	только потому и возможно	1	1
22	и с этой точки	1	1
23	дело в том что	1	1
24	в качестве одного из	1	1
25	и пр но для	1	1
26	свой смысл и свое	1	1
27	и т д и	3	1
28	потому и возможно что	1	1
29	лишь в том случае	1	1
30	в связи с этим	1	1
31	я думаю что это	1	1
32	есть не что иное	5	1
