N	2gram	Ircho_Kome_3	StatiiOP
1	и в	22	29
2	том что	13	27
3	в том	12	27
4	в этом	8	21
5	не только	5	19
6	но и	4	19
7	что в	5	19
8	о том	8	17
9	в трагедии	1	17
10	в и	2	13
11	в его	8	13
12	что он	8	13
13	в которой	3	11
14	то что	4	11
15	все это	5	11
16	таким образом	12	10
17	к тому	6	10
18	т е	16	10
19	и т	4	9
20	в своем	8	9
21	он не	5	9
22	потому что	10	9
23	так и	4	9
24	этом отношении	2	9
25	и не	21	9
26	как на	1	9
27	но в	5	8
28	как раз	6	8
29	по поводу	1	8
30	я не	1	7
31	в сцене	1	7
32	в ней	4	7
33	в самом	9	7
34	но все	4	7
35	в г	2	7
36	в своей	5	7
37	в котором	2	7
38	не столько	1	7
39	тому что	2	7
40	того как	1	7
41	для того	6	7
42	в виду	2	7
43	с тем	4	7
44	вместе с	9	7
45	одним из	2	6
46	вопрос о	1	6
47	и на	2	6
48	все же	4	6
49	т д	1	6
50	вовсе не	4	6
51	того чтобы	6	6
52	и его	6	6
53	об этом	7	6
54	и что	6	6
55	в одном	2	6
56	до сих	9	6
57	в течение	3	6
58	г в	2	5
59	было бы	3	5
60	точки зрения	4	5
61	была бы	1	5
62	между тем	2	5
63	в качестве	2	5
64	прежде всего	5	5
65	а не	4	5
66	о чем	7	5
67	как бы	3	5
68	сих пор	9	5
69	речь идет	5	4
70	был для	1	4
71	то обстоятельство	2	4
72	хотя и	5	4
73	и к	3	4
74	не приходится	2	4
75	в нем	3	4
76	что у	1	4
77	в другом	2	4
78	и с	4	4
79	должен был	4	4
80	не в	4	4
81	еще до	1	4
82	ничего не	3	4
83	обстоятельство что	2	4
84	и о	2	4
85	времени и	1	4
86	разумеется что	2	4
87	после того	1	4
88	связи с	5	4
89	до того	2	4
90	с другой	4	4
91	действующих лиц	1	4
92	в частности	3	4
93	в печати	1	4
94	своего времени	1	4
95	а как	2	4
96	к этому	6	4
97	например в	1	3
98	самом деле	6	3
99	идет о	3	3
100	в их	2	3
101	его не	2	3
102	хотя бы	4	3
103	здесь между	1	3
104	и он	2	3
105	не был	1	3
106	но не	1	3
107	могло быть	2	3
108	которые не	1	3
109	меньше всего	4	3
110	как в	2	3
111	с этим	3	3
112	не было	2	3
113	тому же	6	3
114	в начале	3	3
115	из них	5	3
116	ни в	10	3
117	не мог	2	3
