N	2gram	Propp_Isto_4	Analitik
1	в тексте	2	24
2	тогда как	4	19
3	в этом	7	18
4	не только	15	16
5	и в	26	16
6	в частности	2	16
7	так и	10	15
8	как и	7	14
9	своего рода	1	12
10	но и	12	12
11	и не	9	12
12	том что	3	12
13	в том	3	12
14	иначе говоря	1	11
15	в качестве	7	11
16	при этом	3	10
17	могут быть	6	10
18	а не	6	10
19	как бы	3	10
20	в этой	2	9
21	лишь в	2	9
22	ничего не	5	9
23	в пределах	1	9
24	и даже	4	9
25	в целом	2	8
26	представляет собой	2	8
27	в данном	3	8
28	не случайно	2	8
29	особенно в	1	7
30	к тому	1	7
31	а также	3	7
32	о том	4	7
33	в себе	2	7
34	то что	16	7
35	и на	2	6
36	но в	5	6
37	может быть	14	6
38	с другой	4	6
39	как это	3	6
40	на себя	4	5
41	и к	1	5
42	данном случае	3	5
43	говорит о	2	5
44	между двумя	12	4
45	совпадает с	1	4
46	как правило	1	4
47	но не	5	4
48	как в	7	4
49	в своем	2	4
50	хотя и	2	4
51	он в	4	4
52	уже говорилось	1	4
53	на этом	2	4
54	то же	8	4
55	и тем	2	4
56	тем самым	1	4
57	не любит	1	4
58	точки зрения	1	4
59	не в	5	4
60	и является	1	4
61	не менее	2	4
62	во второй	1	4
63	можно сказать	1	4
64	во всех	1	4
65	только в	3	4
66	и его	10	4
67	уже не	5	4
68	у него	5	4
69	как раз	1	4
70	не может	6	4
71	этом случае	3	4
72	все это	2	4
73	и то	6	3
74	мы имеем	7	3
75	ему в	2	3
76	в центре	1	3
77	на его	3	3
78	и если	3	3
79	содержит в	2	3
80	его от	2	3
81	подобно тому	1	3
82	попадает в	3	3
83	не мог	3	3
84	тем не	2	3
85	никогда не	2	3
86	со своим	1	3
87	тем что	5	3
88	как будто	1	3
89	что на	2	3
90	как мы	5	3
91	приводит к	1	3
92	в результате	1	3
93	если бы	2	3
94	одного из	1	3
95	что и	9	3
96	и все	2	3
97	одной из	1	3
98	с ними	5	3
99	так что	2	3
100	есть в	2	3
101	из них	2	3
102	при всей	1	3
103	только на	1	3
104	со стороны	1	3
105	именно в	1	3
106	было бы	2	3
107	текста это	1	3
108	из трех	3	3
109	и за	2	3
110	тому как	1	3
111	этого слова	2	3
112	или в	3	3
113	бы в	1	3
114	прежде всего	1	3
115	а в	8	3
116	на смену	3	3
117	не знает	1	3
118	по поводу	1	3
119	из его	1	2
120	той же	1	2
121	а как	2	2
122	и он	3	2
123	собой в	2	2
124	еще не	6	2
125	он был	1	2
126	слова часто	1	2
127	на основе	1	2
128	и я	1	2
129	как говорит	1	2
130	на то	3	2
131	жизнью и	1	2
132	вообще не	1	2
133	не следует	1	2
134	он не	7	2
135	от которого	2	2
136	что она	3	2
137	таким образом	10	2
138	в одну	2	2
139	а затем	3	2
140	и второй	1	2
141	них не	1	2
142	на этой	1	2
143	е к	2	2
144	по себе	2	2
145	он же	2	2
146	он и	1	2
147	в этих	7	2
148	в своей	4	2
149	или точнее	1	2
150	в котором	1	2
151	но эта	4	2
152	и наоборот	2	2
153	даже в	4	2
154	в таких	2	2
155	она не	3	2
156	в то	1	2
157	дело не	2	2
158	не имеет	3	2
159	на котором	3	2
160	на него	3	2
161	которые и	1	2
162	так например	2	2
163	или иных	1	2
164	роль в	1	2
165	с ее	1	2
166	те же	3	2
167	в борьбе	1	2
168	это только	1	2
169	вступил в	1	2
170	нас к	7	2
171	с ним	1	2
172	и смерть	1	2
173	что в	14	2
174	его в	9	2
175	и во	2	2
176	в его	5	2
177	того что	2	2
178	с той	2	2
179	один из	1	2
180	себя в	2	2
181	не есть	2	2
182	одно из	1	2
183	и их	2	2
184	в одном	5	2
185	вовсе не	4	2
186	с действительностью	1	2
187	представляют собой	4	2
188	здесь в	1	2
189	этого персонажа	1	2
190	превращается в	7	2
191	на этот	2	2
192	его как	2	2
193	о чем	3	2
194	вступает в	1	2
195	вместе с	6	2
196	так же	18	2
197	к его	1	2
198	к своему	3	2
199	этих случаях	8	2
200	такого рода	2	2
201	в ответ	1	2
202	по существу	3	2
203	ты не	1	2
204	он по	1	2
205	характерно и	1	2
206	внимание на	1	2
207	еще более	1	2
208	и мне	1	2
209	от своего	3	2
210	сказать что	2	2
211	другой стороны	4	2
212	т е	18	2
213	все что	4	2
214	к этому	5	2
215	в роли	2	2
216	и т	27	1
217	переход от	1	1
218	говорилось выше	1	1
219	и полагает	1	1
220	верхом на	3	1
221	к другому	1	1
222	смерть в	1	1
223	по его	2	1
224	мы уже	5	1
225	их и	1	1
226	его своей	1	1
227	полагает что	1	1
228	есть не	1	1
229	бы уже	1	1
230	что соответствует	1	1
231	именно к	1	1
232	что иное	3	1
233	не вполне	1	1
234	один к	1	1
235	они были	1	1
236	но даже	1	1
237	частный случай	4	1
238	связь этих	1	1
239	и самого	1	1
240	когда речь	1	1
241	иное как	3	1
242	в чем	1	1
243	сказать и	1	1
244	иных случаях	1	1
245	о существе	1	1
246	то он	1	1
247	о смерти	1	1
248	сказал он	1	1
249	тех же	2	1
250	не все	1	1
251	очевидно что	1	1
252	а и	1	1
253	тут же	2	1
254	независимо от	1	1
255	он взял	1	1
256	этой стороны	2	1
257	однако не	1	1
258	на человека	1	1
259	тех случаях	2	1
260	короче говоря	1	1
261	когда он	6	1
262	и наконец	1	1
263	дается в	1	1
264	и тот	2	1
265	его к	3	1
266	имеет в	1	1
267	интересно что	4	1
268	привести к	1	1
269	все эти	3	1
270	жизни так	1	1
271	из этих	3	1
272	в главе	2	1
273	еще один	2	1
274	он содержит	1	1
275	что даже	1	1
276	наиболее существенные	1	1
277	и те	1	1
278	как он	6	1
279	но на	1	1
280	быть только	1	1
281	что вообще	1	1
282	в нем	2	1
283	вера в	1	1
284	с верой	2	1
285	всех этих	1	1
286	не к	2	1
287	не как	1	1
288	прочим и	1	1
289	в силу	5	1
290	пребывание в	1	1
291	никому не	1	1
292	и по	5	1
293	человека в	1	1
294	на бледном	1	1
295	а когда	2	1
296	об этом	7	1
297	по смыслу	1	1
298	и жадному	1	1
299	это не	5	1
300	то все	1	1
301	уже встречались	1	1
302	смерть и	1	1
303	ни в	2	1
304	останавливаться на	1	1
305	в них	1	1
306	мифа но	1	1
307	к которым	5	1
308	этого не	2	1
309	со своими	1	1
310	которой он	2	1
311	однажды в	1	1
312	такой же	1	1
313	легко прослеживается	1	1
314	но я	1	1
315	но если	1	1
316	что появление	1	1
317	и при	3	1
318	таким же	6	1
319	этой связи	1	1
320	имеется в	2	1
321	жизнь и	1	1
322	что я	2	1
323	вплоть до	1	1
324	особое место	1	1
325	этот персонаж	3	1
326	не считает	1	1
327	при рассмотрении	1	1
328	не его	1	1
329	и эти	1	1
330	второй раз	1	1
331	и более	3	1
332	однако в	2	1
333	что этот	4	1
334	тому что	1	1
335	таких случаях	2	1
336	особенно при	2	1
337	все три	1	1
338	и другое	1	1
339	меня не	3	1
340	тогда когда	1	1
341	одна из	2	1
342	которого он	1	1
343	облекается в	1	1
344	подобные примеры	1	1
345	и имеет	1	1
346	имеет отношение	1	1
347	что ни	3	1
348	именно с	1	1
349	этих двух	1	1
350	впрочем в	1	1
351	один по	1	1
352	по своей	2	1
353	к мотиву	2	1
354	правой руке	1	1
355	это слово	1	1
356	потому что	6	1
357	связи с	3	1
358	тому кто	1	1
359	только с	2	1
360	до смерти	1	1
361	и несколько	1	1
362	у нас	2	1
363	одно и	1	1
364	которых он	1	1
365	случайно и	2	1
366	на границе	1	1
367	во все	2	1
368	и другой	1	1
369	его за	1	1
370	и смертью	1	1
371	же самое	2	1
372	должны быть	1	1
