N	3gram	Voloshinov_2	SlovoVZh
1	по отношению к	8	11
2	не может быть	10	7
3	можно сказать что	1	5
4	дело в том	1	4
5	так как если	2	4
6	как если бы	4	4
7	в том что	6	4
8	и не может	3	3
9	тем не менее	1	3
10	бы то ни	4	3
11	может быть и	5	3
12	до сих пор	3	3
13	и не в	3	3
14	то ни было	4	3
15	и то же	3	2
16	мы никогда не	2	2
17	на самом деле	4	2
18	с другой стороны	1	2
19	то же самое	5	2
20	одной стороны и	2	2
21	жизни если бы	1	2
22	с точки зрения	13	2
23	в зависимости от	2	2
24	но тем не	1	2
25	до известной степени	1	2
26	мы можем сказать	2	2
27	но отнюдь не	1	2
28	одно и то	3	2
29	только в процессе	1	2
30	в отношении к	4	2
31	выходят за пределы	2	2
32	ни на один	1	2
33	в жизни и	1	2
34	с одной стороны	3	2
35	той социальной группы	2	1
36	не перестает быть	1	1
37	идеологическое выражение и	1	1
38	но все же	1	1
39	для него не	1	1
40	каких бы то	1	1
41	социальной группы к	1	1
42	в душе говорящего	1	1
43	является таким образом	1	1
44	все разобранные нами	1	1
45	себе в своей	1	1
46	взаимоотношения говорящих в	1	1
47	говорящего со слушателем	1	1
48	слова и не	2	1
49	является очень важным	1	1
50	в индивидуальной психике	1	1
51	группы к которой	1	1
52	ровно ничего не	1	1
53	бы оно ни	1	1
54	все более и	2	1
55	какой бы то	2	1
56	в этом направлении	1	1
57	одним и тем	2	1
58	бы они ни	1	1
59	более или менее	2	1
60	во всяком случае	2	1
61	мы уже сказали	1	1
62	в самом деле	5	1
63	продукт социального взаимодействия	1	1
64	самом же деле	3	1
65	в кругозор говорящих	1	1
66	данной социальной группы	3	1
67	нам кажется что	1	1
68	в нем и	1	1
69	и внешней речи	1	1
70	в высший ранг	1	1
71	мы должны различать	1	1
72	кругозор на который	1	1
73	а не к	2	1
74	у нее не	1	1
75	оно ни было	2	1
76	если бы слово	1	1
77	сам по себе	1	1
78	тесную связь с	1	1
79	наиболее яркое и	1	1
80	сами по себе	1	1
81	ни в коем	2	1
82	свою связь с	1	1
83	в свою очередь	5	1
84	но и в	2	1
85	оставаясь в пределах	2	1
86	на самом же	3	1
87	о том что	3	1
88	в этом отношении	1	1
89	на один миг	1	1
90	с самого начала	5	1
91	мы попытаемся наметить	1	1
92	в конечном счете	1	1
93	уже в ней	1	1
94	ни в какой	2	1
95	более и более	2	1
96	и прежде всего	2	1
97	в пределах этого	1	1
98	внутренней и внешней	2	1
99	является для него	2	1
100	то же время	8	1
101	как мы уже	3	1
102	или менее широким	1	1
103	высказывания и его	3	1
104	в русской литературе	1	1
105	в процессе ее	1	1
106	в жизненной речи	3	1
107	в противном случае	2	1
108	они ни были	1	1
109	или может быть	2	1
110	по себе в	1	1
111	в процессе этого	1	1
112	находят свое выражение	1	1
113	по крайней мере	2	1
114	в то же	8	1
115	отнюдь не является	2	1
116	его внутренней речи	1	1
117	в коем случае	2	1
118	в каком направлении	1	1
119	подвести итоги нашему	1	1
120	может быть понято	1	1
121	и тогда когда	1	1
122	в значительной степени	2	1
123	к которой принадлежит	1	1
124	к этому пределу	2	1
125	чтобы убедиться в	1	1
126	во внутренней речи	1	1
127	с такою же	1	1
128	в двух направлениях	2	1
129	форму и стиль	1	1
130	не совпадает с	1	1
131	не только его	1	1
132	как и в	1	1
133	и тем же	2	1
134	к тому же	2	1
135	но в то	5	1
136	коем случае нельзя	1	1
137	к вопросу о	1	1
138	и делает его	1	1
139	в высшей степени	3	1
