N	3gram	Losev_Dial_2	Problemy
1	то же время	4	12
2	в то же	3	12
3	на самом деле	1	10
4	с самого начала	2	8
5	и т п	2	6
6	не может быть	3	6
7	и в то	1	5
8	во всяком случае	2	5
9	в этом смысле	1	4
10	с точки зрения	8	4
11	бы то ни	1	4
12	и прежде всего	2	4
13	в самом деле	3	3
14	по крайней мере	9	3
15	в братьях карамазовых	1	3
16	в конце концов	1	3
17	мы уже говорили	1	3
18	что у меня	1	3
19	с другой стороны	4	3
20	и в нем	1	3
21	может быть даже	1	3
22	в той или	2	2
23	подобно тому как	1	2
24	того или другого	1	2
25	и не может	1	2
26	вместе с тем	1	2
27	сама по себе	7	2
28	что в нем	2	2
29	как и все	2	2
30	и в этом	1	2
31	на тему о	1	2
32	о том что	4	2
33	той или иной	1	2
34	тем не менее	2	2
35	друг с другом	1	2
36	на всю жизнь	1	2
37	к тому же	1	2
38	и т д	15	2
39	внутреннего и внешнего	2	2
40	что он есть	1	1
41	одних и тех	1	1
42	на этом моменте	1	1
43	хочет чтобы все	1	1
44	большей или меньшей	1	1
45	том что все	1	1
46	но даже и	1	1
47	в том и	1	1
48	может и не	1	1
49	т д и	2	1
50	да и то	1	1
51	в одних и	1	1
52	он мог бы	1	1
53	уже сама по	1	1
54	в нем и	2	1
55	нам еще придется	1	1
56	не было и	1	1
57	до сих пор	2	1
58	но тотчас же	1	1
59	на самом же	1	1
60	в этом отношении	1	1
61	того и другого	1	1
62	всего то что	1	1
63	уже не в	1	1
64	он с первого	1	1
65	за то что	1	1
66	и тех же	1	1
67	это вовсе не	2	1
68	как мы уже	1	1
69	со всех сторон	1	1
70	и пр в	1	1
71	и то что	1	1
72	к тому что	1	1
73	в данном случае	2	1
74	что на самом	1	1
75	общения с ним	1	1
76	и все его	1	1
77	но при этом	1	1
78	как будто бы	3	1
79	главным образом в	1	1
80	и как бы	1	1
81	том что первая	1	1
82	и то же	4	1
83	даже и на	1	1
84	то что они	1	1
85	все более и	1	1
86	может быть и	3	1
87	одно и то	4	1
88	мы можем сказать	1	1
89	однако вернемся к	1	1
90	в нем не	1	1
91	так бы и	1	1
92	по себе и	1	1
93	том и в	1	1
94	и в том	1	1
95	потому что они	2	1
96	тут не может	1	1
97	не все же	1	1
98	по себе как	1	1
99	и вместе с	1	1
100	все равно что	1	1
101	но все эти	1	1
102	более и более	1	1
103	но все же	1	1
104	самом же деле	1	1
105	можно сказать что	3	1
106	же деле он	1	1
107	как бы ни	2	1
108	вопрос о том	1	1
109	что это я	1	1
110	в том что	6	1
111	и как будто	1	1
112	что и в	1	1
113	можем сказать что	1	1
114	обратим внимание на	1	1
115	и в другом	1	1
