N	3gram	Propp_Isto_3	Analitik
1	не может быть	1	16
2	в том что	5	9
3	что иное как	3	5
4	по отношению к	2	5
5	мы имеем дело	1	4
6	с точки зрения	1	4
7	но и не	1	4
8	не что иное	3	4
9	к тому же	2	4
10	о том что	2	3
11	состоит в том	2	3
12	подобно тому как	1	3
13	в том числе	1	3
14	в таком случае	1	3
15	из того что	1	3
16	с одной стороны	2	3
17	имеем дело с	1	3
18	есть не что	1	3
19	сами по себе	1	2
20	но и в	1	2
21	в данном случае	3	2
22	с другой стороны	7	2
23	но прежде всего	1	1
24	что герой в	1	1
25	все еще не	1	1
26	исключают друг друга	1	1
27	и той же	1	1
28	равно как и	1	1
29	также и в	1	1
30	одна или несколько	2	1
31	в соответствии с	1	1
32	можно утверждать что	2	1
33	до сих пор	5	1
34	как мы увидим	1	1
35	случае мы имеем	1	1
36	а не с	1	1
37	на самом же	1	1
38	как это происходит	1	1
39	еще не означает	1	1
40	об одном из	1	1
41	с этой точки	1	1
42	как если бы	1	1
43	вместе с тем	1	1
44	вследствие чего она	1	1
45	не ставит себе	1	1
46	ставит себе целью	1	1
47	принимает на себя	1	1
48	здесь мы имеем	3	1
49	не только в	1	1
50	к своему собственному	1	1
51	смысле этого слова	1	1
52	в свою очередь	1	1
53	но в таком	1	1
54	в такой же	1	1
55	все же не	1	1
56	во всяком случае	2	1
57	самом же деле	1	1
58	не исключают друг	1	1
59	до вступления в	4	1
60	этой точки зрения	1	1
61	в целом но	1	1
62	а затем уже	1	1
63	уже потому что	1	1
64	и вместе с	1	1
65	это происходит в	1	1
66	мы имеем в	2	1
67	в связи с	3	1
68	одной и той	1	1
69	друг с другом	1	1
70	как и в	2	1
71	принадлежит одному из	1	1
