N	2gram	Berdyaev_M_1	KFilosof
1	может быть	30	43
2	в его	9	39
3	в нем	13	31
4	не может	28	27
5	и не	11	26
6	по отношению	2	25
7	и в	28	22
8	в себе	7	21
9	в котором	8	21
10	отношению к	2	21
11	не есть	9	19
12	и его	9	17
13	в ее	3	17
14	а не	25	17
15	только в	6	16
16	в этом	20	13
17	точки зрения	4	13
18	и это	12	12
19	но не	8	12
20	для него	11	12
21	все эти	2	11
22	в своей	15	11
23	не в	16	11
24	к нему	7	11
25	во всех	1	10
26	в своем	10	10
27	это не	5	10
28	все это	6	10
29	из себя	1	10
30	и есть	14	9
31	в их	4	9
32	но и	25	9
33	как бы	2	9
34	и для	2	9
35	и все	10	9
36	лишь в	6	8
37	было бы	10	8
38	мир в	3	8
39	если бы	2	8
40	не было	18	8
41	жизни и	2	8
42	то что	5	7
43	во всем	1	7
44	должен быть	2	7
45	что и	4	7
46	себя в	3	7
47	конечно не	3	7
48	вовсе не	1	7
49	я не	1	6
50	момент в	2	6
51	менее всего	7	6
52	отношение к	4	6
53	и я	5	6
54	мира в	1	6
55	он не	24	6
56	не значит	2	6
57	лишь момент	2	6
58	смысл и	1	6
59	в мире	10	6
60	этот момент	1	6
61	и только	1	6
62	и действительно	1	6
63	уже не	4	6
64	и их	3	6
65	но это	1	6
66	в смысле	1	6
67	в том	6	6
68	мы имеем	1	5
69	жизни как	1	5
70	все же	2	5
71	но в	7	5
72	не только	29	5
73	но ведь	1	5
74	его в	3	5
75	как и	5	5
76	должно быть	3	5
77	что я	1	5
78	от его	2	5
79	не имеет	3	5
80	никогда не	14	5
81	бытия как	1	5
82	с ним	2	5
83	и единственное	1	5
84	его как	2	5
85	есть лишь	9	5
86	событие в	1	5
87	в основе	2	5
88	хотя бы	3	5
89	жизни в	2	5
90	не знает	4	5
91	ко всему	1	5
92	как его	1	4
93	проникает в	2	4
94	себя а	1	4
95	не как	4	4
96	бы быть	1	4
97	входит в	2	4
98	место в	2	4
99	к ним	1	4
100	чем не	1	4
101	о нем	2	4
102	в каком	2	4
103	мира и	5	4
104	между тем	1	4
105	во всей	1	4
106	нисколько не	1	4
107	в одном	1	4
108	бытия но	2	4
109	том что	3	4
110	для нас	3	4
111	а в	4	4
112	что в	10	4
113	в своих	1	4
114	самом деле	1	3
115	на самом	1	3
116	этого мира	3	3
117	должна быть	6	3
118	и этот	4	3
119	мы не	1	3
120	в ней	15	3
121	еще не	1	3
122	и на	6	3
123	не могу	1	3
124	тем как	1	3
125	себе и	2	3
126	нет и	5	3
127	человека вообще	1	3
128	и этим	1	3
129	к чему	2	3
130	бы и	3	3
131	бы не	2	3
132	всех этих	1	3
133	для того	2	3
134	из него	1	3
135	людей и	2	3
136	ее жизни	1	3
137	в каждом	1	3
138	нет в	4	3
139	рядом с	1	3
140	когда я	1	3
141	не должно	1	3
142	не менее	1	3
143	мира не	3	3
144	ничего не	3	3
145	могут быть	2	3
146	культуры и	1	3
147	с человеком	1	3
148	в виду	2	3
149	о том	2	3
150	того что	7	3
151	быть и	1	3
152	а лишь	1	3
153	действительной жизни	1	3
154	был бы	10	3
155	тем что	4	3
156	от того	1	3
157	что не	1	3
158	а изнутри	1	3
159	до конца	14	3
160	ближе к	1	3
161	в момент	3	3
162	вступает в	1	3
163	по своему	2	3
164	сознания и	1	3
165	от него	4	3
166	не должен	1	3
167	только с	1	3
168	не быть	1	3
169	в свою	2	3
170	в то	2	3
171	на своем	3	3
172	себя как	1	2
173	чтобы не	2	2
174	не остается	2	2
175	и то	1	2
176	я и	1	2
177	это и	4	2
178	есть на	1	2
179	а как	2	2
180	ни у	1	2
181	вопрос о	2	2
182	ему в	1	2
183	с его	3	2
184	к которой	1	2
185	все ценности	1	2
186	как в	2	2
187	как к	1	2
188	сознания в	1	2
189	и как	2	2
190	от этого	2	2
191	истины и	1	2
192	та же	1	2
193	под ним	2	2
194	в этой	6	2
195	имеем в	1	2
196	человек не	10	2
197	лишь с	1	2
198	видит и	1	2
199	ни был	1	2
200	так и	1	2
