N	2gram	Berdyaev_M_1	KulturaY
1	и т	1	54
2	т п	1	41
3	т е	2	32
4	и в	28	23
5	точки зрения	4	23
6	в том	6	22
7	не только	29	17
8	в этом	20	16
9	было бы	10	16
10	самом деле	1	14
11	может быть	30	14
12	в области	1	14
13	в самом	11	13
14	что в	10	13
15	не менее	1	12
16	потому что	16	12
17	для того	2	12
18	вопрос о	2	11
19	том что	3	11
20	того чтобы	2	11
21	можно было	1	11
22	в его	9	11
23	того что	7	11
24	а не	25	11
25	у нас	5	10
26	и не	11	10
27	еще не	1	9
28	хотя бы	3	9
29	так как	3	9
30	прежде всего	10	9
31	лишь в	6	8
32	зависимости от	1	8
33	если бы	2	8
34	в виду	2	8
35	уже не	4	8
36	до сих	2	8
37	сих пор	2	8
38	в зависимости	1	7
39	все эти	2	7
40	должно быть	3	7
41	и что	2	7
42	сказать что	2	7
43	в силу	1	6
44	только в	6	6
45	так и	1	6
46	с тем	9	6
47	в их	4	6
48	ничего не	3	6
49	не может	28	6
50	могут быть	2	6
51	о том	2	6
52	что и	4	6
53	что он	10	6
54	также и	2	5
55	и есть	14	5
56	я не	1	5
57	все же	2	5
58	как бы	2	5
59	что она	1	5
60	как и	5	5
61	не значит	2	5
62	не в	16	5
63	вовсе не	1	5
64	от того	1	5
65	не могут	5	5
66	но также	1	5
67	тем что	4	5
68	что же	1	5
69	тем более	1	5
70	но это	1	5
71	а в	4	5
72	тех же	1	4
73	как в	2	4
74	в своем	10	4
75	целый ряд	1	4
76	лишь с	1	4
77	том случае	1	4
78	в своей	15	4
79	что такое	1	4
80	не столько	1	4
81	и о	1	4
82	в ее	3	4
83	для нас	3	4
84	заключается в	1	4
85	между тем	1	4
86	один из	4	4
87	в нашей	1	4
88	что не	1	4
89	не было	18	4
90	мы говорим	1	4
91	в той	2	4
92	то что	5	4
93	сплошь и	1	3
94	я и	1	3
95	на самом	1	3
96	это и	4	3
97	есть не	4	3
98	мы не	1	3
99	в ней	15	3
100	то мы	1	3
101	но не	8	3
102	то он	1	3
103	по отношению	2	3
104	отношение к	4	3
105	что как	1	3
106	и к	2	3
107	бы и	3	3
108	бы не	2	3
109	он не	24	3
110	и вот	3	3
111	и с	3	3
112	и рядом	1	3
113	с этой	4	3
114	не так	3	3
115	но если	3	3
116	в которых	4	3
117	и более	1	3
118	что сам	1	3
119	в отношении	1	3
120	она не	4	3
121	в то	2	3
122	не имеет	3	3
123	и именно	1	3
124	должна быть	6	3
125	был бы	10	3
126	в каком	2	3
127	не потому	1	3
128	не есть	9	3
129	но и	25	3
130	нас в	1	3
131	это не	5	3
132	и только	1	3
133	вообще и	1	3
134	этот вопрос	1	3
135	и действительно	1	3
136	а лишь	1	3
137	я в	1	3
138	уже в	4	3
139	то это	1	3
140	а именно	1	3
141	стать на	1	3
142	в ряду	1	3
143	я хочу	3	3
144	xix века	4	3
145	когда мы	2	3
146	к тому	3	3
147	что вообще	1	3
148	они не	1	3
149	смысле слова	4	2
150	также что	1	2
151	чтобы не	2	2
152	и через	1	2
153	через которые	1	2
154	к другому	1	2
155	отношению к	2	2
156	бы уже	1	2
157	мы имеем	1	2
158	ответить на	1	2
159	и такой	1	2
160	не все	2	2
161	он пишет	1	2
162	отличие от	1	2
163	за пределы	4	2
164	что они	1	2
165	относится к	2	2
166	и я	5	2
167	более чем	1	2
168	как к	1	2
169	когда он	3	2
170	и как	2	2
171	увидим что	4	2
172	но в	7	2
173	он в	2	2
174	учение о	3	2
175	как он	2	2
176	и самый	2	2
177	отношений между	1	2
178	в россии	2	2
179	на этом	3	2
180	значение в	1	2
181	и чтобы	1	2
182	его в	3	2
183	на протяжении	2	2
184	чем в	2	2
185	смысл и	1	2
186	в этих	4	2
187	и без	1	2
188	в котором	8	2
189	в отличие	1	2
190	не как	4	2
191	мысли и	2	2
192	сам же	1	2
193	точку зрения	1	2
194	что есть	5	2
195	если и	1	2
196	это еще	1	2
