N	2gram	Ircho_Kome_1	Mirosoze
1	и в	22	46
2	в нем	4	22
3	у него	3	22
4	может быть	9	21
5	в этом	3	20
6	не только	10	18
7	и не	8	18
8	но и	11	15
9	не может	2	15
10	человека в	1	14
11	как и	9	13
12	друг друга	1	12
13	к человеку	1	12
14	прежде всего	5	12
15	потому что	5	12
16	и он	1	11
17	но он	2	11
18	в ней	1	11
19	у нас	3	11
20	но в	4	10
21	в себе	2	10
22	он не	3	10
23	он был	2	9
24	не в	6	9
25	не знает	1	9
26	отношение к	3	8
27	в своем	1	8
28	любовь к	1	8
29	так как	4	8
30	человека к	1	8
31	как бы	1	8
32	но это	2	8
33	в мире	1	7
34	как в	5	7
35	и к	1	7
36	в этой	7	7
37	человеческой личности	1	7
38	хотя бы	1	7
39	и потому	1	7
40	и для	1	7
41	что он	6	7
42	вопрос о	3	6
43	что это	1	6
44	в русской	1	6
45	и здесь	2	6
46	доходит до	1	6
47	так же	3	6
48	того что	1	6
49	жизни и	1	6
50	то же	6	5
51	совсем не	2	5
52	в самом	2	5
53	и вот	4	5
54	что она	1	5
55	что все	1	5
56	в отношении	6	5
57	в конце	6	5
58	во всем	1	5
59	и его	8	5
60	к тому	6	5
61	и это	1	5
62	те же	1	5
63	один из	5	5
64	в его	5	5
65	для того	1	5
66	то что	2	5
67	и все	3	5
68	в духе	1	5
69	также и	1	4
70	у них	1	4
71	есть что-то	1	4
72	в жизни	1	4
73	нет в	1	4
74	том что	12	4
75	жизнь и	1	4
76	тому что	1	4
77	того чтобы	1	4
78	что у	2	4
79	так и	5	4
80	на путь	1	4
81	для этого	2	4
82	означает что	1	4
83	себя в	1	4
84	что и	4	4
85	в свою	2	4
86	они не	1	4
87	до конца	2	4
88	т е	13	4
89	что в	6	4
90	все что	2	4
91	народ в	1	3
92	же как	3	3
93	чтобы не	1	3
94	высшей степени	1	3
95	той же	1	3
96	в судьбах	1	3
97	и самого	2	3
98	и на	3	3
99	иное как	1	3
100	в чем	3	3
101	что нет	1	3
102	он в	1	3
103	как он	1	3
104	и она	1	3
105	в каждом	1	3
106	и с	3	3
107	на все	2	3
108	его в	3	3
109	ни в	6	3
110	в них	3	3
111	в высшей	1	3
112	все равно	1	3
113	всю жизнь	1	3
114	не мог	3	3
115	и против	1	3
116	того как	3	3
117	что иное	1	3
118	по своей	2	3
119	людей и	1	3
120	в трагедии	2	3
121	в образе	3	3
122	с ним	1	3
123	о том	8	3
124	и во	2	3
125	жизни он	1	3
126	и можно	2	3
127	что они	4	3
128	к которой	1	3
129	в том	11	3
130	природой и	1	3
131	только в	3	3
132	не так	1	3
133	тем что	4	3
134	от того	1	3
135	до сих	2	3
136	к которому	3	3
137	сих пор	2	3
138	отношении к	1	3
139	сказать что	1	3
140	не что	1	3
141	в своих	2	3
142	сам по	1	2
143	поэтому он	1	2
144	и за	1	2
145	который был	1	2
146	принадлежит к	2	2
147	во всех	1	2
148	по отношению	3	2
149	есть по	1	2
150	под его	1	2
151	хотя и	3	2
152	говорит что	1	2
153	в действительности	2	2
154	то в	1	2
155	и этим	1	2
156	в которой	6	2
157	средство для	1	2
158	бы не	1	2
159	и тот	1	2
160	и те	1	2
161	в братьях	1	2
162	на его	5	2
163	не к	2	2
164	на этом	2	2
165	с собой	1	2
166	еще более	1	2
167	своей земли	1	2
168	собственного мнения	1	2
169	в этих	1	2
170	точки зрения	4	2
171	нас не	1	2
172	ее в	2	2
173	место в	3	2
174	которые в	1	2
175	его до	1	2
176	правда в	2	2
177	чем не	1	2
178	царства в	1	2
179	ничего не	3	2
180	природы в	1	2
181	к ней	2	2
182	как будто	2	2
183	к себе	1	2
184	можно было	1	2
185	еще в	5	2
186	в последней	1	2
187	после того	3	2
188	по себе	1	2
189	и что	1	2
190	в сущности	2	2
191	нас в	2	2
192	к нему	2	2
193	и обнаруживает	1	2
194	подобно тому	1	2
195	тот же	3	2
196	я даже	1	2
197	между тем	5	2
198	так что	1	2
199	со своим	5	2
200	уже в	5	2
201	ни одного	1	2
202	и других	7	2
203	себе в	1	2
204	в судьбе	1	2
205	и мир	2	2
206	не случайно	1	2
207	е в	2	2
208	как у	1	2
209	превращается в	1	2
210	не означает	1	2
211	и своим	1	2
212	до последних	1	2
213	вместе с	2	2
214	к своему	1	2
215	такого рода	6	2
216	тому как	1	2
217	что же	1	2
218	да и	3	2
219	сам не	1	2
220	в более	3	2
221	его с	1	2
222	бы в	1	2
223	а в	6	2
224	отношению к	3	2
225	это была	1	2
226	и эта	1	2
227	о спасении	1	1
228	которых не	1	1
229	к полному	1	1
230	он может	1	1
231	перед лицом	3	1
232	из самых	1	1
233	почти всегда	2	1
234	от которых	1	1
235	со своей	2	1
236	попали в	1	1
237	всего лишь	1	1
238	мы не	3	1
239	ни у	1	1
240	даже до	1	1
241	не была	1	1
242	дано было	1	1
243	говорить о	1	1
244	это отношение	1	1
245	х годов	3	1
246	и ее	3	1
247	одного или	1	1
248	хотел сказать	1	1
249	по замыслу	1	1
250	что теперь	1	1
251	вывод что	2	1
252	быть в	1	1
253	тем как	2	1
254	и сравнительно	1	1
255	друг на	1	1
256	не все	1	1
257	если в	1	1
258	находящая себе	1	1
259	он совершает	1	1
260	в свои	3	1
261	своего сына	1	1
262	за пределы	2	1
263	но без	1	1
264	человек может	1	1
265	государства и	1	1
266	с этим	1	1
