N	3gram	Tiupa_Narr_1	TeoriaLi
1	по отношению к	3	8
2	кадров внутреннего зрения	1	7
3	в отличие от	2	7
4	я в мире	1	7
5	в том что	5	6
6	то же время	4	6
7	в то же	4	6
8	присутствия в мире	2	5
9	так и не	2	5
10	в данном случае	8	5
11	не сводится к	2	5
12	состоит в том	2	4
13	более или менее	1	4
14	в конечном счете	1	4
15	с другой стороны	1	3
16	тем не менее	3	3
17	можно сказать что	2	3
18	в свою очередь	2	3
19	той или иной	4	3
20	и того же	1	2
21	и не могло	1	2
22	мы имеем дело	2	2
23	в соответствии с	4	2
24	так и его	1	2
25	с точки зрения	1	2
26	при этом что	1	2
27	в рамках одного	1	2
28	войне и мире	2	2
29	не могло быть	1	2
30	в самом начале	1	2
31	с одной стороны	1	2
32	и то же	2	2
33	в равной степени	2	2
34	а с другой	1	2
35	в нашем случае	1	2
36	одно и то	2	2
37	лишь в самом	1	2
38	в войне и	2	2
39	и тем самым	4	2
40	в русской литературе	1	2
41	одного и того	1	2
42	не может быть	4	2
43	как и в	1	2
44	читательского восприятия в	1	1
45	у себя в	1	1
46	ее полные розовые	1	1
47	в организации кадров	1	1
48	кадра входит лишь	1	1
49	самом начале этой	1	1
50	мягким взглядом очень	1	1
51	зрения читателя находится	1	1
52	это уже не	1	1
53	раз в том	1	1
54	место лишь в	1	1
55	дифференцированном и оцененном	1	1
56	вдруг заслоняется крупным	1	1
57	в е годы	1	1
58	вести речь о	1	1
59	времени в поле	1	1
60	в той или	1	1
61	или пожелает представить	1	1
62	и потому что	1	1
63	в общеязыковом отношении	1	1
64	каждый малый отрезок	1	1
65	в хх веке	1	1
66	на себя внимание	3	1
67	дело в том	2	1
68	готовом стабильно дифференцированном	1	1
69	неизбежно принадлежит к	1	1
70	барышня с кротким	1	1
71	ощущаться завершенная и	1	1
72	даже самая тривиальная	1	1
73	подобно тому как	3	1
74	а не все	1	1
75	в том числе	1	1
76	себя в комнате	1	1
77	начала и конца	3	1
78	мягкую белую шею	1	1
79	розовые щеки на	1	1
80	не было и	2	1
81	в конце предыдущего	1	1
82	порядок фокусирующих восприятие	1	1
83	задаваемый читателю ракурс	1	1
84	добродушная жалостливая барышня	1	1
85	писал в.ф асмус	1	1
86	повествования а читателем	1	1
87	кадры читательского восприятия	1	1
88	может или пожелает	1	1
89	и в то	1	1
90	движется один отдельный	1	1
91	во времени и	6	1
92	текста так и	1	1
93	очень здоровая порядок	1	1
94	организации кадров внутреннего	1	1
95	завершенная и строго	1	1
96	и мире толстого	1	1
97	не входит в	1	1
98	бы то ни	1	1
99	читаем это была	1	1
100	душечки постепенно углубляемая	1	1
101	в самом общем	1	1
102	в смерти чиновника	1	1
103	только то что	1	1
104	в соответствии со	1	1
105	тривиальная в общеязыковом	1	1
106	из того что	1	1
107	фокусирующих восприятие определений	1	1
108	лишь поименованное в	1	1
109	том числе и	1	1
110	души вдруг заслоняется	1	1
111	пожелает представить себе	1	1
112	малый отрезок времени	1	1
113	деталями кадр внутреннего	1	1
114	втором эпизоде в	1	1
115	перед нами не	2	1
116	точно так же	1	1
117	свою очередь членится	1	1
118	что может или	1	1
119	речи хотя и	1	1
120	в готовом стабильно	1	1
121	начале этой цепочки	1	1
122	по крайней мере	1	1
123	из этих двух	2	1
124	пределах кадрового единства	1	1
125	именно в этом	1	1
126	в том случае	1	1
127	же время они	1	1
128	случае мы имеем	1	1
129	читателю ракурс видения	1	1
130	том случае если	1	1
131	может быть и	1	1
132	в кадры читательского	1	1
133	кадрового единства фразы	1	1
134	как раз в	2	1
135	до известной степени	1	1
136	полные розовые щеки	1	1
137	в значительной степени	1	1
138	взглядом очень здоровая	1	1
139	едва ли не	1	1
140	в кадры повествования	1	1
141	содержит в себе	1	1
142	обращает на себя	3	1
143	глядя на ее	1	1
144	читателя находится или	1	1
145	в своего рода	2	1
146	в первом случае	3	1
147	что душевная характеристика	1	1
148	на две половины	1	1
149	поле зрения читателя	1	1
150	и строго отграниченная	1	1
151	то ни было	1	1
152	крупным планом заключительного	1	1
153	на ее полные	1	1
154	может ощущаться завершенная	1	1
155	входит лишь поименованное	1	1
156	стабильно дифференцированном и	1	1
157	в известном смысле	2	1
158	единства фразы устанавливает	1	1
159	по большей части	3	1
160	в тексте а	1	1
161	насыщенный деталями кадр	1	1
162	оно живет в	1	1
163	соответствии с его	1	1
164	и как бы	1	1
165	имеем дело с	2	1
166	при условии что	1	1
167	вводятся автором в	1	1
168	дамы с собачкой	2	1
169	деталей в пределах	1	1
170	тихая добродушная жалостливая	1	1
171	бахтин говорил о	1	1
172	в связи с	2	1
173	в первой главе	1	1
174	еще и потому	1	1
