N	2gram	Vygotskiy__5	OGranits
1	и в	16	13
2	и его	3	12
3	прежде всего	3	9
4	может быть	9	8
5	не может	18	8
6	и не	12	8
7	и т.п	1	7
8	в его	11	7
9	и их	4	7
10	точки зрения	18	7
11	только в	10	6
12	как бы	5	6
13	не только	16	6
14	то что	26	6
15	мы должны	8	6
16	таким образом	19	6
17	языка и	6	5
18	и т.д	4	5
19	все же	3	5
20	и наконец	1	5
21	с точки	9	5
22	в процессе	13	5
23	хотя бы	5	5
24	мы не	3	4
25	но мы	5	4
26	слов и	2	4
27	еще и	3	4
28	но в	6	4
29	вопроса о	3	4
30	мы можем	6	4
31	то же	8	4
32	лишь в	1	4
33	в сознании	1	4
34	в своей	2	4
35	в школе	6	4
36	было бы	10	4
37	все это	2	4
38	не является	5	4
39	в каждом	1	4
40	связана с	1	3
41	и то	4	3
42	в ее	1	3
43	самом деле	3	3
44	в пределах	4	3
45	так и	7	3
46	при анализе	2	3
47	говорить о	3	3
48	в их	3	3
49	по отношению	12	3
50	за пределы	4	3
51	общего с	2	3
52	с этим	3	3
53	в которой	5	3
54	в себе	1	3
55	к одному	2	3
56	не как	1	3
57	в одном	3	3
58	так как	16	3
59	одно и	1	3
60	здесь мы	1	3
61	но и	6	3
62	как и	8	3
63	и уже	1	3
64	со всей	1	3
65	точку зрения	1	3
66	что же	1	3
67	не в	6	3
68	да и	1	3
69	но для	1	3
70	и для	1	3
71	никогда не	5	3
72	и все	1	3
73	т.п и	1	3
74	отношению к	12	3
75	не столько	1	3
76	что в	16	3
77	ничего общего	3	3
78	и наиболее	1	2
79	смысле слова	1	2
80	для себя	1	2
81	зависимости от	2	2
82	только его	1	2
83	и может	3	2
84	конечно в	1	2
85	мы уже	1	2
86	те же	2	2
87	есть не	2	2
88	мог бы	1	2
89	и дифференциации	1	2
90	если бы	8	2
91	языковых форм	2	2
92	что иное	1	2
93	иное как	1	2
94	не что	1	2
95	к предмету	2	2
96	с самого	5	2
97	себе что	1	2
98	в ней	2	2
99	ее в	3	2
100	речи не	4	2
101	в чем	3	2
102	высказывание и	1	2
103	между тем	3	2
104	в общем	1	2
105	нуждается в	1	2
106	что они	5	2
107	вслед за	2	2
108	и следовательно	6	2
109	может иметь	2	2
110	случае и	1	2
111	его на	2	2
112	как в	5	2
113	в которую	1	2
114	в данном	1	2
115	в этом	25	2
116	но так	1	2
117	в том	18	2
118	мы видим	4	2
119	тот же	5	2
120	с ними	1	2
121	в действительности	3	2
122	или иного	1	2
123	в этот	2	2
124	во времени	1	2
125	в целом	4	2
126	и тем	3	2
127	все эти	4	2
