N	2gram	Vygotskiy__3	Sovremen
1	не может	7	17
2	может быть	19	12
3	точки зрения	16	12
4	таким образом	12	11
5	мы не	5	9
6	в этом	13	7
7	не можем	4	7
8	и в	38	7
9	каждый раз	1	6
10	мы можем	7	6
11	ничего не	2	6
12	как и	8	6
13	и не	10	6
14	в результате	1	6
15	и наконец	2	5
16	все эти	4	5
17	что же	2	5
18	с точки	9	5
19	в зависимости	1	4
20	зависимости от	1	4
21	нет и	1	4
22	мы должны	1	4
23	в том	25	4
24	в целом	4	4
25	если мы	6	4
26	из них	6	4
27	так как	6	4
28	мы видели	6	4
29	не только	12	4
30	как бы	14	4
31	вместе с	5	4
32	это не	1	4
33	их в	2	4
34	а в	7	4
35	жизни и	1	4
36	ли мы	1	3
37	он может	2	3
38	в первом	1	3
39	с самого	6	3
40	на две	1	3
41	то же	10	3
42	ясно что	6	3
43	но мы	2	3
44	между собой	2	3
45	может не	1	3
46	видели что	2	3
47	отнюдь не	2	3
48	у всех	4	3
49	все же	8	3
50	еще не	1	3
51	но в	3	3
52	он в	2	3
53	в этой	13	3
54	в себе	4	3
55	мы получим	1	3
56	что она	16	3
57	ведь это	1	3
58	в одном	8	3
59	в конце	2	3
60	в нем	4	3
61	при этом	4	3
62	из двух	3	3
63	на этой	1	3
64	и мы	13	3
65	было бы	12	3
66	а не	7	3
67	и потому	1	3
68	не в	12	3
69	все это	3	3
70	самого начала	6	3
71	при таком	2	3
72	одна из	4	3
73	для нас	8	3
74	и все	10	3
75	у нас	2	3
76	и к	3	3
77	когда мы	2	3
78	отличается от	1	3
79	как известно	1	2
80	как мы	7	2
81	свою очередь	2	2
82	и есть	1	2
83	роль в	1	2
84	все те	2	2
85	той же	2	2
86	каждого из	3	2
87	на этом	5	2
88	из одного	3	2
89	и даже	4	2
90	и что	18	2
91	на их	2	2
92	и во	2	2
93	самом деле	21	2
94	в которую	2	2
95	в его	5	2
96	с этим	8	2
97	быть и	1	2
98	только один	1	2
99	в самом	25	2
100	к чему	6	2
101	по мнению	2	2
102	в которой	5	2
103	или же	1	2
104	что это	10	2
105	из этих	3	2
106	с одной	6	2
107	со всеми	2	2
108	разделение на	1	2
109	уже не	2	2
110	то и	3	2
111	так сказать	5	2
112	в виде	2	2
113	на его	1	2
114	мы знаем	1	2
115	который как	2	2
116	всяком случае	2	2
117	у него	4	2
118	и по	2	2
119	отличие от	1	2
120	но все	1	2
121	что все	3	2
122	значение в	1	2
123	конечно в	3	2
124	своим особым	1	2
125	в некоторых	1	2
126	а на	1	2
127	мы с	1	2
128	такой же	2	2
129	в один	3	2
130	что такое	1	2
131	из которых	4	2
132	в отличие	1	2
133	знаем что	1	2
134	он приводит	3	2
135	считает совершенно	1	2
136	можно назвать	2	2
137	не знаем	2	2
138	она может	3	2
139	этих двух	1	2
140	еще более	1	2
141	мы видим	12	2
142	тот же	3	2
143	в свою	4	2
144	представлять себе	1	2
145	такие же	1	2
146	своего предмета	1	2
147	совершенно не	5	2
148	не могут	2	2
149	что при	1	2
150	же самое	10	2
151	что в	20	2
152	в таком	3	2
153	во всяком	2	2
154	должен быть	3	1
155	и это	8	1
156	конечно во	1	1
157	то она	1	1
158	с ее	2	1
159	другое направление	1	1
160	на самом	2	1
161	это и	1	1
162	между двумя	1	1
163	по преимуществу	2	1
164	нас на	2	1
165	и до	1	1
166	не имеют	2	1
167	по аналогии	2	1
168	можно было	1	1
169	мы уже	7	1
170	те же	1	1
171	их и	1	1
172	из всех	3	1
173	есть не	1	1
174	в споре	1	1
175	здесь нет	1	1
176	мы имеем	1	1
177	же как	1	1
178	и всюду	1	1
179	когда в	4	1
180	это только	3	1
181	это что	1	1
182	мы в	2	1
183	смысле то	1	1
184	что уже	1	1
185	же мере	2	1
186	только переходит	1	1
187	если бы	14	1
188	и вообще	1	1
189	она развивается	1	1
190	и действительно	2	1
191	для нашей	1	1
192	и ни	1	1
