N	2gram	Bakhtin_Fr_3	KFilosof
1	может быть	9	43
2	в его	13	39
3	в нем	5	31
4	не может	3	27
5	и не	13	26
6	по отношению	3	25
7	и в	40	22
8	в себе	3	21
9	в котором	2	21
10	отношению к	2	21
11	и его	17	17
12	в ее	3	17
13	а не	5	17
14	только в	3	16
15	в этом	15	13
16	точки зрения	2	13
17	и это	2	12
18	но не	2	12
19	ни в	4	12
20	для него	5	12
21	все эти	8	11
22	в своей	6	11
23	не в	1	11
24	к нему	2	11
25	во всех	6	10
26	в своем	7	10
27	это не	2	10
28	с точки	1	10
29	все это	4	10
30	и есть	3	9
31	в их	4	9
32	в целом	2	9
33	для нее	1	9
34	его целом	1	9
35	но и	11	9
36	как бы	3	9
37	и для	5	9
38	и все	9	9
39	лишь в	2	8
40	было бы	4	8
41	если бы	3	8
42	не было	5	8
43	жизни и	4	8
44	то что	5	7
45	во всем	3	7
46	на основе	2	7
47	в себя	1	7
48	и здесь	4	7
49	что и	3	7
50	конечно не	2	7
51	вовсе не	12	7
52	быть только	1	7
53	момент в	2	6
54	менее всего	1	6
55	отношение к	8	6
56	отнюдь не	1	6
57	и я	1	6
58	мира в	1	6
59	он не	9	6
60	смысл и	1	6
61	в мире	4	6
62	этот момент	1	6
63	и только	1	6
64	и их	1	6
65	но это	3	6
66	в смысле	1	6
67	в том	8	6
68	от своей	1	5
69	мы имеем	1	5
70	жизни как	1	5
71	но как	2	5
72	все же	2	5
73	но в	8	5
74	не только	13	5
75	но ведь	3	5
76	то же	7	5
77	но все	3	5
78	его в	1	5
79	как и	11	5
80	должно быть	1	5
81	от его	1	5
82	но эта	1	5
83	не имеет	1	5
84	никогда не	1	5
85	с ним	1	5
86	со всем	2	5
87	именно в	2	5
88	там где	3	5
89	в контексте	1	5
90	ее и	1	5
91	в основе	5	5
92	хотя бы	2	5
93	не знает	1	5
94	ко всему	2	5
95	как его	2	4
96	и момент	1	4
97	быть в	2	4
98	при этом	3	4
99	не как	1	4
100	здесь мы	2	4
101	не проникает	1	4
102	места в	1	4
103	тем самым	1	4
104	о нем	3	4
105	с ними	1	4
106	времени и	2	4
107	мира и	1	4
108	места и	1	4
109	между тем	3	4
110	во всей	3	4
111	нисколько не	1	4
112	ни было	1	4
113	в одном	7	4
114	и единственной	1	4
115	том что	4	4
116	а в	3	4
117	что в	12	4
118	в своих	5	4
119	самом деле	3	3
120	на самом	3	3
121	этого мира	1	3
122	из его	1	3
123	и этот	2	3
124	мы не	2	3
125	что это	1	3
126	в ней	4	3
127	во мне	1	3
128	еще не	3	3
129	и на	8	3
130	тем как	1	3
131	но конечно	2	3
132	а следовательно	1	3
133	себе и	1	3
134	нет и	1	3
135	ее целом	1	3
136	бы и	1	3
137	теории и	1	3
138	всех этих	3	3
139	для того	3	3
140	в корне	2	3
141	всех своих	1	3
142	ее жизни	1	3
143	могла бы	1	3
144	в другом	3	3
145	эти моменты	3	3
146	рядом с	2	3
147	что этот	1	3
148	не менее	2	3
149	где он	1	3
150	на язык	1	3
151	ничего не	1	3
152	здесь не	3	3
153	культуры и	7	3
154	отсюда и	1	3
155	здесь нет	2	3
156	но здесь	2	3
157	в виду	7	3
158	о том	4	3
159	и весь	1	3
160	положения и	1	3
161	моменты и	1	3
162	нем и	1	3
163	того что	1	3
164	в современной	1	3
165	быть и	1	3
166	и тем	1	3
167	тем что	3	3
168	что не	1	3
169	до конца	6	3
170	смысл в	2	3
171	в свою	1	3
172	в то	6	3
173	это и	2	2
174	а как	1	2
175	а для	1	2
176	целом не	1	2
177	и ценность	1	2
178	за свое	1	2
179	с его	3	2
180	в данном	4	2
181	свою жизнь	1	2
182	как в	3	2
183	сознания в	1	2
184	и как	3	2
185	от этого	1	2
186	истины и	3	2
187	думать что	2	2
188	в этой	3	2
189	и тот	1	2
190	имеем в	1	2
191	миром где	1	2
192	в виде	1	2
193	которого и	1	2
194	видит и	1	2
195	так и	3	2
196	всех отношениях	1	2
197	то ни	1	2
198	весь мир	1	2
199	это целое	1	2
200	с тем	1	2
201	как предмет	1	2
202	и эти	1	2
203	этот мир	2	2
204	по себе	1	2
205	случае мы	1	2
206	тому что	1	2
207	раз и	1	2
208	что эта	1	2
209	дело не	3	2
210	дело в	2	2
211	того чтобы	4	2
212	целом как	1	2
213	же время	6	2
214	в области	4	2
215	вокруг него	1	2
216	бы он	1	2
217	той или	2	2
218	отказаться от	1	2
219	жизнь и	1	2
220	даны в	2	2
221	бы то	1	2
222	основе своей	2	2
223	на волю	2	2
224	нем не	1	2
225	ее от	1	2
226	которой все	1	2
227	в ту	7	2
228	и она	1	2
229	в него	1	2
230	мысль и	1	2
231	что только	1	2
232	дело с	1	2
233	что он	2	2
234	со всеми	5	2
235	в качестве	1	2
236	утверждения и	1	2
237	него и	2	2
238	и других	6	2
239	культура в	1	2
