N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	40
2	рабле в	11	21
3	то есть	10	18
4	и его	12	17
5	у рабле	18	16
6	прежде всего	14	16
7	в этом	22	15
8	романе рабле	5	15
9	в романе	13	15
10	мы уже	9	13
11	не только	11	13
12	в его	8	13
13	рабле и	5	13
14	и не	9	13
15	вовсе не	13	12
16	что в	5	12
17	как и	8	11
18	романа рабле	5	11
19	но и	9	11
20	таким образом	3	10
21	как мы	6	10
22	и т.п	2	10
23	раблезианского смеха	1	9
24	в сущности	2	9
25	он не	5	9
26	в них	7	9
27	четвертой книге	1	9
28	может быть	7	9
29	и все	6	9
30	и до	2	8
31	и на	7	8
32	отношение к	3	8
33	все эти	5	8
34	и с	6	8
35	во время	10	8
36	в эпоху	4	8
37	в том	10	8
38	у него	9	8
39	рабле не	5	8
40	но в	10	8
41	смеха и	2	7
42	то же	8	7
43	третьей книге	1	7
44	в своем	5	7
45	культуры и	1	7
46	он и	1	7
47	в виду	3	7
48	до нас	1	7
49	в одном	7	7
50	и др	5	7
51	в духе	2	7
52	во всех	11	6
53	в самом	1	6
54	в этих	3	6
55	в то	5	6
56	рабле мы	2	6
57	же время	4	6
58	связи с	8	6
59	в образах	1	6
60	и других	2	6
61	мы еще	3	6
62	до конца	2	6
63	в той	2	6
64	в своей	1	6
65	к этому	3	6
66	здесь и	1	5
67	еды и	19	5
68	рабле как	1	5
69	в четвертой	1	5
70	рабле дает	2	5
71	в нем	5	5
72	со всеми	2	5
73	так сказать	7	5
74	вернемся к	3	5
75	в основе	6	5
76	и для	9	5
77	в особенности	6	5
78	те же	6	5
79	в литературе	2	5
80	мы видим	2	5
81	для него	3	5
82	то что	7	5
83	не было	3	5
84	а не	4	5
85	в связи	8	5
86	к третьей	2	5
87	смысле слова	2	4
88	также и	4	4
89	жизни и	8	4
90	в ней	1	4
91	в истории	4	4
92	смеха в	1	4
93	в нашем	1	4
94	с народной	1	4
95	в мире	4	4
96	еще вернемся	3	4
97	было бы	2	4
98	ни в	1	4
99	том что	4	4
100	в их	3	4
101	того чтобы	8	4
102	у нас	2	4
103	мы встречаем	1	4
104	о том	4	4
105	и о	2	4
106	так в	1	4
107	роль в	3	4
108	особенно в	2	4
109	и здесь	1	4
110	а также	3	4
111	и во	6	4
112	один из	2	4
113	из них	8	4
114	так как	6	4
115	в париже	2	4
116	и даже	3	4
117	до сих	2	4
118	здесь в	6	4
119	этого смеха	2	4
120	века и	2	4
121	и потому	2	4
122	в данном	2	4
123	сих пор	2	4
124	в основном	8	4
125	все это	6	4
126	видно что	1	4
127	ни для	2	4
128	для рабле	2	4
129	средневековья и	1	4
130	почти вовсе	2	4
131	еще более	4	4
132	в заключение	2	4
133	и шире	1	3
134	самом деле	1	3
135	на самом	1	3
136	и есть	2	3
137	рабле на	1	3
138	только для	2	3
139	он был	2	3
140	с его	1	3
141	гаргантюа и	2	3
142	отличие от	1	3
143	в этой	2	3
144	кроме того	3	3
145	и как	3	3
146	и наконец	6	3
147	и к	2	3
148	всего необходимо	1	3
149	в себе	4	3
150	эпохи возрождения	3	3
151	связанные с	5	3
152	при этом	6	3
153	позднего средневековья	1	3
154	всех этих	7	3
155	смех и	2	3
156	рабле с	1	3
157	об этом	1	3
158	на протяжении	3	3
159	мировой литературы	1	3
160	мы видели	2	3
161	в отличие	1	3
162	их в	4	3
163	вплоть до	2	3
164	в таких	1	3
165	одна из	1	3
166	так много	1	3
167	во всем	1	3
168	уже говорили	4	3
169	они были	2	3
170	начиная с	1	3
171	в гротескном	3	3
172	но все	1	3
173	и самое	4	3
174	здесь не	2	3
175	в ее	1	3
176	еще в	1	3
177	со всею	1	3
178	если бы	1	3
179	в другом	3	3
180	никак не	1	3
181	в значительной	1	3
182	между тем	1	3
183	нуждается в	1	3
184	что и	3	3
185	и следовательно	1	3
186	еще не	6	3
187	только в	11	3
188	поэтому и	1	3
189	так и	7	3
190	в конце	2	3
191	тем что	3	3
192	для того	8	3
193	связан с	1	3
194	и прежде	3	3
195	сказать что	1	3
196	там где	2	3
197	во франции	2	3
198	в xviii	1	3
199	в частности	5	3
200	не может	2	3
201	вместе с	9	3
202	с рождением	2	3
203	как в	4	3
204	xviii веке	1	3
205	во все	2	3
206	как бы	10	3
207	и смерти	1	3
208	весь этот	1	3
209	него был	1	3
210	и от	2	3
211	но это	2	3
212	а в	3	3
213	между ними	2	3
214	они не	1	3
215	том числе	3	3
216	в обычном	1	2
217	например в	1	2
218	того же	3	2
219	это и	1	2
220	тем же	2	2
221	из самых	2	2
222	по преимуществу	1	2
223	с вином	1	2
224	мы не	1	2
225	общества и	1	2
226	большую роль	1	2
227	со смертью	1	2
228	и стиль	2	2
229	смех вовсе	1	2
230	гл xvii	3	2
231	основе этого	1	2
232	рабле но	2	2
233	которые он	1	2
234	не был	2	2
235	четвертой книги	7	2
236	но конечно	1	2
237	но не	5	2
238	и телом	1	2
239	и питья	17	2
240	эпизод с	1	2
241	это самое	1	2
242	что он	3	2
243	средство от	1	2
244	все же	6	2
245	его к	1	2
246	в этот	3	2
247	лежит на	1	2
248	в которой	1	2
249	из этих	4	2
250	выражение в	1	2
251	в дальнейшем	5	2
252	этот ряд	3	2
253	и кухни	1	2
254	эпохи и	2	2
255	на его	1	2
256	как он	2	2
257	и еще	1	2
258	в корне	2	2
259	и вот	2	2
260	свидетельствует о	1	2
261	на этом	2	2
262	здесь мы	3	2
263	для всей	1	2
264	для характеристики	1	2
265	самого рабле	1	2
266	в моче	2	2
267	лишь в	2	2
268	это вовсе	1	2
269	не боится	2	2
270	далеко не	2	2
271	характер и	1	2
272	только во	1	2
273	в один	1	2
274	точки зрения	10	2
275	в котором	4	2
276	представление о	2	2
277	питья и	4	2
278	в условиях	1	2
279	жизни с	2	2
280	далеки от	1	2
281	которых так	1	2
282	одном из	2	2
283	молодой гаргантюа	1	2
284	но он	2	2
285	что было	3	2
286	том же	4	2
287	этот мир	2	2
288	дело в	1	2
289	о таких	1	2
290	на землю	2	2
291	на волю	1	2
292	здесь дается	2	2
293	до того	2	2
294	этом отношении	2	2
295	особое внимание	1	2
296	на рабле	1	2
297	числе и	2	2
298	должны быть	1	2
299	той или	1	2
300	в последующие	1	2
301	и это	2	2
302	на смех	1	2
303	момент в	1	2
304	данном случае	1	2
305	на основе	3	2
306	сочетается с	1	2
307	смертью в	1	2
308	для нового	2	2
309	следовательно и	3	2
310	и сам	1	2
311	здесь он	1	2
312	времени и	1	2
313	народной площадью	1	2
314	по сравнению	1	2
315	можно сказать	2	2
316	в разных	1	2
317	но здесь	2	2
318	в риме	1	2
319	особое значение	2	2
320	с другой	2	2
321	увидим дальше	1	2
322	и вещей	3	2
323	это не	2	2
324	говорит он	1	2
325	образов и	1	2
326	брата жана	1	2
327	как нечто	1	2
328	и так	2	2
329	но как	1	2
330	и ее	1	2
331	и рождение	1	2
332	больше чем	1	2
333	образов в	1	2
334	вернемся в	2	2
335	конечно не	4	2
336	с нею	1	2
337	и у	5	2
338	уже в	4	2
339	и они	3	2
340	него и	2	2
341	гротескный образ	1	2
342	как его	2	2
343	в системе	1	2
344	в форме	3	2
345	рядом с	2	2
346	не были	2	2
347	со всем	1	2
348	или иной	2	2
349	влияние на	2	2
350	именно в	2	2
351	глубокая и	1	2
352	характерно для	1	2
353	еще и	1	2
354	и образов	2	2
355	романа в	2	2
356	много в	2	2
357	средние века	3	2
358	о чем	3	2
359	очень часто	2	2
360	с помощью	3	2
361	и возрождения	1	2
362	площади и	1	2
363	с этим	5	2
364	сравнению с	1	2
365	это есть	1	2
366	в состоянии	1	2
367	есть и	4	2
368	этого слова	1	2
369	слова и	3	2
370	своей жизни	2	2
371	раблезианский смех	2	2
372	поэтому образы	1	2
373	и сама	1	2
374	при описании	2	2
375	всем этим	1	2
376	вовсе нет	2	2
377	же к	1	2
378	потому что	8	2
379	ноги и	1	2
380	хотя в	1	2
381	рабле здесь	1	2
382	первой книги	1	2
383	в последнем	2	2
384	пантагрюэля в	1	2
385	одновременно и	1	2
386	мы увидим	1	2
387	ко всему	1	2
388	и другие	3	2
389	реализма и	1	2
390	все что	2	2
391	этого романа	2	1
392	для более	1	1
393	говоря о	1	1
394	отношения к	4	1
395	и т	14	1
396	и отчасти	1	1
397	семь кругов	1	1
398	очень характерен	1	1
399	под открытым	1	1
400	в средние	3	1
401	со смехом	3	1
402	самое подходящее	1	1
403	этого мира	2	1
404	которую они	1	1
405	он там	1	1
406	бочки с	1	1
407	почти всегда	2	1
