N	3gram	Tiupa_Lite_1	Narrotol
1	в том что	11	8
2	дамы с собачкой	2	7
3	в данном случае	4	6
4	не сводится к	3	6
5	не только в	4	6
6	по отношению к	2	5
7	в отличие от	5	5
8	с одной стороны	2	5
9	состоит в том	5	4
10	о том что	2	4
11	к тому же	1	4
12	тем не менее	2	4
13	к себе самому	1	3
14	в соответствии с	1	3
15	в этом отношении	2	3
16	но при этом	2	3
17	по большей части	1	3
18	то же время	5	3
19	в коммуникативном событии	2	3
20	в конечном счете	4	3
21	в то же	5	3
22	присутствия я в	1	2
23	с точки зрения	2	2
24	мы имеем дело	1	2
25	на самом деле	1	2
26	подобно тому как	2	2
27	в ответ на	1	2
28	в той мере	1	2
29	а то и	1	2
30	в равной степени	1	2
31	на второй план	1	2
32	я в мире	2	2
33	и тем самым	2	2
34	не может быть	1	2
35	как уже говорилось	1	2
36	тогда как в	1	2
37	и того же	1	1
38	на том что	1	1
39	в е годы	2	1
40	то что я	1	1
41	образованию филолог но	1	1
42	иметь в виду	1	1
43	к чужому я	1	1
44	одним и тем	1	1
45	была выявлена и	1	1
46	в этом последнем	1	1
47	в самом деле	1	1
48	дело не только	2	1
49	как раз и	1	1
50	служит в банке	1	1
51	в воспринимающем сознании	1	1
52	но служит в	1	1
53	в зависимости от	1	1
54	создается не столько	1	1
55	креативного и рецептивного	1	1
56	классики xix столетия	1	1
57	себе самому и	1	1
58	аналог действительного мира	1	1
59	можно было бы	1	1
60	а с другой	1	1
61	другого в этом	1	1
62	студента ивана великопольского	1	1
63	до сих пор	1	1
64	и рецептивного сознаний	1	1
65	так или иначе	8	1
66	женщин низшей расой	1	1
67	не могло быть	2	1
68	на мой взгляд	1	1
69	человеческого я в	1	1
70	без другого в	1	1
71	как говорится в	1	1
72	за собой и	1	1
73	филолог но служит	1	1
74	а не только	1	1
75	не несет в	1	1
76	далеко не всегда	1	1
77	и тем же	1	1
78	однако и здесь	1	1
79	на первый взгляд	1	1
80	классический реализм xix	3	1
81	по образованию филолог	1	1
82	а также и	1	1
83	сам того не	1	1
84	в своем составе	2	1
85	конвергенции схождения сознаний	1	1
86	стать и пребывать	1	1
87	в евгении онегине	1	1
88	с действительной жизнью	1	1
89	такого рода не	1	1
90	в связи с	4	1
91	что ведет к	1	1
92	несет в себе	2	1
93	как теперь начинает	1	1
94	и пребывать самим	1	1
95	во всяком случае	2	1
96	и рецептивного сознания	1	1
97	на эту тему	1	1
98	в полной мере	1	1
99	а потому не	1	1
100	в рамках которого	1	1
101	xx века в	1	1
102	этой точки зрения	3	1
103	с легкой руки	2	1
104	знакомых и друзей	1	1
105	потому что я	1	1
106	едва ли не	1	1
107	только в качестве	1	1
108	в финале рассказа	1	1
109	более чем за	1	1
110	о жизни на	1	1
111	с этой точки	3	1
112	по аналогии с	3	1
113	мира представляет собой	1	1
114	никогда не бывает	1	1
115	собственно говоря и	1	1
116	повседневного существования в	1	1
117	если говорить о	1	1
118	отношения между людьми	1	1
119	одного и того	1	1
120	том что искусство	1	1
121	тем более что	1	1
122	же время у	1	1
123	в большинстве случаев	1	1
124	в силу своей	3	1
125	формах художественного письма	3	1
126	пока еще не	1	1
127	его знакомых и	1	1
128	я в качестве	1	1
129	в столь же	1	1
130	том или ином	1	1
131	сознания тогда как	3	1
132	в формах художественного	3	1
