N	3gram	Bakhtin_fo_1	Myshleni
1	в том что	2	21
2	с точки зрения	2	18
3	для того чтобы	5	10
4	с одной стороны	2	7
5	в высшей степени	1	7
6	в зависимости от	1	6
7	в связи с	5	6
8	во всяком случае	1	6
9	не может быть	3	6
10	по отношению к	3	5
11	по сравнению с	2	5
12	в самом деле	1	4
13	о том что	1	4
14	в том числе	4	3
15	в отличие от	2	3
16	том числе и	2	3
17	как мы уже	8	3
18	в данном случае	1	3
19	смысле этого слова	1	3
20	мы уже говорили	3	3
21	в этом отношении	3	3
22	том что в	1	2
23	на том что	1	2
24	мы видим в	1	2
25	в другом месте	1	2
26	в том же	1	2
27	одной стороны и	2	2
28	всяком случае нечто	1	2
29	как раз в	4	2
30	в этом ее	1	2
31	или во всяком	1	2
32	мы уже видели	1	2
33	на протяжении всего	1	2
34	и в самом	1	2
35	сама по себе	1	2
36	друг с другом	1	2
37	по своей природе	1	1
38	друг к другу	2	1
39	в той или	1	1
40	дело в том	2	1
41	имеем в виду	1	1
42	он вступает в	1	1
43	и по существу	1	1
44	если мы спросим	1	1
45	на первый план	1	1
46	с которой он	1	1
47	но все это	1	1
48	мы находим в	1	1
49	до сих пор	3	1
50	и речи в	1	1
51	не входит в	1	1
52	друг на друга	2	1
53	о которой мы	1	1
54	с тем что	1	1
55	совершенно так же	1	1
56	или хотя бы	1	1
57	того чтобы они	4	1
58	по самому своему	1	1
59	как если бы	2	1
60	как и их	1	1
61	так как он	1	1
62	и в частности	2	1
63	и тогда когда	1	1
64	все же и	1	1
65	сами по себе	1	1
66	одной из них	1	1
67	в данный момент	1	1
68	таким образом и	1	1
69	но в процессе	1	1
70	тот факт что	1	1
71	основе ее лежит	1	1
72	буквальном смысле слова	1	1
73	все без исключения	1	1
74	приходит к выводу	1	1
75	не могут быть	1	1
76	все более и	1	1
77	и во всей	2	1
78	но вместе с	1	1
79	характер носит и	1	1
80	которой мы говорили	1	1
81	и т.п в	1	1
82	так же как	2	1
83	в совершенно новом	1	1
84	и все же	1	1
85	здесь не только	1	1
86	самому своему существу	1	1
87	связи с этим	2	1
88	к выводу что	1	1
89	с самого начала	2	1
90	включает в себя	1	1
91	более и более	1	1
92	той или иной	2	1
93	мы имеем в	1	1
94	но в отношении	1	1
95	когда мы говорим	1	1
96	по этому вопросу	1	1
97	так и по	1	1
98	наряду с этим	2	1
99	в буквальном смысле	2	1
100	все это не	1	1
101	самой жизни в	1	1
102	как и в	2	1
103	в один ряд	1	1
104	к тому же	2	1
105	и время и	1	1
106	в своей жизни	1	1
