N	2gram	Voloshinov_1	Analitik
1	не только	5	22
2	и в	15	18
3	как и	6	14
4	так и	10	14
5	в этом	13	14
6	и его	15	13
7	но и	4	13
8	том что	5	12
9	в качестве	2	12
10	и не	16	12
11	при этом	7	11
12	то есть	1	10
13	а в	6	10
14	как бы	11	10
15	что в	6	9
16	может быть	13	9
17	со стороны	2	9
18	а не	2	9
19	в том	4	9
20	с его	8	8
21	и даже	2	8
22	в первой	1	8
23	по отношению	11	7
24	в русской	1	7
25	как раз	2	7
26	в его	9	7
27	с другой	1	7
28	во второй	5	7
29	но не	5	7
30	отношению к	9	7
31	и самого	1	6
32	еще не	7	6
33	в этой	5	6
34	он не	4	6
35	не в	4	6
36	к тому	4	6
37	для него	5	6
38	о том	1	6
39	в начале	1	6
40	того же	1	5
41	той же	2	5
42	мы имеем	1	5
43	в самом	6	5
44	однако в	1	5
45	в мире	1	5
46	или иной	1	5
47	что и	2	5
48	между тем	2	5
49	уже не	5	5
50	никогда не	7	5
51	и т.п	2	5
52	в свою	2	5
53	прежде всего	11	5
54	я в	1	5
55	не является	3	5
56	и на	3	4
57	что он	8	4
58	отнюдь не	2	4
59	в своем	2	4
60	и как	1	4
61	что по	1	4
62	и к	7	4
63	таким образом	21	4
64	приводит к	2	4
65	по себе	2	4
66	картины мира	1	4
67	в одном	3	4
68	не менее	3	4
69	свою очередь	1	4
70	произведение искусства	1	4
71	можно сказать	4	4
72	крайней мере	1	4
73	себя в	2	4
74	во втором	3	4
75	далеко не	4	4
76	по крайней	1	4
77	в данном	3	4
78	все же	5	4
79	перед нами	1	4
80	с новыми	1	3
81	я и	6	3
82	мы не	4	3
83	в целом	2	3
84	уже в	1	3
85	о смерти	1	3
86	но как	1	3
87	ответ на	2	3
88	что они	1	3
89	как говорит	1	3
90	как в	3	3
91	с этим	6	3
92	из этих	4	3
93	с их	3	3
94	роль в	6	3
95	роли в	2	3
96	то же	7	3
97	его в	8	3
98	и того	1	3
99	точки зрения	13	3
100	и без	1	3
101	все это	5	3
102	до известной	1	3
103	в то	6	3
104	только не	1	3
105	ничего не	2	3
106	же время	5	3
107	с ее	3	3
108	в ее	4	3
109	данном случае	3	3
110	мысль о	1	3
111	именно в	3	3
112	было бы	6	3
113	на языке	1	3
114	этом отношении	2	3
115	в особенности	1	3
116	не было	4	3
117	однако и	2	3
118	не всегда	4	3
119	он и	2	3
120	как это	1	3
121	известной степени	1	3
122	по поводу	2	3
123	к этому	7	3
124	во сне	2	3
125	отношения к	2	2
126	например в	1	2
127	самом деле	7	2
128	в первом	2	2
129	на себя	2	2
130	в составе	1	2
131	целого в	1	2
132	в ней	5	2
133	во всех	8	2
134	со всеми	3	2
135	конечном счете	1	2
136	в общем	1	2
137	отличие от	1	2
138	это и	1	2
139	на первой	1	2
140	и той	1	2
141	нам кажется	1	2
142	когда он	1	2
143	но в	9	2
144	в противоположность	1	2
145	бы и	2	2
146	все эти	9	2
147	в себе	4	2
148	так сказать	3	2
149	что она	2	2
150	в нем	4	2
151	о которой	2	2
152	не как	1	2
153	и вот	6	2
154	свое время	1	2
155	одной и	1	2
156	и по	5	2
157	входит в	1	2
158	это не	2	2
159	в жизни	5	2
160	о которых	1	2
161	с не	1	2
162	с точки	10	2
163	в отличие	1	2
164	тем не	2	2
165	даже в	1	2
166	возникает в	1	2
167	дело в	2	2
168	одна из	3	2
169	на два	1	2
170	без остатка	1	2
171	сводится к	3	2
172	в момент	1	2
173	могут быть	6	2
174	в себя	5	2
175	в дальнейшем	2	2
176	те же	4	2
177	в борьбе	1	2
178	осуществляется в	1	2
179	поэтому в	1	2
180	об этом	4	2
181	и здесь	1	2
182	на примере	1	2
183	в глаза	1	2
184	любви к	1	2
185	в конечном	1	2
186	в форме	1	2
187	один из	4	2
188	только в	6	2
189	то в	1	2
190	который как	1	2
191	и ее	3	2
192	тот или	1	2
193	с одной	1	2
194	все они	2	2
195	для всех	2	2
