N	2gram	Tiupa_Disk_1	VeschiIm
1	не есть	2	49
2	не может	9	33
3	не только	28	31
4	может быть	17	29
5	и не	11	28
6	и в	16	26
7	то что	5	24
8	и есть	2	23
9	а не	22	20
10	в смысле	1	15
11	что она	1	14
12	только в	7	14
13	по себе	3	13
14	и что	2	13
15	того что	3	13
16	и то	1	12
17	все же	3	12
18	в себя	5	12
19	что это	1	12
20	было бы	1	12
21	и ее	2	12
22	но и	14	12
23	сказать что	3	12
24	таким образом	3	11
25	общения с	3	11
26	что же	2	11
27	то же	7	10
28	как бы	5	10
29	что такое	1	10
30	потому что	4	10
31	уже не	4	10
32	в самом	3	9
33	в том	23	9
34	что не	4	9
35	еще и	1	9
36	прежде всего	11	9
37	с ее	2	8
38	в себе	7	8
39	на то	1	8
40	и это	1	8
41	себя и	1	8
42	но это	1	8
43	также и	3	7
44	говорить о	1	7
45	в этом	15	7
46	не будет	1	7
47	с другими	1	7
48	том что	19	7
49	в то	3	7
50	указывает на	2	7
51	себя в	2	7
52	и их	1	7
53	как раз	1	7
54	если оно	1	7
55	со стороны	7	6
56	что они	1	6
57	и как	6	6
58	но в	8	6
59	бы и	1	6
60	одно и	1	6
61	точки зрения	3	6
62	по крайней	2	6
63	необходимо чтобы	1	6
64	отличается от	2	6
65	крайней мере	2	6
66	для него	4	6
67	когда мы	1	6
68	быть только	1	6
69	в результате	1	6
70	что в	4	6
71	того же	3	5
72	это и	1	5
73	и до	1	5
74	в сущности	2	5
75	на себя	2	5
76	в чем	1	5
77	но не	11	5
78	отнюдь не	8	5
79	как к	2	5
80	общение с	1	5
81	содержит в	1	5
82	это не	3	5
83	с тем	1	5
84	не в	7	5
85	тем не	1	5
86	не менее	2	5
87	для себя	4	5
88	свою очередь	3	5
89	в ее	3	5
90	должны быть	3	5
91	если бы	1	5
92	еще не	14	5
93	или не	1	5
94	с этой	1	5
95	а в	5	5
96	в свою	3	5
97	в и	1	4
98	мы не	1	4
99	я не	1	4
100	в их	5	4
101	вещь в	1	4
102	во всех	5	4
103	как таковая	1	4
104	точка зрения	2	4
105	нет и	1	4
106	независимо от	1	4
107	его на	1	4
108	с этим	3	4
109	в своем	6	4
110	не предполагает	4	4
111	и мы	1	4
112	на почве	1	4
113	как и	16	4
114	с точки	1	4
115	и более	1	4
116	же время	4	4
117	точке зрения	1	4
118	и о	4	4
119	только то	1	4
120	о том	8	4
121	с другой	10	4
122	что и	3	4
123	быть и	1	4
124	то и	1	4
125	из них	3	4
126	тем что	3	4
127	и даже	3	4
128	даже не	1	4
129	и потому	3	4
130	в данном	5	4
131	в отдельности	1	4
132	не существует	1	4
133	и все	2	4
134	от того	1	4
135	оно не	2	4
136	сам по	1	3
137	самом деле	1	3
138	к другому	2	3
139	отношения к	2	3
140	мы имеем	2	3
141	вопрос о	1	3
142	из того	1	3
143	момент в	1	3
144	не то	1	3
145	более или	2	3
146	себе не	3	3
147	вопроса о	1	3
148	в нем	9	3
149	в понятии	1	3
150	подобно тому	2	3
151	на этом	2	3
152	могла бы	2	3
153	было в	2	3
154	в жизни	1	3
155	несмотря на	1	3
156	или менее	2	3
157	в своей	5	3
158	как можно	1	3
159	и притом	1	3
160	своего существования	1	3
161	в основе	7	3
162	она отличается	1	3
163	в философии	1	3
164	ни о	1	3
165	к себе	2	3
166	к тому	5	3
167	и сам	1	3
168	так и	8	3
169	и вообще	2	3
170	о ней	1	3
171	можно сказать	5	3
172	один из	3	3
173	что он	4	3
174	но как	2	3
175	только на	1	3
176	в одном	2	3
177	отношение к	4	3
178	принципиально не	1	3
179	никогда не	2	3
180	а с	5	3
181	вместе с	1	3
182	в той	1	3
183	тому как	3	3
184	да и	1	3
185	себя самого	1	3
186	тем более	1	3
187	хотя бы	3	3
188	я в	1	3
189	нем нет	1	2
190	можно говорить	1	2
191	от этого	1	2
192	как это	1	2
193	переход от	1	2
194	тем же	1	2
195	в первом	3	2
196	из его	1	2
197	обойтись без	1	2
198	той же	1	2
199	к чему	1	2
200	как мы	2	2
201	во внутреннем	1	2
202	но она	1	2
203	своей собственной	2	2
204	мысли и	2	2
205	а только	1	2
206	и всякий	1	2
207	не все	1	2
208	тогда как	19	2
209	себе и	1	2
210	тут же	1	2
211	наряду с	1	2
212	как в	10	2
213	и нет	1	2
214	бы я	1	2
215	когда он	2	2
216	это тоже	1	2
217	что на	1	2
218	образом и	1	2
219	приводит к	2	2
220	он не	1	2
221	в силу	5	2
222	но все	1	2
223	то чтобы	1	2
224	и может	1	2
225	различие между	2	2
226	об этом	2	2
227	на все	1	2
228	то есть	20	2
229	себя не	1	2
230	от одного	1	2
231	и тем	2	2
232	но уже	1	2
233	в слове	1	2
234	и кому	1	2
235	и тоже	1	2
236	не мог	1	2
237	она сама	1	2
238	понимания и	1	2
239	и эти	1	2
240	бы на	1	2
241	но они	2	2
242	она могла	1	2
243	некое инобытие	1	2
244	дело в	1	2
245	в науке	2	2
246	на него	1	2
247	но только	1	2
248	чем не	1	2
249	для всего	1	2
250	тех или	1	2
251	и его	2	2
252	есть некая	1	2
253	это уже	1	2
254	однако это	2	2
255	существенно для	1	2
256	исходить из	1	2
257	как некое	1	2
258	если же	1	2
259	то она	2	2
260	данном случае	2	2
261	не с	3	2
262	мог бы	1	2
263	том как	1	2
264	в виду	2	2
265	основе своей	2	2
266	и во	2	2
267	это было	2	2
268	заключается в	3	2
269	во втором	4	2
270	в качестве	34	2
271	как нечто	1	2
272	его и	1	2
273	мы можем	1	2
274	не случайно	1	2
275	о которых	1	2
276	а потому	1	2
277	в особенности	4	2
278	на ее	2	2
279	может ли	1	2
280	ничем не	1	2
281	из субъекта	1	2
282	о чем	2	2
283	ближе к	1	2
284	но оно	1	2
285	в частности	9	2
286	как вещь	1	2
287	с данной	1	2
288	смысл в	2	2
289	просто как	1	2
290	при всем	1	2
291	есть она	1	2
292	ни к	6	2
293	но зато	2	2
294	отношении к	1	2
295	значения эти	1	2
296	жизни в	2	2
297	может и	2	2
298	будучи в	1	2
299	в своих	3	2
300	во всяком	2	2
301	говорили о	2	1
302	речь идет	1	1
303	чтобы не	1	1
304	только потому	1	1
305	идет о	1	1
306	между двумя	1	1
307	чего не	1	1
308	не хочет	1	1
309	по преимуществу	1	1
310	не имеют	1	1
311	едва ли	2	1
312	он ничего	1	1
313	для своего	2	1
314	учения об	1	1
315	в которой	1	1
316	из своих	1	1
317	но по	1	1
318	наличие в	1	1
319	в полной	1	1
320	уже в	2	1
321	предстает как	1	1
322	в xix	1	1
323	и на	5	1
324	между собой	2	1
325	с его	4	1
326	и большая	1	1
327	ее к	1	1
328	могло быть	1	1
329	не таково	2	1
330	если в	1	1
331	отличие от	5	1
332	в едином	2	1
333	и чем	1	1
334	форме и	1	1
335	нет как	1	1
336	в истории	4	1
337	обращение не	1	1
338	стороны и	2	1
339	перед нами	3	1
340	они предстают	1	1
341	хотя и	2	1
342	и к	4	1
343	может с	1	1
344	поскольку в	2	1
345	учение о	1	1
346	отчасти и	1	1
347	в этой	2	1
348	всего к	1	1
349	жизнь как	1	1
350	тому же	5	1
351	в общении	1	1
352	в определенном	1	1
353	при этом	13	1
354	она еще	1	1
355	он ни	2	1
356	они в	1	1
357	в понимании	1	1
358	в принципе	2	1
359	к одному	1	1
360	не к	1	1
361	не как	4	1
362	том чтобы	2	1
363	может существовать	1	1
364	и по	2	1
365	и должен	1	1
366	одному и	1	1
367	однако в	3	1
368	или иных	1	1
369	подход к	1	1
370	есть все	1	1
371	не сможет	2	1
372	своего читателя	1	1
373	того или	2	1
374	на бумаге	1	1
375	указывающее на	1	1
376	по природе	5	1
377	может стать	1	1
378	которая как	1	1
379	к личностному	1	1
380	жизни можно	1	1
381	только лишь	1	1
382	в них	4	1
383	далеко не	10	1
384	со своими	1	1
385	не всегда	2	1
386	и вне	1	1
387	предстают перед	1	1
388	потому и	1	1
389	и того	3	1
390	в научной	1	1
391	нужды в	1	1
392	одного и	2	1
393	этом случае	1	1
394	и без	2	1
395	в котором	5	1
396	представление о	1	1
397	в отличие	5	1
398	от его	1	1
399	строго говоря	2	1
400	результате этого	1	1
401	смысле а	1	1
402	поэтому в	1	1
403	есть его	1	1
404	что было	1	1
405	и опыта	1	1
406	тем самым	1	1
407	не могли	1	1
408	как от	1	1
409	где нет	1	1
410	как реальной	1	1
411	раз и	1	1
412	чистом виде	1	1
413	что с	2	1
414	дело не	2	1
415	не имеет	1	1
416	достигает своего	1	1
417	о них	1	1
418	к такому	2	1
419	такова что	1	1
420	в наше	2	1
421	по своей	11	1
422	и является	1	1
423	это слово	1	1
424	xix веке	1	1
425	сводится к	5	1
426	которое не	1	1
427	и делает	1	1
428	в каком	1	1
429	того это	1	1
430	всех прочих	1	1
431	личности в	1	1
432	и оно	1	1
433	к сфере	1	1
434	не могут	1	1
435	могут быть	4	1
436	указать на	1	1
437	уже было	1	1
438	но также	1	1
439	для обозначения	3	1
440	постановки вопроса	1	1
441	общения в	2	1
442	отказаться от	1	1
443	самом общем	2	1
444	обычно в	1	1
445	принципе не	1	1
446	стоит на	1	1
447	более не	1	1
448	в конце	1	1
449	как не	3	1
450	на нем	1	1
451	только при	1	1
452	и от	1	1
453	с самого	1	1
454	в пределах	2	1
455	на том	2	1
456	этого зависит	1	1
457	природе своей	5	1
458	в другом	2	1
459	действительности это	1	1
460	здесь как	1	1
461	этого как	1	1
462	необходимой для	1	1
463	я думал	1	1
464	другое дело	1	1
465	или иной	5	1
466	быть ни	1	1
467	о нем	2	1
468	уже были	1	1
469	не был	1	1
470	то они	1	1
471	есть само	1	1
472	этого сказать	1	1
473	таким же	1	1
474	на что	1	1
475	а также	8	1
476	понятие и	1	1
477	самому себе	2	1
478	как наиболее	1	1
479	нас в	1	1
480	должно было	1	1
481	к истине	1	1
482	суть не	1	1
483	но внутренняя	1	1
484	чем и	1	1
485	как учение	1	1
486	вслед за	1	1
487	в теории	1	1
488	а его	1	1
489	а именно	1	1
490	этом по	1	1
491	это приводит	1	1
492	познания в	1	1
493	в сферу	3	1
494	к которому	2	1
495	что здесь	1	1
496	этом смысле	1	1
497	которое было	1	1
498	границами и	1	1
499	одного из	2	1
500	в какой	2	1
501	тем или	1	1
502	явления по	1	1
503	и весьма	1	1
504	которое мы	1	1
505	не было	7	1
506	тот или	2	1
507	с одной	9	1
508	на мой	2	1
509	для всех	1	1
510	оно в	1	1
511	в виде	1	1
512	в начале	2	1
513	свидетельствует о	2	1
514	при помощи	1	1
515	к своим	1	1
516	зрения на	3	1
517	очевидно что	1	1
518	понимании в	1	1
519	к чему-то	1	1
520	всяком случае	1	1
521	и также	1	1
522	слова в	2	1
523	сами по	2	1
524	и один	1	1
525	или между	1	1
526	не о	1	1
527	как его	2	1
528	общения и	2	1
529	к той	3	1
530	бы это	2	1
531	поскольку я	1	1
532	до сих	1	1
533	не обязательно	4	1
534	сосредоточение на	1	1
535	а всякая	1	1
536	и прежде	1	1
537	определенный вид	1	1
538	было и	1	1
539	или о	1	1
540	не состоит	1	1
541	говорит о	1	1
542	одной стороны	9	1
543	их набор	1	1
544	а сам	2	1
545	стремится к	1	1
546	с большей	1	1
547	зависит от	2	1
548	его как	2	1
549	когда она	1	1
550	этом основании	1	1
551	еще только	1	1
552	было сказано	1	1
553	что каждый	1	1
554	всем что	1	1
555	неотделимо от	3	1
556	их к	1	1
557	чем то	1	1
558	он говорит	1	1
559	оно существует	1	1
560	общения это	1	1
561	и другой	1	1
562	к существенным	1	1
563	лежит в	1	1
564	в изучении	1	1
565	этого слова	1	1
566	слова и	1	1
567	и тому	1	1
568	установки и	1	1
569	сих пор	1	1
570	оба они	1	1
571	природу и	1	1
572	но для	1	1
573	к другим	2	1
574	не является	4	1
575	это новое	1	1
576	или в	2	1
577	его с	1	1
578	о котором	2	1
579	у них	1	1
580	ту самую	1	1
581	или нет	1	1
582	своей индивидуальной	1	1
583	вообще в	1	1
584	мы должны	1	1
585	также не	1	1
586	самого субъекта	1	1
587	на более	1	1
588	исключительно в	1	1
589	текстов из	1	1
590	хотя в	2	1
591	сферы как	1	1
592	одной из	4	1
593	становления и	2	1
594	с ней	1	1
595	понимать как	1	1
596	другой стороны	3	1
597	дело с	2	1
598	к его	2	1
599	от целого	1	1
600	только о	1	1
601	понятие как	1	1
602	в действительности	3	1
603	читателя и	1	1
604	но эти	1	1
605	это понятие	3	1
606	в противоположность	2	1
607	к этому	2	1
608	в таком	1	1
609	они не	2	1
