N	2gram	Savitsky_P_1	Vladivir
1	и в	14	40
2	то что	4	28
3	не только	17	25
4	и не	12	25
5	том что	4	18
6	в том	9	18
7	но и	6	18
8	также и	1	17
9	что в	4	17
10	в этом	10	16
11	в его	2	14
12	не может	4	14
13	в виде	2	13
14	точки зрения	3	13
15	только в	7	13
16	соловьев и	1	12
17	никогда не	1	11
18	потому что	3	11
19	соловьева и	1	11
20	не просто	1	10
21	не есть	1	10
22	прежде всего	3	10
23	как раз	2	10
24	и потому	4	10
25	и то	1	9
26	что это	1	9
27	в себе	3	9
28	и с	2	9
29	не менее	2	9
30	в своем	4	8
31	в этой	1	8
32	и что	1	8
33	а также	4	8
34	может быть	5	8
35	а не	2	8
36	так же	1	8
37	хотя и	3	7
38	и как	3	7
39	и если	4	7
40	что все	1	7
41	с тем	3	7
42	как и	1	7
43	в то	7	7
44	что и	1	7
45	того что	2	7
46	вместе с	1	7
47	а в	4	7
48	оно есть	1	6
49	и на	1	6
50	с точки	3	6
51	по себе	4	6
52	иной раз	1	6
53	в смысле	6	6
54	и это	2	6
55	и здесь	1	6
56	xix века	6	6
57	да и	2	6
58	хотя бы	8	6
59	отношения к	2	5
60	в ней	6	5
61	отнюдь не	2	5
62	в истории	1	5
63	более или	1	5
64	должно быть	2	5
65	или менее	1	5
66	в отношении	10	5
67	для нас	2	5
68	еще в	1	5
69	с другой	5	5
70	только на	1	5
71	не было	2	5
72	в данном	1	5
73	между прочим	2	5
74	в самом	1	4
75	то же	9	4
76	что если	1	4
77	и о	5	4
78	вопрос о	1	4
79	еще не	1	4
80	но не	3	4
81	все же	1	4
82	но в	9	4
83	бы и	1	4
84	на то	1	4
85	было бы	6	4
86	в котором	4	4
87	не имеет	1	4
88	в каком	1	4
89	не с	1	4
90	никак не	2	4
91	если мы	1	4
92	а с	1	4
93	в основном	1	4
94	в результате	1	4
95	мы должны	4	4
96	есть и	1	4
97	же как	1	3
98	которое в	2	3
99	не все	1	3
100	отличие от	1	3
101	уже в	1	3
102	из этих	1	3
103	в нем	3	3
104	в россии	3	3
105	в качестве	9	3
106	это не	3	3
107	этом смысле	1	3
108	далеко не	1	3
109	нисколько не	1	3
110	не столько	2	3
111	в отличие	1	3
112	не в	5	3
113	в философии	1	3
114	что есть	1	3
115	того чтобы	1	3
116	и притом	1	3
117	тех кто	4	3
118	сводится к	3	3
119	если бы	4	3
120	находится в	1	3
121	настоящее время	1	3
122	и весьма	2	3
123	и тем	2	3
124	с одной	3	3
125	мы знаем	1	3
126	всяком случае	1	3
127	само по	1	3
128	церкви и	2	3
129	и только	1	3
130	именно в	2	3
131	но о	2	3
132	одной стороны	3	3
133	как бы	4	3
134	но для	1	3
135	в настоящее	1	3
136	же в	4	3
137	как на	2	3
138	во всяком	1	3
139	по преимуществу	1	2
140	должна быть	1	2
141	есть не	2	2
142	и само	1	2
143	мы не	3	2
144	не вполне	1	2
145	на себя	1	2
146	мы и	1	2
147	не нужно	2	2
148	он был	1	2
149	без которой	1	2
150	что его	1	2
151	но как	1	2
152	с этим	2	2
153	и к	4	2
154	не очень	1	2
155	только то	1	2
156	в которой	1	2
157	но на	1	2
158	и еще	1	2
159	идеи и	1	2
160	не к	2	2
161	не как	1	2
162	в силу	2	2
163	и по	1	2
164	одно и	1	2
165	в жизни	2	2
166	в это	1	2
167	были в	1	2
168	правде и	1	2
169	в этих	1	2
170	что истина	1	2
171	е н	5	2
172	знаем что	1	2
173	и более	1	2
174	тем самым	3	2
175	что эта	1	2
176	она не	1	2
177	есть прежде	1	2
178	которые были	1	2
179	на путях	4	2
180	и всегда	1	2
181	же время	7	2
182	она должна	1	2
183	был и	1	2
184	можно думать	1	2
185	сравнении с	3	2
186	бы это	1	2
187	в мире	2	2
188	к первому	1	2
189	является в	2	2
190	тем чем	1	2
191	и вся	1	2
192	его в	1	2
193	в какой	1	2
194	в начале	2	2
195	из них	2	2
196	не о	2	2
197	друг друга	1	2
198	для того	3	2
199	со стороны	2	2
200	только к	1	2
201	что мы	3	2
202	нет ничего	1	2
203	не дается	1	2
204	в европе	2	2
205	наряду с	3	2
206	стороны и	2	2
207	для тех	2	2
208	в одно	1	2
209	в с	4	2
210	об отношении	1	2
211	ни к	1	2
212	только что	1	2
213	другой стороны	1	2
214	в сравнении	3	2
215	с его	1	2
216	к этой	1	2
217	ни на	1	2
218	нужно помнить	2	1
219	я и	3	1
220	как известно	1	1
221	можно говорить	1	1
222	также что	1	1
223	например в	2	1
224	в сфере	2	1
225	и есть	2	1
226	из всех	1	1
227	христианства в	1	1
228	которую мы	2	1
229	науки и	1	1
230	есть нечто	2	1
231	только это	2	1
232	конечно и	1	1
233	утверждается что	1	1
234	обстоятельство это	2	1
235	во всех	2	1
236	и главное	1	1
237	леонтьева и	1	1
238	если в	2	1
239	в общем	2	1
240	можно дать	1	1
241	и чем	1	1
242	к сожалению	1	1
243	предстоит в	1	1
244	как начало	1	1
245	мира который	1	1
246	и где	1	1
247	кто не	1	1
248	у в	1	1
249	нового не	1	1
250	что по	1	1
251	духа и	2	1
252	истина эта	2	1
253	тяготеет к	1	1
254	к чему	2	1
255	наше сознание	1	1
256	думать что	2	1
257	в известном	1	1
258	мира но	1	1
259	наш взгляд	1	1
260	в статье	2	1
261	нужно говорить	1	1
262	и вот	2	1
263	что каждая	1	1
264	на наш	1	1
265	поскольку она	1	1
266	широкого размаха	1	1
267	как автор	1	1
268	распадается на	1	1
269	на этой	1	1
270	заключается в	3	1
271	человеческая воля	1	1
272	сущности а	1	1
273	мира с	2	1
274	и истина	1	1
275	в них	2	1
276	признавать что	1	1
277	во христе	1	1
278	должна относиться	1	1
279	и при	1	1
280	работы в	1	1
281	мысль и	1	1
282	и без	3	1
283	представить себе	1	1
284	прийти к	1	1
285	место в	1	1
286	в которых	5	1
287	бы мы	1	1
288	эта не	1	1
289	не будем	2	1
290	друг другу	2	1
291	того кто	1	1
292	в древней	1	1
293	этой области	1	1
294	с которой	1	1
295	что с	1	1
296	одна из	2	1
297	чтобы в	1	1
298	можно судить	1	1
299	какой бы	1	1
300	проблема и	1	1
301	о сущем	1	1
302	для философии	1	1
303	и теперь	1	1
304	чем оно	1	1
305	и веры	1	1
306	есть у	1	1
307	половины xix	1	1
308	бытия как	1	1
309	исходить из	1	1
310	относиться к	1	1
311	и другим	1	1
312	но также	4	1
313	все еще	1	1
314	миру в	1	1
315	что при	1	1
316	в последующие	1	1
317	начал со	1	1
318	гласит что	1	1
319	проблема эта	1	1
320	теми кто	1	1
321	с ее	1	1
322	в ее	2	1
323	в себя	1	1
324	личный опыт	1	1
325	стремиться к	1	1
326	iii в	2	1
327	и признаки	1	1
328	его нет	1	1
329	те же	1	1
330	ясно что	1	1
331	притом в	1	1
332	особенно в	1	1
333	как таковую	1	1
334	когда в	1	1
335	веры в	1	1
336	и политики	1	1
337	стремление к	1	1
338	мира а	1	1
339	с того	1	1
340	может не	1	1
341	вопросу о	1	1
342	к истине	1	1
343	смысле не	1	1
344	говорить об	1	1
345	борьбе с	1	1
346	во всей	2	1
347	востока и	1	1
348	вслед за	3	1
349	все существующее	1	1
350	которая и	1	1
351	в свете	1	1
352	а она	1	1
353	и мы	2	1
