N	3gram	Propp_Isto_7	KulturaY
1	и т п	1	41
2	с точки зрения	1	16
3	в самом деле	1	11
4	можно было бы	1	10
5	тем не менее	4	9
6	до сих пор	2	8
7	в том что	4	8
8	и т д	16	8
9	в зависимости от	1	7
10	в этом случае	1	4
11	в данном случае	3	4
12	с одной стороны	4	4
13	в связи с	1	4
14	после того как	2	4
15	в том чтобы	2	3
16	не только в	5	3
17	с другой стороны	8	3
18	не может быть	3	3
19	так и в	2	3
20	о том что	5	3
21	по отношению к	1	2
22	один и тот	1	2
23	только в том	1	2
24	и тот же	1	2
25	так как он	2	2
26	более или менее	1	2
27	сама по себе	1	2
28	дело не в	3	2
29	что и в	2	2
30	как мы видели	1	2
31	он пишет у	1	1
32	на этот вопрос	2	1
33	хотя и не	1	1
34	сколько угодно о	1	1
35	прямой связи с	1	1
36	уже выше в	3	1
37	о том чтобы	1	1
38	и такие случаи	1	1
39	связь между собой	1	1
40	здесь прежде всего	1	1
41	то же самое	1	1
42	т д и	1	1
43	он мог бы	1	1
44	в одной из	2	1
45	указать что в	1	1
46	того как они	1	1
47	в иных случаях	1	1
48	в другом месте	1	1
49	что он не	1	1
50	пока он не	1	1
51	в прямой связи	2	1
52	бы то ни	1	1
53	но и в	2	1
54	т д но	1	1
55	а так как	1	1
56	все эти случаи	2	1
57	из этих задач	1	1
58	для нее в	1	1
59	с этой точки	3	1
60	вместе с тем	1	1
61	и дело что	1	1
62	ту или иную	1	1
63	в то время	2	1
64	так же как	4	1
65	обращает на себя	1	1
66	заключается не только	1	1
67	т е с	1	1
68	т е если	1	1
69	одной стороны она	1	1
70	есть вопрос о	1	1
71	все свое внимание	1	1
72	а не с	1	1
73	то что он	1	1
74	т е в	2	1
75	в связи со	1	1
76	и здесь можно	1	1
77	по своим результатам	1	1
78	по тому что	1	1
79	том-то и дело	1	1
80	только о том	1	1
81	на вопрос о	1	1
82	этой точки зрения	3	1
83	в тех случаях	4	1
84	от того в	1	1
85	а в том	2	1
86	создает благоприятную почву	1	1
87	из этих форм	1	1
88	стоит в прямой	1	1
89	мы не можем	2	1
90	этого можно будет	1	1
91	но дело не	1	1
92	те случаи когда	1	1
93	ответить на вопрос	1	1
94	но все же	2	1
95	сюда же относится	1	1
96	тому что она	1	1
97	мы имеем в	4	1
98	тех случаях когда	3	1
99	в том-то и	2	1
100	к тому что	1	1
101	в котором можно	1	1
102	он приходит в	1	1
103	вопроса обратимся к	1	1
104	а именно в	1	1
105	в главе о	1	1
106	один из самых	1	1
107	мы увидим что	2	1
108	далеко еще не	1	1
