N	2gram	Trubetskoy_1	slovoVRo
1	и в	14	41
2	в нем	5	30
3	и т	3	28
4	то есть	1	26
5	могут быть	1	19
6	во всех	5	17
7	не только	9	16
8	и не	19	16
9	точки зрения	11	16
10	но и	10	16
11	а не	2	15
12	то же	11	14
13	и на	5	14
14	в то	10	14
15	может быть	9	14
16	не может	22	14
17	в сущности	1	13
18	в его	4	13
19	в этом	17	12
20	до конца	1	12
21	же время	10	12
22	языка и	1	12
23	как бы	4	12
24	так и	1	11
25	язык и	1	10
26	в большинстве	3	10
27	себя в	4	9
28	все эти	2	9
29	таким образом	11	9
30	той или	3	9
31	или иной	5	9
32	точка зрения	1	8
33	но в	2	8
34	на его	1	8
35	с точки	9	8
36	как мы	1	8
37	или в	3	8
38	может не	3	8
39	прежде всего	8	8
40	все же	4	7
41	в своей	5	7
42	не в	4	7
43	вовсе не	1	7
44	с ним	2	7
45	они могут	1	7
46	все они	3	7
47	во всяком	9	7
48	того же	1	6
49	при этом	5	6
50	это не	1	6
51	только в	5	6
52	большинстве случаев	2	6
53	и даже	2	6
54	по своим	1	6
55	а в	5	6
56	отношении к	2	6
57	в каждый	1	5
58	и к	6	5
59	в самом	3	5
60	с другими	1	5
61	всяком случае	6	5
62	все это	6	5
63	в основе	1	5
64	не на	1	5
65	к нему	2	5
66	с другой	1	5
67	каждый данный	1	5
68	ту же	1	4
69	в ней	2	4
70	еще не	3	4
71	данный момент	1	4
72	перед нами	1	4
73	и наконец	2	4
74	в которой	1	4
75	всех этих	3	4
76	и с	7	4
77	лишь в	3	4
78	входит в	1	4
79	на почве	2	4
80	как и	4	4
81	в их	4	4
82	том же	2	4
83	преимущественно в	1	4
84	и для	6	4
85	с ее	1	4
86	один из	1	4
87	оно и	1	4
88	и все	1	4
89	и потому	3	4
90	и от	2	4
91	известной степени	1	4
92	быть и	2	4
93	также и	1	3
94	в зависимости	1	3
95	от всякой	1	3
96	данном случае	3	3
97	в своем	6	3
98	более или	4	3
99	из этих	3	3
100	выражение в	1	3
101	в себе	9	3
102	вообще не	1	3
103	как оно	1	3
104	его в	4	3
105	было бы	5	3
106	он не	5	3
107	или менее	4	3
108	точку зрения	4	3
109	она не	2	3
110	не могло	1	3
111	следовательно и	2	3
112	никогда не	5	3
113	в разных	1	3
114	не могут	4	3
115	в других	2	3
116	к тому	7	3
117	и единственный	1	3
118	самого предмета	1	3
119	образом в	1	3
120	тем чем	1	3
121	о том	7	3
122	и во	3	3
123	те или	1	3
124	переходит в	1	3
125	того что	3	3
126	в том	17	3
127	бы ни	2	3
128	в качестве	3	3
129	конечно не	5	3
130	и других	1	3
131	из них	3	3
132	его и	2	3
133	для него	6	3
134	так как	4	3
135	друг друга	3	3
136	у него	2	3
137	именно в	3	3
138	в свою	1	3
139	быть тем	1	3
140	не было	3	3
141	в истории	1	3
142	как сказано	1	3
143	с этим	2	3
144	в данном	7	3
145	в чужих	1	3
146	и следует	1	3
147	по существу	5	3
148	с этой	1	3
149	как только	1	3
150	в результате	2	3
151	хотя бы	5	3
152	одной из	3	3
153	с ними	1	3
154	из этого	3	3
155	а между	5	2
156	не должны	1	2
157	на самом	6	2
158	к своей	1	2
159	то в	3	2
160	в котором	2	2
161	мы уже	2	2
162	мы не	1	2
163	же как	1	2
164	это отношение	1	2
165	они были	1	2
166	свою очередь	1	2
167	и то	4	2
168	между собой	5	2
169	столь же	1	2
170	по своему	1	2
171	в ее	1	2
172	он может	1	2
173	но не	4	2
174	что они	3	2
175	сих пор	5	2
176	от этой	2	2
177	от этого	1	2
178	другом случае	2	2
179	и те	2	2
180	не могла	1	2
181	время и	1	2
182	одному из	2	2
183	они в	1	2
184	том и	2	2
185	и по	3	2
186	те же	1	2
187	на все	1	2
188	для них	3	2
189	исторический момент	1	2
190	нисколько не	2	2
191	том что	9	2
192	в этих	2	2
193	может лишь	1	2
194	могут не	2	2
195	друг другу	2	2
196	и эти	1	2
197	войти в	1	2
198	даже в	1	2
199	тому что	2	2
200	от чисто	1	2
201	до известной	1	2
202	будучи по	2	2
203	и проч	1	2
204	и форм	1	2
205	явление в	1	2
206	для нас	2	2
207	в сознании	3	2
208	в духе	1	2
209	оно может	1	2
210	и о	2	2
211	но по	1	2
212	роль в	1	2
213	на том	3	2
214	можно было	4	2
215	из одного	1	2
216	в другом	3	2
217	одного из	1	2
218	можно сказать	1	2
219	жизни но	1	2
220	в лучшем	3	2
221	оставаясь в	1	2
222	между тем	5	2
223	и тем	2	2
224	так что	2	2
225	же и	1	2
226	связи с	3	2
227	уже не	2	2
228	и у	1	2
229	если мы	1	2
230	только на	2	2
231	в виде	3	2
232	или даже	1	2
233	в известной	1	2
234	он весь	1	2
235	себя от	3	2
236	для того	6	2
237	в последние	5	2
238	до сих	5	2
239	не есть	3	2
240	с другом	14	2
241	а с	2	2
242	точке зрения	3	2
243	а на	1	2
244	с которым	1	2
245	совершенно не	2	2
246	что все	3	2
247	связь с	1	2
248	в частности	2	2
249	так же	2	2
250	которые являются	1	2
251	не видят	1	2
252	друг с	14	2
253	должно быть	3	2
254	этом случае	3	2
255	лучшем случае	3	2
256	того или	2	2
257	не является	1	2
258	одна из	3	2
259	потому что	5	2
260	ни было	1	2
261	от всякого	1	2
262	с ней	1	2
263	или иного	2	2
264	бы его	2	2
265	к этому	1	2
266	себя как	2	1
267	самостоятельность и	1	1
268	тех же	1	1
269	бы для	2	1
270	к данному	2	1
271	и есть	2	1
272	выражается в	1	1
273	с таким	1	1
274	в меру	2	1
275	из всех	2	1
276	смотреть на	4	1
277	и ничего	1	1
278	неизбежно приводит	1	1
279	же то	1	1
280	место в	2	1
281	приводят к	2	1
282	но она	2	1
283	но даже	2	1
284	полное и	2	1
285	с отказом	1	1
286	собой в	1	1
287	стоят на	1	1
288	он был	1	1
289	бы то	4	1
290	без всякого	1	1
291	там и	2	1
292	а следовательно	3	1
293	но как	1	1
294	а только	1	1
295	силы и	1	1
296	в сторону	1	1
297	в общем	1	1
298	отказом от	1	1
299	в свои	1	1
300	которые не	1	1
301	в одной	1	1
302	в значительной	3	1
303	в течение	2	1
304	по которому	1	1
305	стороны и	1	1
306	культурой в	1	1
307	в противном	1	1
308	в очень	1	1
309	целый ряд	2	1
310	что по	1	1
311	всякое иное	1	1
312	в себя	1	1
313	еще на	1	1
314	бы не	1	1
315	сущности и	1	1
316	в этой	4	1
317	и тот	2	1
318	только один	1	1
319	на то	5	1
320	вследствие этого	1	1
321	углубляют его	1	1
322	и если	7	1
323	отказа от	1	1
324	от которого	1	1
325	бы невозможным	1	1
326	которой на	1	1
327	он должен	5	1
328	к одному	1	1
329	не к	2	1
330	тоже нет	1	1
331	или иных	1	1
332	человека в	1	1
333	образованием и	1	1
334	значительной степени	1	1
335	подход к	1	1
336	то ни	4	1
337	в состоянии	1	1
338	ним в	1	1
339	заключается в	1	1
340	не умеет	1	1
341	есть не	1	1
342	которая в	1	1
343	чаще всего	1	1
344	в жизни	1	1
345	ни в	2	1
346	о которых	3	1
347	но вся	1	1
348	этого не	2	1
349	всегда и	1	1
350	несмотря на	3	1
351	на этот	1	1
352	и некоторые	1	1
353	в один	1	1
354	и того	1	1
355	но если	3	1
356	от своего	1	1
357	а главное	1	1
358	таким же	3	1
359	котором идет	2	1
360	и без	1	1
361	наиболее полное	1	1
362	мы говорили	3	1
363	не столько	1	1
364	он принимает	1	1
365	в которых	1	1
366	могла бы	1	1
367	может сделать	1	1
368	быта и	1	1
369	политического деятеля	1	1
370	которой они	1	1
371	из области	1	1
372	для данного	1	1
373	тем не	1	1
374	по крайней	1	1
375	и более	2	1
376	противоречат друг	1	1
377	же мы	1	1
378	и вся	1	1
379	не менее	1	1
380	самого начала	1	1
381	ними не	1	1
382	ее с	1	1
383	он еще	1	1
384	языком и	1	1
385	к такому	2	1
386	но только	1	1
387	того чтобы	8	1
388	может только	3	1
389	только не	1	1
390	возможно и	1	1
391	дело в	1	1
392	не признают	1	1
393	в самой	1	1
394	с одним	1	1
395	его можно	1	1
396	по своей	1	1
397	привело к	1	1
398	людей и	2	1
399	на себе	1	1
400	во всем	4	1
401	же он	1	1
402	соотношения между	1	1
403	этом отношении	1	1
404	существенных особенностей	1	1
405	за ними	1	1
406	к той	2	1
407	областях жизни	1	1
408	исходить из	1	1
409	есть только	1	1
410	не знаем	1	1
411	отличается от	2	1
412	всего в	1	1
413	этого и	1	1
414	поколение в	1	1
415	на это	2	1
416	самостоятельно и	1	1
417	должен быть	1	1
418	и это	1	1
419	россию и	2	1
420	может создать	1	1
421	и оформлены	1	1
422	подходе к	1	1
423	с самого	1	1
424	культуры и	2	1
425	степени и	1	1
426	приводит к	4	1
427	что может	3	1
428	понимание и	1	1
429	того и	1	1
430	для всякого	1	1
431	это только	2	1
432	если бы	6	1
433	для этого	3	1
434	со стороны	4	1
435	полное слияние	1	1
436	движения и	1	1
437	сводится к	3	1
438	представителей и	1	1
439	не был	1	1
440	эта точка	1	1
441	и что	2	1
442	его жизни	1	1
443	всех областях	1	1
444	там в	1	1
445	в различных	1	1
446	в вопросах	3	1
447	по их	1	1
448	ибо нет	1	1
449	борьба с	1	1
450	что и	3	1
451	и только	5	1
452	крайней мере	1	1
453	может иметь	1	1
454	такой человек	1	1
455	на будущее	1	1
456	ибо в	3	1
457	время в	2	1
458	к чисто	1	1
459	а лишь	4	1
460	никак нельзя	1	1
461	именно на	2	1
462	ведь в	2	1
463	требует такого	1	1
464	в действительном	1	1
465	в начале	2	1
466	то у	1	1
467	конечно нет	1	1
468	к своим	1	1
469	и их	1	1
470	свою точку	1	1
471	словом на	1	1
472	к ним	1	1
473	только с	2	1
474	случае не	1	1
475	другом в	1	1
476	не просто	2	1
477	от того	4	1
478	ближайшим образом	1	1
479	а потому	5	1
480	которые как	1	1
481	нет и	1	1
482	с общим	1	1
483	влияние на	1	1
484	исходят из	1	1
485	главное и	1	1
486	и прежде	1	1
487	человек может	1	1
488	себя и	5	1
489	что не	1	1
490	работы по	1	1
491	что для	3	1
492	противном случае	1	1
493	то и	1	1
494	бы друг	1	1
495	был в	1	1
496	которых мы	1	1
497	ничем не	1	1
498	однако и	1	1
499	не вступать	1	1
500	на эту	2	1
501	ближе к	1	1
502	в руках	1	1
503	о себе	1	1
504	вместе с	4	1
505	эта идея	1	1
506	ко всем	3	1
507	как та	1	1
508	только эта	1	1
509	быть как	1	1
510	это его	1	1
511	да и	3	1
512	быть не	1	1
513	этого слова	1	1
514	но это	2	1
515	между прочим	1	1
516	с элементами	1	1
517	нем самом	1	1
518	с большой	1	1
519	тех или	1	1
520	которых он	1	1
521	слова но	1	1
522	тем более	1	1
523	сделать это	2	1
524	о котором	3	1
525	в отдельных	1	1
526	от них	1	1
527	от него	2	1
528	эти попытки	1	1
529	бы в	1	1
530	зрения в	1	1
531	все попытки	1	1
532	личности и	1	1
533	же за	1	1
534	разные виды	1	1
535	и единственную	1	1
536	для большинства	1	1
537	есть и	2	1
538	эти элементы	1	1
539	жизни и	4	1
540	пути к	2	1
541	играют в	1	1
542	для эпохи	1	1
543	как на	8	1
544	в таком	2	1
545	все что	4	1
546	они не	1	1
