N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	45	36
2	не только	16	22
3	том что	7	19
4	что в	6	19
5	в том	8	17
6	но и	15	16
7	так как	5	15
8	и другие	4	13
9	в этом	20	12
10	в других	1	11
11	в xix	2	10
12	и на	7	10
13	это не	3	10
14	как и	14	10
15	как мы	8	10
16	вместе с	1	10
17	потому что	8	10
18	об этом	3	9
19	а в	3	9
20	и по	2	8
21	у нас	2	8
22	о том	3	8
23	один из	2	8
24	из них	9	8
25	может быть	18	8
26	как это	2	8
27	что они	3	7
28	так и	3	7
29	что и	5	7
30	и других	3	7
31	мы не	1	6
32	в виде	1	6
33	так например	1	6
34	таким образом	11	6
35	при этом	2	6
36	не имеет	3	6
37	уже не	6	6
38	в них	4	6
39	и не	42	6
40	все это	5	6
41	то что	5	6
42	а и	1	5
43	иногда и	1	5
44	как в	4	5
45	все же	4	5
46	в которых	1	5
47	того как	3	5
48	как будто	1	5
49	некоторые другие	1	5
50	с ними	4	5
51	и у	2	5
52	одно из	1	5
53	как бы	15	5
54	этом случае	1	5
55	мы имеем	2	4
56	не совсем	2	4
57	еще не	9	4
58	во всех	4	4
59	что по	1	4
60	входит в	9	4
61	из этих	1	4
62	в их	4	4
63	тому что	1	4
64	а иногда	1	4
65	одна из	3	4
66	связи с	1	4
67	что на	1	4
68	к тому	1	4
69	его с	2	4
70	так в	1	4
71	еще в	1	4
72	и что	2	4
73	и их	6	4
74	тем что	2	4
75	а с	3	4
76	и др	4	4
77	в некоторых	2	4
78	того что	3	4
79	по существу	1	4
80	но это	2	4
81	не может	24	4
82	только в	9	4
83	к этому	4	4
84	их и	3	3
85	на каждом	1	3
86	представление о	2	3
87	в своем	5	3
88	думать что	1	3
89	в основном	1	3
90	на этом	1	3
91	то же	5	3
92	но все	4	3
93	для них	3	3
94	далеко не	4	3
95	несмотря на	1	3
96	в этих	4	3
97	точки зрения	19	3
98	таким же	2	3
99	с точки	9	3
100	она в	1	3
101	тем не	1	3
102	их в	7	3
103	не менее	2	3
104	ничего не	3	3
105	приводит к	1	3
106	не с	1	3
107	то есть	50	3
108	от них	2	3
109	только на	1	3
110	слова в	4	3
111	в одном	6	3
112	к ним	3	3
113	в области	2	3
114	на этот	1	3
115	о чем	1	3
116	так же	5	3
117	в уже	1	3
118	этого слова	2	3
119	и некоторые	2	3
120	в целях	1	3
121	и к	2	3
122	в свою	1	3
123	к материалу	1	2
124	например в	2	2
125	но тем	1	2
126	на тех	1	2
127	еще до	1	2
128	к нам	2	2
129	они были	1	2
130	как не	5	2
131	в ней	7	2
132	друг к	3	2
133	на самом	1	2
134	но не	6	2
135	к слову	1	2
136	независимо от	1	2
137	с этим	1	2
138	мы можем	4	2
139	хотя и	2	2
140	и как	2	2
141	но в	6	2
142	та же	1	2
143	в целом	5	2
144	все эти	4	2
145	в нашем	2	2
146	в дальнейшем	2	2
147	и до	4	2
148	как он	4	2
149	что она	4	2
150	в нем	20	2
151	всех этих	1	2
152	не значит	2	2
153	в году	1	2
154	в каждом	4	2
155	же не	1	2
156	и с	7	2
157	к другу	3	2
158	в жизни	3	2
159	и более	2	2
160	для этого	3	2
161	как можно	1	2
162	она не	5	2
163	у него	6	2
164	до того	1	2
165	и здесь	2	2
166	могут быть	4	2
167	они и	2	2
168	ничего общего	2	2
169	в более	1	2
170	что у	4	2
171	в образе	3	2
172	и другими	2	2
173	иногда в	1	2
174	подойти к	1	2
175	с ним	8	2
176	находится в	2	2
177	и поэтому	1	2
178	говорилось о	1	2
179	в его	22	2
180	них в	2	2
181	в свете	1	2
182	только у	1	2
183	этот вопрос	4	2
184	в какой	1	2
185	но ни	1	2
186	в разные	1	2
187	так что	2	2
188	в большинстве	2	2
189	в последний	1	2
190	за счет	2	2
191	его и	3	2
192	в прошлом	1	2
193	не было	2	2
194	в особенности	2	2
195	чем в	1	2
196	себя и	2	2
197	воспоминания о	1	2
198	но есть	1	2
199	равной степени	1	2
200	и пр	2	2
201	до конца	7	2
202	не на	4	2
203	а не	10	2
204	и непосредственно	1	2
205	его как	1	2
