N	2gram	Potebnia_M_1	Tragedij
1	и в	39	18
2	в этом	15	9
3	не только	21	8
4	и с	3	7
5	и на	1	7
6	может быть	27	7
7	как бы	6	7
8	и не	18	7
9	но в	9	6
10	и его	5	6
11	в образе	1	6
12	же время	4	6
13	что он	1	6
14	у него	1	6
15	то же	6	5
16	все же	6	5
17	что это	3	5
18	это не	7	5
19	как и	9	5
20	несмотря на	5	5
21	в то	4	5
22	так и	13	5
23	не может	22	5
24	еще не	6	4
25	в себе	13	4
26	в целом	2	4
27	в этой	3	4
28	в нем	20	4
29	том что	16	4
30	что я	1	4
31	и что	10	4
32	но и	20	4
33	и даже	4	4
34	прежде всего	4	4
35	так же	5	4
36	но это	5	4
37	все это	1	4
38	что в	22	4
39	и все	3	4
40	то что	10	4
41	в мире	3	3
42	как в	10	3
43	в своем	3	3
44	и как	6	3
45	все эти	1	3
46	при этом	6	3
47	то есть	42	3
48	должно быть	7	3
49	тем самым	4	3
50	что с	1	3
51	с ее	2	3
52	iii в	1	3
53	мог бы	2	3
54	с ним	3	3
55	к нему	1	3
56	в его	5	3
57	один из	1	3
58	уже в	1	3
59	для него	4	3
60	никто не	3	3
61	как будто	2	3
62	что за	1	3
63	если б	2	2
64	вряд ли	1	2
65	в первом	5	2
66	что эти	1	2
67	а как	2	2
68	из своих	1	2
69	отказывается от	1	2
70	никогда не	4	2
71	и то	3	2
72	столь же	3	2
73	с его	1	2
74	ее к	1	2
75	так что	16	2
76	перед нами	1	2
77	говорит что	1	2
78	в самом	3	2
79	то и	7	2
80	жизнью и	1	2
81	по словам	1	2
82	он не	3	2
83	что она	1	2
84	но все	2	2
85	что все	3	2
86	его в	1	2
87	в глазах	3	2
88	к области	1	2
89	ни в	1	2
90	с тем	5	2
91	не мог	3	2
92	любви и	1	2
93	вопрос о	4	2
94	одном из	1	2
95	не в	15	2
96	что этот	1	2
97	вместе со	1	2
98	этими двумя	1	2
99	не имеет	5	2
100	не могут	4	2
101	к тому	4	2
102	и это	3	2
103	но при	3	2
104	в ее	1	2
105	еще в	1	2
106	а что	1	2
107	ничего не	1	2
108	о том	2	2
109	что и	6	2
110	в том	26	2
111	по мнению	3	2
112	между этими	1	2
113	и ее	1	2
114	уже не	2	2
115	в виде	1	2
116	в душе	11	2
117	не так	3	2
118	в одном	8	2
119	друг друга	5	2
120	тем что	9	2
121	как же	1	2
122	только к	1	2
123	ничем не	1	2
124	под влиянием	2	2
125	было в	1	2
126	в данном	1	2
127	о его	2	2
128	потому что	52	2
129	только о	1	2
130	по поводу	3	2
131	в таком	5	2
132	точно так	11	2
133	а между	3	1
134	ли мы	1	1
135	скажет что	1	1
136	и т	6	1
137	одним из	2	1
138	например в	1	1
139	он считает	1	1
140	человека и	1	1
141	я им	1	1
142	сам по	1	1
143	а из	1	1
144	самом деле	1	1
145	силы и	1	1
146	на деле	4	1
147	и есть	2	1
148	что когда	1	1
149	от самого	1	1
150	в мыслях	1	1
151	проникает в	1	1
152	голову что	1	1
153	должна быть	3	1
154	высшей степени	1	1
155	объясняется и	1	1
156	и могут	1	1
157	той же	3	1
158	деле же	1	1
159	всегда быть	1	1
160	не вполне	1	1
161	на себя	1	1
162	ему в	1	1
163	в виду	2	1
164	есть необходимость	1	1
165	из ее	1	1
166	в ней	7	1
167	в чем	1	1
168	во всех	5	1
169	мысль что	5	1
170	на другой	1	1
171	но не	8	1
172	но как	3	1
173	слова были	2	1
174	значение и	2	1
175	само это	1	1
176	тогда как	2	1
177	некоторые черты	1	1
178	друга и	1	1
179	за пределы	2	1
180	сменяющие друг	1	1
181	к сожалению	1	1
182	в истории	7	1
183	вызывает в	1	1
184	что именно	2	1
185	мысль о	2	1
186	и хотя	1	1
187	то в	5	1
188	понятие в	1	1
189	в которой	2	1
190	при создании	1	1
191	он в	1	1
192	бы не	6	1
193	все усилия	1	1
194	и отношения	1	1
195	имеет своих	1	1
196	как он	1	1
197	если он	1	1
198	не могла	2	1
199	человек не	1	1
200	и если	2	1
201	так сказать	2	1
202	перестает быть	1	1
203	его самого	2	1
204	к одному	2	1
205	не как	1	1
206	и по	6	1
207	на этом	1	1
208	что сам	3	1
209	таким образом	13	1
210	от нее	6	1
211	но без	2	1
212	же не	1	1
213	им как	1	1
214	в другом	1	1
215	на все	2	1
216	не нашел	1	1
217	лишь в	1	1
218	это было	1	1
219	заключается в	3	1
220	известно что	2	1
221	виде что	1	1
222	быть не	4	1
223	такое соединение	1	1
224	который сам	1	1
225	на свои	2	1
226	но уже	2	1
227	в них	3	1
228	что ему	1	1
229	быть понят	1	1
230	со своими	1	1
231	с такой	1	1
232	ведет к	1	1
233	в развитии	1	1
234	будущего и	1	1
235	обратимся к	1	1
236	но если	2	1
237	и при	3	1
238	в своей	3	1
239	взгляд на	2	1
240	в такой	1	1
241	в котором	1	1
242	растет и	1	1
243	человеком и	3	1
244	самого этого	1	1
245	не столько	1	1
246	понятно что	1	1
247	должны были	1	1
248	стало быть	2	1
249	не понимает	1	1
250	начнем с	3	1
251	но он	2	1
252	тем не	6	1
253	такое решение	1	1
254	не могли	2	1
255	это чувство	1	1
256	возвращается к	1	1
257	по себе	10	1
258	тому что	3	1
259	не менее	6	1
260	она не	3	1
261	вместе и	9	1
262	самого начала	3	1
263	того как	6	1
264	как его	1	1
265	например что	1	1
266	но только	1	1
267	только не	2	1
268	как во	2	1
269	и всегда	2	1
270	в отношениях	2	1
271	в самой	3	1
272	или как	1	1
273	и притом	4	1
274	к ней	2	1
275	по своей	1	1
276	для нас	9	1
277	и теперь	1	1
278	связи с	3	1
279	не нужен	1	1
280	что на	6	1
281	в области	1	1
282	но все-таки	1	1
283	это могло	1	1
284	он вполне	1	1
285	значение только	1	1
286	он бы	1	1
287	могут быть	9	1
288	сходство с	1	1
289	что оно	2	1
290	его с	2	1
291	указывает на	1	1
292	не есть	10	1
293	свое значение	1	1
294	что при	5	1
295	где он	1	1
296	в применении	2	1
297	как мы	2	1
298	и о	2	1
299	того чтобы	2	1
300	людей в	1	1
301	собаки в	1	1
302	всего этого	1	1
303	с каким	1	1
304	с самого	3	1
305	роль в	1	1
306	даже отчасти	1	1
307	можно было	1	1
308	на нее	1	1
309	он именно	1	1
310	больше в	1	1
311	в последующих	1	1
312	когда в	3	1
313	на них	1	1
314	быть может	1	1
315	стремление к	2	1
316	себя а	2	1
317	и должно	2	1
318	другие и	1	1
319	на вопрос	1	1
320	после того	1	1
321	это должно	1	1
322	чтобы не	2	1
323	от него	4	1
324	все в	2	1
325	связь между	2	1
326	это была	1	1
327	между тем	5	1
328	нуждается в	2	1
329	говорит он	4	1
330	есть с	1	1
331	боль и	1	1
332	и первое	1	1
333	для самого	1	1
334	в жизнь	1	1
335	того что	8	1
336	он есть	2	1
337	при самом	4	1
338	мы видим	4	1
339	с ними	1	1
340	что даже	2	1
341	только в	25	1
342	во всем	4	1
343	как нечто	1	1
344	в обществе	1	1
345	с одной	3	1
346	есть в	2	1
347	мы бы	1	1
