N	2gram	Bakhtin_sl_1	Myshleni
1	в том	3	33
2	том что	2	27
3	точки зрения	16	26
4	в этом	12	19
5	с точки	8	18
6	того что	3	17
7	мышления и	1	16
8	не только	16	15
9	и в	41	15
10	речи и	1	15
11	таким образом	9	14
12	и речи	2	13
13	того чтобы	1	12
14	в самом	5	11
15	в процессе	4	11
16	мы не	2	10
17	в целом	2	10
18	было бы	3	10
19	для того	2	10
20	но и	16	10
21	в сущности	13	9
22	в своем	3	9
23	о том	3	9
24	связи с	2	9
25	может быть	14	9
26	что мы	1	9
27	не может	14	9
28	не является	2	9
29	заключается в	1	8
30	не в	7	8
31	никогда не	3	8
32	так и	11	8
33	если бы	1	8
34	и что	1	8
35	к действительности	1	8
36	он не	3	7
37	к тому	3	7
38	тот же	1	7
39	с одной	4	7
40	потому что	2	7
41	одной стороны	4	7
42	как бы	12	7
43	и не	16	7
44	во всяком	7	7
45	как известно	1	6
46	с таким	1	6
47	в зависимости	3	6
48	мы уже	2	6
49	зависимости от	3	6
50	в этой	1	6
51	в истории	3	6
52	и к	5	6
53	на то	1	6
54	как и	4	6
55	мы видели	1	6
56	всяком случае	5	6
57	точку зрения	3	6
58	речи в	4	6
59	в отношении	6	6
60	как мы	8	6
61	в виду	1	6
62	но в	8	6
63	по своей	1	6
64	если мы	2	6
65	вовсе не	7	6
66	с другой	5	6
67	на этот	1	6
68	там где	4	6
69	в частности	2	6
70	вместе с	1	6
71	сказать что	2	6
72	смысле слова	2	5
73	то же	14	5
74	приводит к	1	5
75	внутренней речи	3	5
76	это не	6	5
77	можно было	2	5
78	и даже	6	5
79	и их	1	5
80	друг друга	3	5
81	речь и	3	5
82	и др	14	5
83	с помощью	1	5
84	по существу	3	5
85	все что	1	5
86	связана с	2	4
87	хотя бы	3	4
88	с его	4	4
89	из этих	3	4
90	как в	8	4
91	все же	7	4
92	могли бы	1	4
93	в которой	4	4
94	что все	2	4
95	в них	6	4
96	несмотря на	1	4
97	в эту	2	4
98	в своей	7	4
99	от его	3	4
100	к этому	2	4
101	даже в	2	4
102	и его	14	4
103	и с	4	4
104	мы видим	2	4
105	так как	3	4
106	только в	6	4
107	в качестве	3	4
108	в начале	1	4
109	потребность в	1	4
110	как раз	2	4
111	а с	2	4
112	прежде всего	8	4
113	так же	2	4
114	возникает из	2	4
115	все это	5	4
116	для нас	2	4
117	а в	6	4
118	направленность на	1	3
119	на самом	2	3
120	и до	1	3
121	действительности и	1	3
122	мы имеем	1	3
123	рассматривается как	1	3
124	и ее	3	3
125	точка зрения	8	3
126	в общем	1	3
127	что они	2	3
128	языка и	12	3
129	с этим	3	3
130	что как	1	3
131	бы и	3	3
132	он в	5	3
133	все эти	9	3
134	речи но	2	3
135	что она	1	3
136	при этом	6	3
137	и по	2	3
138	те же	2	3
139	лишь в	4	3
140	с другими	5	3
141	о которых	1	3
142	таким же	1	3
143	в которых	1	3
144	для этого	1	3
145	в самой	1	3
146	этом отношении	1	3
147	в основе	5	3
148	и это	1	3
149	данном случае	3	3
150	внутренняя речь	1	3
151	и сам	3	3
152	с ним	7	3
153	ничего не	4	3
154	и только	1	3
155	тем более	1	3
156	все время	3	3
157	значение в	1	3
158	одной из	3	3
159	но не	2	3
160	вернуться к	1	3
161	речь в	2	3
162	из них	3	3
163	для него	3	3
164	речи является	1	3
165	отличие от	1	3
166	со стороны	1	3
167	в отличие	1	3
168	что для	1	3
169	ничем не	1	3
170	а не	15	3
171	в данном	3	3
172	этого слова	1	3
173	в первые	1	3
174	о мире	1	3
175	которых он	1	3
176	или в	8	3
177	в результате	3	3
178	и все	4	3
179	действительно не	2	3
180	лежит в	4	3
181	того же	6	3
182	речи как	1	3
183	они не	1	3
184	ту же	4	2
185	также и	3	2
