N	2gram	Propp_Isto_2	Psycholo
1	в том	6	37
2	и в	15	32
3	и что	6	22
4	том что	7	21
5	потому что	9	21
6	таким образом	7	21
7	то что	12	21
8	что в	12	20
9	может быть	17	18
10	так же	13	18
11	что и	6	17
12	не может	5	17
13	самом деле	2	16
14	что она	5	16
15	того чтобы	2	14
16	то же	10	13
17	в этом	11	13
18	при этом	4	13
19	что он	24	13
20	в самом	1	12
21	не только	18	12
22	по себе	1	12
23	если мы	1	12
24	так как	14	12
25	на то	3	11
26	было бы	5	11
27	с тем	9	11
28	и т	19	10
29	когда он	3	10
30	при помощи	2	10
31	но и	14	10
32	как и	2	10
33	и не	11	10
34	как в	5	9
35	никогда не	15	9
36	что при	5	9
37	тем что	4	9
38	той же	2	8
39	что это	6	8
40	не в	7	8
41	не менее	1	8
42	того что	3	8
43	в сущности	2	7
44	совершенно ясно	2	7
45	что они	10	7
46	и как	1	7
47	говорит что	3	7
48	все эти	4	7
49	такой же	2	7
50	и его	3	7
51	как будто	3	7
52	к тому	5	7
53	можно было	5	7
54	только в	6	7
55	мы знаем	11	7
56	а не	5	7
57	сказать что	2	7
58	в этой	4	6
59	он не	8	6
60	о том	3	6
61	тот же	1	6
62	и из	2	6
63	как бы	6	6
64	на самом	2	5
65	показать что	2	5
66	и на	4	5
67	что его	1	5
68	только на	1	5
69	что у	2	5
70	далеко не	1	5
71	все это	3	5
72	в то	1	5
73	в ней	4	5
74	до сих	6	5
75	вслед за	1	5
76	отнюдь не	1	5
77	он говорит	1	5
78	сих пор	7	5
79	же как	5	4
80	сам по	1	4
81	едва ли	1	4
82	есть не	1	4
83	мы имеем	15	4
84	из которого	1	4
85	с этим	5	4
86	все же	9	4
87	в целом	1	4
88	в нем	7	4
89	к одному	1	4
90	одной и	1	4
91	и по	2	4
92	и с	4	4
93	в жизни	2	4
94	несмотря на	1	4
95	знаем что	12	4
96	и той	1	4
97	которые в	1	4
98	и более	2	4
99	того как	4	4
100	ничего не	7	4
101	как она	4	4
102	что на	1	4
103	и для	2	4
104	могут быть	2	4
105	тем не	1	4
106	если же	1	4
107	и это	3	4
108	и когда	2	4
109	которые мы	1	4
110	говорит он	1	4
111	мы видим	8	4
112	из них	2	4
113	а на	1	4
114	когда она	3	4
115	как это	3	4
116	наряду с	6	4
117	материал для	1	4
118	с этой	1	4
119	при таком	1	4
120	а в	12	4
121	из этого	1	4
122	например в	2	3
123	и то	2	3
124	полагают что	1	3
125	приходит к	1	3
126	мы не	3	3
127	а другой	3	3
128	то это	6	3
129	и он	1	3
130	во всех	2	3
131	но как	1	3
132	а только	1	3
133	как говорит	1	3
134	как к	1	3
135	и к	1	3
136	но в	6	3
137	он в	3	3
138	главным образом	2	3
139	он все	1	3
140	состоит в	2	3
141	об этом	11	3
142	это было	1	3
143	показывает что	4	3
144	в своей	1	3
145	это только	2	3
146	в их	3	3
147	представление о	2	3
148	в которых	2	3
149	но он	4	3
150	или что	1	3
151	мы можем	8	3
152	видим что	5	3
153	во всем	1	3
154	в каком	1	3
155	не могут	1	3
156	указывает на	1	3
157	на это	1	3
158	с ее	2	3
159	в виду	2	3
160	и совершенно	1	3
161	так и	5	3
162	мы в	2	3
163	образом в	1	3
164	с другой	2	3
165	мы должны	4	3
166	значит что	1	3
167	один из	8	3
168	этот вопрос	1	3
169	и так	2	3
170	и ее	2	3
171	так что	6	3
172	в нашей	2	3
173	что не	1	3
174	и других	1	3
175	и их	2	3
176	тому как	3	3
177	до конца	1	3
178	в частности	1	3
179	по своему	1	3
180	видит в	2	3
181	что же	1	3
182	по существу	2	3
183	это значит	1	3
184	еще более	1	3
185	хотя бы	2	3
186	в свою	1	3
187	же мы	2	3
188	точно так	6	3
189	в объяснении	1	2
190	же материал	1	2
191	потебня он	1	2
192	не имеют	1	2
193	и этот	1	2
194	еще не	9	2
195	при анализе	1	2
196	же что	1	2
197	к своему	1	2
198	с его	1	2
199	но не	2	2
200	к которой	1	2
201	ответ на	1	2
202	и приемы	1	2
203	отличие от	1	2
204	можно показать	1	2
205	которые должны	1	2
206	однако не	1	2
207	в очень	3	2
208	что по	1	2
209	но эта	1	2
210	увидим что	3	2
211	впечатление что	1	2
212	в которой	2	2
213	и тот	1	2
214	в себе	4	2
215	как он	3	2
216	имеем в	5	2
217	все исследователи	1	2
218	т д	18	2
219	человеческого тела	2	2
220	на его	2	2
221	подобно тому	3	2
222	здесь мы	3	2
223	была в	1	2
224	с другими	2	2
225	полагает что	1	2
226	и которые	1	2
227	это не	2	2
228	должен был	3	2
229	в них	1	2
230	но так	1	2
231	это знает	1	2
232	а материал	1	2
233	он дает	2	2
234	и эти	2	2
235	надо сказать	1	2
236	их в	2	2
237	в этих	11	2
238	что этот	3	2
239	вплоть до	1	2
240	как можно	1	2
241	впадает в	1	2
242	на него	5	2
243	в процессе	1	2
244	в самых	1	2
245	казалось бы	1	2
246	в русском	2	2
247	не вполне	1	2
248	такие же	1	2
249	нам что	1	2
250	ни в	2	2
251	когда мы	2	2
252	как только	1	2
253	его с	1	2
254	это происходит	1	2
255	она не	5	2
256	деле мы	1	2
257	на вопрос	2	2
258	на другой	2	2
259	сводится к	1	2
260	в особенности	2	2
261	и говорит	2	2
262	так в	3	2
263	роль в	3	2
264	который он	1	2
265	том как	1	2
266	в таком	1	2
267	именно потому	1	2
268	и здесь	9	2
269	в глаза	2	2
270	после того	3	2
271	этих двух	1	2
272	воздействия на	1	2
273	в сборнике	2	2
274	что самое	1	2
275	в его	6	2
276	и только	2	2
277	в свете	2	2
278	и следовательно	1	2
279	в него	2	2
280	к нему	5	2
281	показывают что	2	2
282	в новой	2	2
283	пришел к	2	2
284	в какой	1	2
285	это очень	1	2
286	это означает	1	2
287	именно на	1	2
288	к какому	1	2
289	могло бы	1	2
290	слова в	2	2
291	в одном	5	2
292	вовсе не	1	2
293	в состоянии	3	2
294	но что	1	2
295	каждый из	1	2
296	в других	3	2
297	она начинает	1	2
298	к которому	5	2
299	такое же	1	2
300	а с	2	2
301	не было	2	2
302	здесь дело	1	2
303	она является	1	2
304	на которых	1	2
305	зависит от	2	2
306	там где	1	2
307	материал и	1	2
308	вместе с	7	2
309	но это	4	2
310	самое что	1	2
311	стоит только	1	2
312	только мы	1	2
313	и часто	2	2
314	почему именно	1	2
315	для нас	4	2
316	это может	1	2
317	у них	1	2
318	всякий раз	1	2
319	превращение в	2	2
320	через реку	1	2
321	другой стороны	2	2
322	но когда	1	2
323	заметить что	2	2
324	ясно и	2	1
325	к материалу	2	1
326	в русских	3	1
327	все становится	1	1
328	он может	1	1
329	почти всегда	1	1
330	высшей степени	1	1
331	в зависимости	1	1
332	и за	1	1
333	их и	1	1
334	в несколько	1	1
335	а как	1	1
336	ее по-своему	1	1
337	и ничего	2	1
338	имеет свою	1	1
339	так чтобы	1	1
340	что иное	2	1
341	животное в	2	1
342	и со	1	1
343	похожи на	1	1
344	и начали	1	1
345	зависимости от	1	1
346	власть над	4	1
347	дело происходило	1	1
348	есть вместе	1	1
349	и много	1	1
350	он сам	1	1
351	и русской	1	1
352	время в	1	1
353	на своих	1	1
354	эти вещи	1	1
355	тем как	1	1
356	с одной	4	1
357	чем это	1	1
358	другой пример	1	1
359	могло быть	1	1
360	получить от	1	1
361	должны были	8	1
362	друг от	1	1
363	связи и	1	1
364	в истории	1	1
365	это одно	1	1
366	его на	2	1
367	а третий	1	1
368	для всех	1	1
369	что ее	3	1
370	им в	1	1
371	кроме того	2	1
372	и где	1	1
373	кто не	1	1
374	объяснит нам	1	1
375	его к	1	1
376	следующим образом	1	1
377	важны не	1	1
378	он на	1	1
379	говорит не	1	1
380	уже не	1	1
381	животных и	1	1
382	этот случай	4	1
383	говорят о	2	1
384	не хочет	1	1
385	она занимает	1	1
386	себя к	1	1
387	из этих	3	1
388	одном случае	2	1
389	остановиться на	1	1
390	видим и	1	1
391	тому же	2	1
392	если он	1	1
393	не могла	2	1
394	развилась из	1	1
395	как оно	1	1
396	ключ к	2	1
397	показал как	1	1
398	вносил в	1	1
399	он должен	2	1
400	в силу	2	1
401	и если	2	1
402	оно должно	1	1
403	сказал что	2	1
404	но этого	1	1
405	что ни	1	1
406	так например	1	1
407	ряд отдельных	1	1
408	в нее	2	1
409	в основу	1	1
410	но все	5	1
411	совпадают с	1	1
412	не будет	1	1
413	этом он	1	1
414	в совершенно	1	1
415	другом случае	1	1
416	в другом	9	1
417	его не	2	1
418	а по	1	1
419	с целью	1	1
420	его в	10	1
421	жизнь этого	1	1
422	и под	1	1
