N	2gram	Propp_Isto_2	TeoriaLi
1	не только	18	18
2	в качестве	3	17
3	тогда как	1	16
4	и не	11	16
5	а в	12	14
6	состоит в	2	13
7	и в	15	13
8	в частности	1	13
9	так и	5	12
10	может быть	17	12
11	в этом	11	11
12	представляет собой	5	11
13	при этом	4	11
14	в том	6	11
15	но не	2	10
16	и его	3	10
17	а не	5	10
18	то же	10	9
19	в его	6	9
20	по отношению	3	8
21	своего рода	1	8
22	сводится к	1	8
23	но и	14	8
24	отношению к	3	8
25	что в	12	8
26	отличие от	1	7
27	в себе	4	7
28	том что	7	7
29	в отличие	1	7
30	в то	1	7
31	только в	6	7
32	как это	3	7
33	еще не	9	6
34	с его	1	6
35	но в	6	6
36	в русской	5	6
37	как бы	6	6
38	мы имеем	15	5
39	в самом	1	5
40	он не	8	5
41	как и	2	5
42	не в	7	5
43	тем самым	2	5
44	а а	1	5
45	в нем	7	5
46	в пределах	1	5
47	а также	2	5
48	и одновременно	1	5
49	уже не	1	5
50	с другой	2	5
51	как в	5	5
52	говорить о	1	4
53	по пути	1	4
54	то что	12	4
55	ни в	2	4
56	в своей	1	4
57	в их	3	4
58	не столько	2	4
59	не менее	1	4
60	приводит к	2	4
61	и ее	2	4
62	но он	4	4
63	мира и	1	4
64	в свою	1	4
65	не знает	2	4
66	сказать что	2	4
67	не может	5	4
68	и то	2	3
69	например в	2	3
70	что можно	1	3
71	а только	1	3
72	в сторону	1	3
73	не все	2	3
74	перед нами	2	3
75	и к	1	3
76	со своей	1	3
77	все эти	4	3
78	в этой	4	3
79	он должен	2	3
80	и по	2	3
81	его в	10	3
82	мог бы	3	3
83	в этих	11	3
84	тем не	1	3
85	никогда не	15	3
86	потому что	9	3
87	другой стороны	2	3
88	так в	3	3
89	в другом	9	3
90	и что	6	3
91	входит в	1	3
92	того что	3	3
93	а с	2	3
94	слова в	2	3
95	с ее	2	3
96	именно в	2	3
97	и др	4	3
98	прежде всего	5	3
99	и потому	1	3
100	человека к	1	3
101	по своему	1	3
102	этого слова	1	3
103	к которому	5	3
104	таким образом	7	3
105	или в	2	3
106	ни к	1	3
107	и это	3	2
108	это и	1	2
109	перед лицом	1	2
110	но она	1	2
111	принадлежит к	2	2
112	на себя	1	2
113	я не	2	2
114	в целом	1	2
115	чем это	1	2
116	могло быть	1	2
117	но как	1	2
118	у него	4	2
119	что они	10	2
120	как говорит	1	2
121	как к	1	2
122	и как	1	2
123	говорит что	3	2
124	в которой	2	2
125	так или	1	2
126	право на	3	2
127	но на	1	2
128	хотят и	1	2
129	к одному	1	2
130	здесь мы	3	2
131	могла бы	2	2
132	об этом	11	2
133	это не	2	2
134	и иных	1	2
135	соответствии с	1	2
136	вовсе не	1	2
137	и некоторые	1	2
138	их в	2	2
139	по себе	1	2
140	даже в	1	2
141	и одной	2	2
142	дело не	4	2
143	только не	1	2
144	однако если	1	2
145	воображаемого мира	1	2
146	казалось бы	1	2
147	этих двух	1	2
148	как будто	3	2
149	и для	2	2
150	вокруг него	1	2
151	и о	1	2
152	подобных случаях	1	2
153	здесь не	2	2
154	в себя	3	2
155	роль в	3	2
156	мы в	2	2
157	в виду	2	2
158	и здесь	9	2
159	о том	3	2
160	в глаза	2	2
161	особого рода	1	2
162	это было	1	2
163	восходит к	1	2
164	к нему	5	2
165	во всех	2	2
166	или иначе	1	2
167	вслед за	1	2
168	с одной	4	2
169	со стороны	1	2
170	а именно	3	2
171	себя и	2	2
172	одной стороны	3	2
173	а на	1	2
174	одну из	1	2
175	о чем	1	2
176	вместе с	7	2
177	так же	13	2
178	к жизни	1	2
179	в той	1	2
180	могут быть	2	2
181	в следующей	1	2
182	к тому	5	2
183	одной из	4	2
184	что он	24	2
185	и состоит	1	2
186	можно говорить	1	1
187	также что	2	1
188	говорит ему	1	1
189	связана с	6	1
190	и мальчик	1	1
191	сын и	2	1
192	говорилось выше	1	1
193	и есть	5	1
194	из его	1	1
195	едва ли	1	1
196	общественных отношений	1	1
197	со всех	4	1
198	диаметрально противоположные	1	1
199	той же	2	1
200	же как	5	1
201	при анализе	1	1
202	превратилась в	1	1
203	вопрос о	4	1
204	из своих	1	1
205	героя но	1	1
206	из дальнейшего	1	1
207	это всегда	1	1
208	дай мне	1	1
209	не вполне	1	1
210	но чтобы	1	1
211	и со	1	1
212	не знают	2	1
213	который может	1	1
214	проявляет себя	1	1
215	и на	4	1
216	время в	1	1
217	тем как	1	1
218	на то	3	1
219	еще один	1	1
220	отнюдь не	1	1
221	в истории	1	1
222	в центре	1	1
223	себя за	1	1
224	и где	1	1
225	встрече с	1	1
226	что по	1	1
227	духа и	1	1
228	в герое	1	1
229	можно в	1	1
230	к чему	2	1
231	еще на	1	1
232	привести к	3	1
233	что это	6	1
234	не упоминается	1	1
235	он в	3	1
236	а говорит	1	1
237	из этих	3	1
238	одном случае	2	1
239	следующей главе	1	1
240	знанием или	1	1
241	говорят о	2	1
242	имеем в	5	1
243	в лес	27	1
244	на стадии	3	1
245	если он	1	1
246	не могла	2	1
247	жизнью и	1	1
248	на его	2	1
249	что она	5	1
250	эта деталь	1	1
251	эта система	1	1
252	ключ к	2	1
253	свою собственную	1	1
254	с нашим	1	1
255	в силу	2	1
256	по существу	2	1
257	силу своей	1	1
258	на земле	1	1
259	других типов	1	1
260	подобно тому	3	1
261	является не	2	1
262	пальцы на	1	1
263	по его	1	1
264	не будет	1	1
265	свое имя	1	1
266	которыми он	1	1
267	и внутренняя	1	1
268	а по	1	1
269	для своей	1	1
270	было бы	5	1
271	но их	1	1
272	в бою	1	1
273	должен был	3	1
274	в них	1	1
275	она и	2	1
276	на второй	1	1
277	руке и	1	1
278	с тем	9	1
279	не узнает	1	1
280	как видно	1	1
281	не всегда	1	1
282	он и	3	1
283	ведет к	1	1
284	обратимся к	2	1
285	остается в	1	1
286	но я	1	1
287	полубогов и	1	1
288	но если	3	1
289	становится его	1	1
290	это делает	1	1
291	в котором	5	1
292	вот он	2	1
293	еще нет	1	1
294	себе а	1	1
295	стоит в	3	1
296	от его	1	1
297	но эта	1	1
298	и более	2	1
299	в прошлом	1	1
300	с такими	1	1
301	особенность и	1	1
302	случае мы	2	1
303	у нее	4	1
304	однако между	1	1
305	таких случаях	2	1
306	в таких	2	1
307	с которой	2	1
308	не берет	2	1
309	одна из	2	1
310	к этим	1	1
311	которого он	1	1
312	которых и	1	1
313	он мог	1	1
314	каждый из	1	1
315	это явление	2	1
316	с одним	3	1
317	от него	1	1
318	ему и	1	1
319	этих случаях	10	1
320	связи с	8	1
321	своей цели	2	1
322	в каком	1	1
323	у нас	1	1
324	только мы	1	1
325	наиболее ранних	1	1
326	приводящего к	1	1
327	очень часто	4	1
328	не могут	1	1
329	когда мы	2	1
330	его за	1	1
331	его с	1	1
332	в поле	1	1
333	указывает на	1	1
334	этом они	1	1
335	е у	1	1
336	на это	1	1
337	она не	5	1
338	должен быть	1	1
339	из всего	1	1
340	как мы	1	1
341	а затем	2	1
342	того чтобы	2	1
343	действующие лица	2	1
344	к нам	1	1
345	на основе	1	1
346	существа в	1	1
347	только при	1	1
348	чтобы быть	1	1
349	всей своей	1	1
350	и совершенно	1	1
351	с собой	1	1
352	можно было	5	1
353	на нее	2	1
354	особенно в	1	1
355	живет в	2	1
356	оказывается хозяйкой	1	1
357	является в	1	1
358	с ним	1	1
359	мире в	1	1
360	мы рассмотрим	2	1
361	именно потому	1	1
362	о хозяине	2	1
363	на вопрос	2	1
364	при котором	1	1
365	одного из	1	1
366	и большого	1	1
367	после того	3	1
368	в сущности	2	1
369	но дело	1	1
370	нуждается в	1	1
371	хотя по	1	1
372	и только	2	1
373	в другой	4	1
374	иначе в	1	1
375	всех сторон	4	1
376	на которой	2	1
377	один из	8	1
378	но с	2	1
379	д и	2	1
380	оно и	2	1
381	в двух	1	1
382	тот же	1	1
383	самому герою	1	1
384	в какой	1	1
385	путь к	1	1
386	мяса но	1	1
387	и приобретает	1	1
388	к миру	1	1
389	или его	2	1
390	их не	1	1
391	на мир	1	1
392	который в	1	1
393	тот что	1	1
394	с которыми	1	1
395	так что	6	1
396	из которого	1	1
397	же и	3	1
398	для всех	1	1
399	если мы	1	1
400	только на	1	1
401	ничего нельзя	1	1
402	в следующих	1	1
403	ударом топора	1	1
404	дает ему	2	1
405	из них	2	1
406	за ним	1	1
407	одно из	2	1
408	и их	2	1
409	никто не	1	1
410	и прежде	1	1
411	в одном	5	1
412	так как	14	1
413	тому же	2	1
414	входят в	1	1
415	ее на	1	1
416	представляют собой	3	1
417	он же	1	1
418	разница в	1	1
419	связаны с	1	1
420	принципиальная разница	1	1
421	с мотивом	3	1
422	такое же	1	1
423	и пр	7	1
424	превращается в	2	1
425	не было	2	1
426	смерти но	1	1
427	зависит от	2	1
428	жизнь в	1	1
429	которой герой	2	1
430	не формы	1	1
431	за свою	1	1
432	в одно	1	1
433	и ему	1	1
434	то она	1	1
435	в связи	5	1
436	может иметь	1	1
437	перейдем к	2	1
438	но кто	1	1
439	в одной	4	1
440	требует от	1	1
441	к своему	1	1
442	после его	1	1
443	на колени	1	1
444	что этому	2	1
445	и пусть	2	1
446	тому как	3	1
447	в мир	2	1
448	да и	2	1
449	она названа	1	1
450	мыслится как	1	1
451	в это	1	1
452	с этой	1	1
453	к понятию	1	1
454	этом случае	5	1
455	быть и	1	1
456	о его	2	1
457	все это	3	1
458	лес но	1	1
459	себе еще	1	1
460	еще одна	1	1
461	в результате	1	1
462	все они	1	1
463	о котором	1	1
464	это может	1	1
465	из своего	1	1
466	как явление	1	1
467	за него	2	1
468	стороны в	1	1
469	с другими	2	1
470	же в	1	1
471	можно признать	1	1
472	мы видим	8	1
473	но всегда	1	1
474	к самому	1	1
475	от первого	1	1
476	со мной	2	1
477	в иной	5	1
478	не сами	1	1
479	собой некоторую	1	1
480	из этого	1	1
481	только о	1	1
482	что такое	1	1
483	также может	1	1
484	ее в	2	1
485	видим в	1	1
486	и другие	4	1
487	в лесу	15	1
488	см в	2	1
489	можно назвать	1	1
490	в таком	1	1
491	точно так	6	1
