N	3gram	Losev_Dial_1	Myshleni
1	в том что	7	17
2	для того чтобы	1	7
3	с самого начала	1	6
4	можно было бы	4	5
5	с одной стороны	2	5
6	в связи с	1	5
7	тем не менее	1	5
8	друг с другом	1	5
9	то и другое	2	4
10	ни в какой	1	4
11	то время как	1	4
12	во всяком случае	2	4
13	в то время	1	4
14	это значит что	9	4
15	о том что	2	3
16	сами по себе	1	3
17	в этом отношении	2	3
18	по сравнению с	2	3
19	с другой стороны	4	3
20	та или иная	3	3
21	на то что	4	3
22	только потому что	3	2
23	и той же	1	2
24	и в отношении	1	2
25	в этом смысле	3	2
26	и в этом	3	2
27	только в том	1	2
28	как мы увидим	1	2
29	того и другого	1	2
30	в мышлении в	1	2
31	так как она	4	2
32	в этом и	1	2
33	не может быть	3	2
34	само по себе	5	2
35	этом и заключается	1	2
36	к выводу что	1	2
37	той или иной	3	2
38	и что оно	1	2
39	одной и той	1	2
40	что иное как	1	1
41	в ее основе	1	1
42	что в основе	1	1
43	одному и тому	1	1
44	должны сказать что	1	1
45	более или менее	3	1
46	с их точки	1	1
47	так или иначе	1	1
48	то же самое	1	1
49	с точки зрения	12	1
50	до сих пор	2	1
51	но ничто не	1	1
52	сам по себе	6	1
53	не имеет никакого	3	1
54	и как в	1	1
55	во всех этих	1	1
56	из того что	1	1
57	ни в каком	8	1
58	во вне в	1	1
59	это или не	1	1
60	том или ином	1	1
61	точно так же	2	1
62	с такой же	1	1
63	с другом в	1	1
64	вопрос можно ли	1	1
65	одно от другого	1	1
66	отнюдь не является	1	1
67	сказать что в	1	1
68	так как он	2	1
69	даже если бы	1	1
70	не что иное	1	1
71	не потому что	1	1
72	в том чтобы	1	1
73	деле не является	1	1
74	которые могли бы	1	1
75	того что она	1	1
76	в каком случае	4	1
77	ступени своего развития	1	1
78	друг к другу	2	1
79	их точки зрения	1	1
80	заключается только в	1	1
81	значит что в	3	1
82	это мы видим	1	1
83	имеет место в	1	1
84	есть не что	1	1
85	в него как	1	1
86	по себе а	2	1
87	и тому же	1	1
88	они были бы	1	1
89	во всем этом	1	1
90	связи с этим	1	1
91	ничего общего с	3	1
92	если бы мы	1	1
93	к одному и	1	1
94	друг от друга	1	1
95	к тому что	2	1
96	но мы уже	1	1
97	сама по себе	8	1
98	отношении его к	1	1
99	если бы это	1	1
100	что там где	1	1
101	с той или	2	1
102	в конце концов	3	1
