N	3gram	Trubetskoy_1	Myslijsy
1	по отношению к	1	13
2	в том что	3	13
3	не может быть	1	9
4	тем не менее	3	6
5	и в этом	2	6
6	с другой стороны	1	5
7	потому что в	1	4
8	не в том	1	4
9	в свою очередь	1	4
10	только тогда когда	1	4
11	а между тем	1	3
12	с точки зрения	6	3
13	а так как	3	3
14	с тем что	1	3
15	с одной стороны	7	3
16	а в том	1	3
17	то же время	2	3
18	но тем не	1	3
19	с самого начала	2	3
20	так и в	1	3
21	что и в	1	3
22	не более как	1	3
23	в то же	2	3
24	все более и	1	2
25	а потому что	1	2
26	в таком случае	1	2
27	бы то ни	2	2
28	заключает в себе	2	2
29	но и для	2	2
30	притом не только	1	2
31	одном и том	1	2
32	по крайней мере	5	2
33	но с другой	1	2
34	и том же	1	2
35	и потому что	2	2
36	не только для	2	2
37	между человеком и	1	2
38	что в таком	1	2
39	для того чтобы	5	2
40	в одном и	1	2
41	и того же	1	2
42	не только не	1	2
43	более и более	1	2
44	одного и того	1	2
45	не должны быть	1	1
46	каждая из этих	1	1
47	в том виде	2	1
48	несмотря на все	1	1
49	а следовательно и	1	1
50	на все усилия	1	1
51	таким образом уже	1	1
52	но и потому	1	1
53	с тех пор	2	1
54	вместе с другими	1	1
55	и выйти из	1	1
56	духовную жизнь народа	1	1
57	сами по себе	1	1
58	не потому что	1	1
59	не совпадает с	1	1
60	в отвлеченные понятия	1	1
61	только то что	1	1
62	в этом отношении	2	1
63	до сих пор	5	1
64	при этом не	1	1
65	с тем и	2	1
66	но все они	1	1
67	виде в каком	1	1
68	не воплощается в	1	1
69	не менее продолжает	1	1
70	с этой точки	2	1
71	всяком случае не	3	1
72	в славянских и	1	1
73	более или менее	5	1
74	то ни было	2	1
75	так же как	3	1
76	выйти из этого	1	1
77	на задний план	1	1
78	смысле этого слова	1	1
79	в связи с	3	1
80	таком случае эта	1	1
81	с психологической точки	1	1
82	и не могут	1	1
83	но при этом	1	1
84	мы видели выше	1	1
85	друг на друга	2	1
86	психологической точки зрения	1	1
87	в каком он	1	1
88	или по крайней	1	1
89	и в этой	1	1
90	указывает на то	1	1
91	к лицу с	1	1
92	еще и потому	1	1
93	во всяком случае	6	1
94	но совершенно ясно	1	1
95	что касается до	1	1
96	потому только что	1	1
97	мы видели что	1	1
98	и таким образом	3	1
99	между нами и	1	1
100	и все же	1	1
101	том виде в	2	1
102	между этими двумя	2	1
103	в общих чертах	1	1
104	то не только	1	1
105	тем что в	1	1
106	по всей вероятности	1	1
107	в то время	1	1
108	нельзя сказать чтобы	1	1
109	после того как	1	1
110	о том что	4	1
111	тем и другим	1	1
112	в одном из	1	1
113	этой точки зрения	2	1
114	но все же	4	1
115	видели выше что	1	1
116	не потому только	1	1
117	том что все	1	1
118	на то что	2	1
119	в первом случае	1	1
120	таким образом в	2	1
121	отвлеченные понятия и	1	1
122	лицом к лицу	1	1
123	точно так же	3	1
124	могло бы быть	1	1
125	для этого в	1	1
