N	2gram	Propp_Morf_1	Problemy
1	и в	13	46
2	и не	12	27
3	может быть	52	23
4	не может	14	19
5	как бы	3	19
6	в этом	14	16
7	не только	4	14
8	перед нами	10	12
9	как мы	6	12
10	но и	4	12
11	как и	3	12
12	и на	1	11
13	точки зрения	2	11
14	в одном	1	11
15	а не	11	11
16	в пределах	3	10
17	не в	3	10
18	между ними	1	10
19	и к	4	9
20	с точки	2	9
21	и все	1	9
22	в его	1	9
23	в том	6	9
24	в большинстве	3	9
25	вовсе не	4	9
26	прежде всего	9	9
27	до сих	1	8
28	большинстве случаев	3	8
29	сих пор	1	8
30	или в	4	8
31	в сущности	3	7
32	еще не	3	7
33	в себе	1	7
34	и с	1	7
35	как раз	1	7
36	то же	7	6
37	хотя и	3	6
38	но в	2	6
39	в каждом	1	6
40	ни в	1	6
41	но это	6	6
42	на свой	1	6
43	и его	1	6
44	в него	1	6
45	что он	4	6
46	только в	2	6
47	друг друга	3	6
48	мы увидим	8	6
49	ведь и	1	5
50	с его	2	5
51	во всех	4	5
52	по отношению	4	5
53	при этом	1	5
54	это не	6	5
55	в то	3	5
56	если же	5	5
57	о том	2	5
58	к нему	3	5
59	если мы	5	5
60	мы находим	1	5
61	так как	16	5
62	у него	1	5
63	с другом	1	5
64	друг с	1	5
65	отношению к	4	5
66	например в	2	4
67	самом деле	4	4
68	мы не	8	4
69	но не	4	4
70	как в	3	4
71	все же	7	4
72	кроме того	1	4
73	все эти	2	4
74	он не	3	4
75	таким образом	21	4
76	и наконец	1	4
77	том что	4	4
78	в этих	13	4
79	во всем	1	4
80	потому что	3	4
81	здесь не	2	4
82	приводит к	2	4
83	так и	6	4
84	в виду	1	4
85	и здесь	5	4
86	можно сказать	2	4
87	уже не	2	4
88	мы можем	2	4
89	точек зрения	1	4
90	еще и	1	4
91	очень часто	6	4
92	должно быть	1	4
93	и нет	1	4
94	то перед	5	4
95	то что	8	4
96	не знает	1	4
97	совершенно не	1	4
98	что в	8	4
99	но эти	1	4
100	одним из	1	3
101	также и	4	3
102	возможны и	1	3
103	между двумя	1	3
104	и до	1	3
105	почти всегда	1	3
106	мы уже	1	3
107	мы имеем	9	3
108	так чтобы	1	3
109	то это	3	3
110	для наших	1	3
111	отношение к	1	3
112	отличие от	1	3
113	значение для	1	3
114	в той	1	3
115	более или	2	3
116	из этих	1	3
117	в этой	2	3
118	имеем в	6	3
119	на то	2	3
120	их в	1	3
121	на этом	3	3
122	они должны	1	3
123	было бы	3	3
124	кажется что	1	3
125	далеко не	5	3
126	такой же	1	3
127	или менее	2	3
128	но если	7	3
129	и при	1	3
130	и их	2	3
131	в своей	1	3
132	образом и	1	3
133	но он	1	3
134	она не	2	3
135	дело в	1	3
136	но здесь	1	3
137	на него	3	3
138	и несколько	1	3
139	не могут	4	3
140	с ее	1	3
141	и этим	5	3
142	с собой	3	3
143	здесь нет	1	3
144	даны в	1	3
145	если бы	2	3
146	и что	2	3
147	в различных	2	3
148	в формах	1	3
149	себя в	1	3
150	только на	1	3
151	а то	3	3
152	что и	7	3
153	тем что	4	3
154	эти явления	1	3
155	и даже	1	3
156	с другой	8	3
157	себя и	2	3
158	с помощью	1	3
159	так же	3	3
160	что же	2	3
161	по существу	12	3
162	но для	2	3
163	и для	2	3
164	другой стороны	4	3
165	героя в	4	3
166	и другие	6	3
167	смысле слова	4	2
168	ту же	2	2
169	и должны	1	2
170	он ничего	1	2
171	положения в	1	2
172	вопрос о	7	2
173	он сам	1	2
174	там и	1	2
175	мы будем	3	2
176	друг на	2	2
177	не входит	1	2
178	или другом	1	2
179	если в	5	2
180	в одной	1	2
181	с этим	11	2
182	вот как	1	2
183	целый ряд	3	2
184	и как	5	2
185	увидим что	1	2
186	бы не	1	2
187	отношение между	1	2
188	но ведь	1	2
189	но на	1	2
190	иногда же	2	2
191	должна быть	1	2
192	и по	2	2
193	но все	3	2
194	об этом	4	2
195	на все	1	2
196	хотя бы	4	2
197	ко второму	1	2
198	и тем	2	2
199	на друга	2	2
200	переходим к	1	2
201	которую он	1	2
202	что такое	3	2
203	имеется и	1	2
204	в которых	2	2
205	могло бы	1	2
206	не менее	5	2
207	которые в	1	2
208	того как	2	2
209	одна из	4	2
210	но она	1	2
211	появляются в	1	2
212	ничего не	4	2
213	только и	1	2
214	к ней	1	2
215	этих случаях	11	2
216	если только	1	2
217	у нас	2	2
218	выпадает из	2	2
219	могут быть	16	2
220	к тому	4	2
221	людей в	1	2
222	без всякого	2	2
223	слова она	1	2
224	и совершенно	1	2
225	в другом	2	2
226	можно было	2	2
227	те же	1	2
228	в плоскости	1	2
229	не место	1	2
230	остановимся на	1	2
231	лишь как	1	2
232	между тем	5	2
233	тем как	1	2
234	возникает вопрос	2	2
235	но с	1	2
236	к различным	2	2
237	этот вопрос	2	2
238	том или	1	2
239	пор не	1	2
240	реагирует на	3	2
241	двух точек	1	2
242	же он	1	2
243	наших целей	1	2
244	так что	1	2
245	человека эта	1	2
246	этого нельзя	2	2
247	слова не	1	2
248	и показать	1	2
249	их как	2	2
250	для него	1	2
251	а в	7	2
252	в других	3	2
253	о которых	1	2
254	и пр	37	2
255	на этот	1	2
256	в рассказе	1	2
257	что так	1	2
258	там где	5	2
259	что мы	2	2
260	материал и	1	2
261	ним как	1	2
262	в данном	1	2
263	в первой	1	2
264	в результате	7	2
265	о котором	1	2
266	для нас	2	2
267	его жизнь	1	2
268	не дает	1	2
269	на части	1	2
270	здесь только	1	2
271	сказать что	2	2
272	остается на	1	2
273	нет но	1	2
274	есть и	4	2
275	в свое	2	2
276	во всяком	2	2
277	они не	1	2
278	и то	1	1
279	получает в	1	1
280	на самом	4	1
281	он может	2	1
282	и есть	2	1
283	из самых	1	1
284	которую они	1	1
285	собственном смысле	3	1
286	в доме	1	1
287	или наоборот	1	1
288	это совершенно	1	1
289	входит в	2	1
290	со смертью	2	1
291	от своих	1	1
292	эта форма	13	1
293	как то	2	1
294	не вполне	1	1
295	вместо того	1	1
296	их слова	1	1
297	и заставляет	1	1
298	начала в	1	1
299	с большим	1	1
300	его роль	1	1
301	это время	1	1
302	нет то	1	1
303	он получает	1	1
304	в брак	1	1
305	между собой	4	1
306	в нашем	3	1
307	то мы	4	1
308	одним словом	1	1
309	но как	2	1
310	себе он	1	1
311	же она	2	1
312	вступают в	3	1
313	в собственном	3	1
314	это выразить	1	1
315	вследствие чего	1	1
316	себя за	2	1
317	все остальные	1	1
318	приводят к	1	1
319	на анализе	1	1
320	могли бы	1	1
321	нами в	2	1
322	перескакивает на	2	1
323	второму типу	1	1
324	та же	2	1
325	точку зрения	1	1
326	что это	1	1
327	в целом	3	1
328	сказать о	2	1
329	учение о	3	1
330	рассказ о	1	1
331	во многих	1	1
332	из его	2	1
333	героя к	1	1
334	а вовсе	1	1
335	зрения его	1	1
336	существа и	1	1
337	но прежде	1	1
338	на его	4	1
339	что она	2	1
340	и задачи	2	1
341	одному из	3	1
342	читателя в	1	1
343	высшей степени	1	1
344	формы но	1	1
345	свою собственную	1	1
346	он должен	2	1
347	в силу	1	1
348	и вот	1	1
349	по законам	1	1
350	в первом	3	1
351	ни были	1	1
352	но некоторые	1	1
353	будем говорить	1	1
354	мы говорили	1	1
355	они играют	1	1
356	одно и	1	1
357	здесь мы	3	1
358	же не	1	1
359	типы и	1	1
360	форма есть	1	1
361	быка и	1	1
362	а по	3	1
363	говорить не	1	1
364	его в	2	1
365	что общий	1	1
366	для нее	1	1
367	деле в	1	1
368	и иных	2	1
369	сразу с	1	1
370	лишь на	2	1
371	за ней	2	1
372	большим количеством	1	1
373	типа действительно	1	1
374	вводит в	1	1
375	в них	1	1
376	ни одной	1	1
377	в высшей	1	1
378	и определяет	1	1
379	не всегда	9	1
380	несмотря на	4	1
381	здесь можно	3	1
382	чем в	1	1
383	пользуется им	1	1
384	в один	3	1
385	и тогда	1	1
386	в научной	1	1
387	убедиться что	1	1
388	все как	1	1
389	во время	6	1
390	бы на	1	1
391	или точнее	1	1
392	благодаря этому	3	1
393	именно и	1	1
394	и попутно	1	1
395	не столько	1	1
396	что до	1	1
397	что говорит	1	1
398	дается в	2	1
399	для изучения	1	1
400	но эта	1	1
401	не будем	4	1
402	но во	1	1
403	однако в	2	1
404	даже в	1	1
405	заставляет его	2	1
406	подготовляет последующую	1	1
407	тому что	4	1
408	то с	2	1
409	и разновидности	1	1
410	совершает убийство	1	1
411	вплоть до	1	1
412	но они	1	1
413	самого начала	1	1
414	дело не	2	1
415	частям и	1	1
416	и притом	1	1
417	весь этот	1	1
418	как его	1	1
419	в самых	2	1
420	иметь в	1	1
421	в методах	1	1
422	значение этого	1	1
423	все действие	1	1
424	других форм	1	1
425	как во	1	1
426	не достигается	1	1
427	а во	1	1
428	быть разрешен	2	1
429	в другую	2	1
