N	4gram	Bakhtin_Fr_4	slovoVRo
1	в то же время	8	12
2	и в то же	4	5
3	но в то же	1	4
4	и то же слово	1	2
5	одно и то же	1	2
6	в то время как	1	2
7	точки зрения на мир	1	2
8	как мы уже сказали	1	2
9	дело в том что	1	1
10	и до наших дней	1	1
11	тем чем они были	1	1
12	хотя может быть и	1	1
13	на самом же деле	2	1
14	в его контексте и	1	1
15	в нем до конца	1	1
16	быть тем чем они	1	1
17	не значит конечно что	1	1
18	и это отношение к	1	1
19	в узком смысле слова	1	1
20	большинстве случаев все эти	1	1
21	в большинстве случаев все	1	1
22	здесь перед нами в	1	1
23	это не значит конечно	1	1
