N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	1	8
2	с одной стороны	7	7
3	в том что	3	5
4	до сих пор	5	4
5	о том что	4	4
6	мы имеем в	1	4
7	о том как	1	3
8	вместе с тем	8	3
9	в данном случае	1	3
10	мы видели что	1	3
11	в то время	1	3
12	не может быть	1	3
13	влечет за собой	2	2
14	с представлением о	1	2
15	только то что	1	2
16	точно так же	3	2
17	во всяком случае	6	2
18	по отношению к	1	2
19	но все же	4	2
20	после того как	1	2
21	что и в	1	2
22	его уже не	1	1
23	таким образом если	2	1
24	лицом к лицу	1	1
25	в прямом смысле	1	1
26	смотря по тому	1	1
27	и в китае	1	1
28	более или менее	5	1
29	в которых он	1	1
30	в том числе	5	1
31	тем что в	1	1
32	сих пор не	1	1
33	в таком случае	1	1
34	друг на друга	2	1
35	у него в	1	1
36	что все эти	1	1
37	таким образом в	2	1
38	с тем что	1	1
39	совершенно ясно что	1	1
40	том числе и	4	1
41	но не всегда	1	1
42	к мысли о	1	1
43	с этой точки	2	1
44	то или иное	2	1
45	от них в	1	1
46	все эти черты	1	1
47	все же есть	1	1
48	о его существовании	1	1
49	в нем царит	1	1
50	так же как	3	1
51	не потому что	1	1
52	на задний план	1	1
53	но при этом	1	1
54	обстоит дело с	1	1
55	а с другой	5	1
56	всяком случае не	3	1
57	между человеком и	1	1
58	так или иначе	3	1
59	но вместе с	2	1
60	мире как о	1	1
61	в индии в	1	1
62	мы уже говорили	1	1
63	в этом направлении	1	1
64	она живет в	1	1
65	один из этих	1	1
66	как бы в	1	1
67	между этими двумя	2	1
68	всяком случае в	1	1
69	этой точки зрения	2	1
70	что оно имеет	1	1
71	все что связано	1	1
72	в общих чертах	1	1
73	и некоторые другие	1	1
74	похожи друг на	1	1
75	так и в	1	1
76	и не потому	1	1
77	и вместе с	4	1
78	что связано с	1	1
79	речь идет о	1	1
80	несмотря на все	1	1
81	можно сказать что	2	1
82	на то что	2	1
83	так как по	1	1
84	тем не менее	3	1
85	друг с другом	5	1
86	для того чтобы	5	1
87	в себе не	1	1
88	смысле этого слова	1	1
