N	2gram	Medvedev_S_1	FransuaR
1	и в	3	41
2	таким образом	2	19
3	в этом	5	15
4	как и	1	14
5	то же	2	13
6	все эти	1	13
7	в этой	1	13
8	в его	3	12
9	в том	5	11
10	прежде всего	1	11
11	так и	1	10
12	в то	1	10
13	все это	7	10
14	не в	3	9
15	же время	1	9
16	и его	1	9
17	но и	2	9
18	что в	2	9
19	в конце	2	8
20	то что	2	8
21	по существу	2	8
22	вовсе не	1	7
23	в них	1	7
24	как бы	2	7
25	и не	1	7
26	о том	1	6
27	только в	2	6
28	это не	1	6
29	у него	1	6
30	с помощью	1	6
31	не только	3	5
32	а в	1	5
33	место в	1	4
34	в сущности	1	4
35	и наконец	1	4
36	что это	1	4
37	том что	2	4
38	ничего не	1	4
39	может быть	2	4
40	было бы	2	4
41	конце концов	2	4
42	и есть	1	3
43	но именно	1	3
44	и по	1	3
45	в мире	1	3
46	его в	1	3
47	в своей	1	3
48	и благодаря	1	3
49	тем что	1	3
50	все то	1	3
51	что он	1	3
52	не было	1	3
53	не может	1	3
54	и потому	1	3
55	в область	1	3
56	мы не	1	2
57	еще не	2	2
58	время в	1	2
59	в чем	1	2
60	по отношению	2	2
61	перед нами	1	2
62	что все	1	2
63	далеко не	2	2
64	в этих	1	2
65	том как	1	2
66	том и	1	2
67	новые и	1	2
68	дело не	2	2
69	в процессе	1	2
70	в области	1	2
71	никогда не	1	2
72	бы в	1	2
73	отношению к	2	2
74	именно в	1	2
75	переходим к	1	2
76	в связи	1	2
77	в данном	1	2
78	в результате	2	2
79	и самым	1	2
80	и как	1	2
81	с ним	1	2
82	в заключение	1	2
83	благодаря этому	1	2
84	во всяком	1	2
85	это и	2	1
86	вряд ли	1	1
87	самому существу	1	1
88	должна быть	2	1
89	первый план	1	1
90	не без	1	1
91	сказать и	1	1
92	но не	1	1
93	друг от	1	1
94	за пределы	2	1
95	все же	1	1
96	ни одно	1	1
97	новое и	1	1
98	в каждом	1	1
99	и голова	1	1
100	со своими	1	1
101	на первый	1	1
102	же это	1	1
103	всяком случае	1	1
104	в котором	1	1
105	литературе мы	1	1
106	стало быть	1	1
107	в силу	1	1
108	не должна	1	1
109	по себе	1	1
110	даже в	1	1
111	мысли в	1	1
112	только когда	1	1
113	связи с	1	1
114	что на	1	1
115	опираясь на	1	1
116	и о	1	1
117	от друга	1	1
118	жизни он	1	1
119	выходит за	1	1
120	образом в	1	1
121	на все	1	1
122	тех кто	1	1
123	и что	2	1
124	но только	1	1
125	наконец в	1	1
126	но она	1	1
127	в лучшем	1	1
128	в него	1	1
129	к которому	2	1
130	это наиболее	1	1
131	еще и	1	1
132	между тем	1	1
133	в виде	1	1
134	него и	1	1
135	или даже	2	1
136	ведь это	2	1
137	индивидуальность и	1	1
138	как только	2	1
139	на этот	1	1
140	мы еще	1	1
141	один из	1	1
142	в частности	2	1
143	он говорит	1	1
144	только для	1	1
145	не меняет	1	1
146	же самое	1	1
147	даже больше	1	1
148	кто не	1	1
149	она может	2	1
150	тем более	2	1
151	между ними	1	1
152	из тех	1	1
153	они не	1	1
