N	2gram	Tiupa_Anal_3	Vvedenie
1	и в	18	32
2	в том	9	31
3	в этом	14	30
4	том что	12	26
5	может быть	9	26
6	не только	22	22
7	для того	1	21
8	того чтобы	1	20
9	таким образом	4	19
10	то что	2	16
11	потому что	1	15
12	не может	2	14
13	в самом	5	13
14	в нем	2	13
15	о том	6	13
16	со стороны	9	13
17	в их	6	12
18	в общем	2	12
19	представляет собой	5	12
20	в его	7	12
21	того что	1	12
22	только в	2	12
23	и не	12	12
24	как на	1	12
25	как мы	1	11
26	в ее	3	11
27	в данном	4	11
28	что в	9	10
29	то же	3	9
30	в истории	1	9
31	и как	4	9
32	но в	2	9
33	по себе	4	9
34	как об	1	9
35	между тем	5	9
36	в той	2	9
37	этом смысле	1	9
38	это не	2	8
39	не в	6	8
40	тем не	2	8
41	не менее	4	8
42	с другой	7	8
43	именно в	3	8
44	самом деле	2	7
45	вопрос о	1	7
46	но не	7	7
47	все же	4	7
48	было бы	3	7
49	точки зрения	3	7
50	в применении	1	7
51	дело с	3	7
52	прежде всего	5	7
53	только как	1	7
54	из этих	3	6
55	том чтобы	1	6
56	его в	3	6
57	с тем	2	6
58	как и	14	6
59	к истории	1	6
60	вовсе не	1	6
61	в то	3	6
62	в качестве	12	6
63	же время	3	6
64	тем что	2	6
65	не могут	1	6
66	один из	2	6
67	этот вопрос	1	6
68	и его	13	6
69	и даже	8	6
70	до сих	1	6
71	но и	13	6
72	а именно	1	6
73	применении к	1	6
74	сих пор	1	6
75	все это	3	6
76	хотя бы	1	6
77	мере в	2	5
78	в целом	3	5
79	иное как	1	5
80	в широком	1	5
81	с их	3	5
82	об этом	2	5
83	на почве	1	5
84	данном случае	3	5
85	в них	2	5
86	но если	1	5
87	сказать что	2	5
88	могут быть	2	5
89	так что	1	5
90	уже в	3	5
91	не есть	4	5
92	что не	3	5
93	на этот	1	5
94	а не	9	5
95	по своему	2	5
96	в течение	1	5
97	как бы	10	5
98	в г	1	5
99	другой стороны	5	5
100	есть и	1	5
101	вместе с	2	5
102	связана с	1	4
103	как это	3	4
104	в первом	2	4
105	той же	5	4
106	мы имеем	5	4
107	что иное	1	4
108	по отношению	7	4
109	независимо от	1	4
110	как уже	2	4
111	от этого	1	4
112	уже не	5	4
113	так или	1	4
114	в себе	2	4
115	в своей	1	4
116	по крайней	4	4
117	как о	1	4
118	в тексте	9	4
119	в каждом	3	4
120	и т.д	2	4
121	внимание на	4	4
122	крайней мере	4	4
123	еще не	6	4
124	что он	4	4
125	и ее	2	4
126	с одной	2	4
127	одно из	1	4
128	всяком случае	2	4
129	само по	1	4
130	как раз	7	4
131	этом отношении	3	4
132	в особенности	3	4
133	что могло	1	4
134	одной стороны	2	4
135	или иначе	1	4
136	еще и	3	4
137	о чем	4	4
138	с этой	1	4
139	этом случае	1	4
140	и для	2	4
141	а в	10	4
142	не что	1	4
143	отношению к	7	4
144	во всяком	2	4
145	и есть	1	3
146	что уже	1	3
147	в сущности	5	3
148	говорить о	3	3
149	и на	4	3
150	он сам	1	3
151	своего рода	8	3
152	ответ на	3	3
153	сама по	2	3
154	хотя и	2	3
155	и к	4	3
156	сливается с	1	3
157	бы и	2	3
158	все эти	2	3
159	в этой	6	3
160	в известном	1	3
161	что она	2	3
162	при этом	11	3
163	если бы	1	3
164	не как	2	3
165	свое время	2	3
166	заключается в	1	3
167	в свое	2	3
168	со всей	1	3
169	от себя	1	3
170	и вот	2	3
171	однако в	5	3
172	дело в	2	3
173	дело не	3	3
174	своей природе	1	3
175	связи с	1	3
176	как будто	1	3
177	языков в	1	3
178	в ней	2	3
179	во второй	7	3
180	можно сказать	4	3
181	а также	2	3
182	в конечном	2	3
183	или как	1	3
184	известном смысле	1	3
185	одной из	1	3
186	в начале	6	3
187	в одном	4	3
188	в конце	5	3
189	что и	5	3
190	отношение к	1	3
191	а потому	1	3
192	говорит о	2	3
193	только по	1	3
194	из наиболее	1	3
195	зависит от	1	3
196	такого рода	5	3
197	да и	2	3
198	действительность в	1	3
199	в своем	4	3
200	но с	2	3
201	каждой из	1	3
202	к тому	6	3
203	в результате	5	3
204	к этому	3	3
205	в частности	12	3
206	гораздо более	2	3
207	это делает	1	2
208	и до	1	2
209	из его	1	2
210	что мы	2	2
211	мы уже	1	2
212	есть не	2	2
213	мы не	3	2
214	что если	1	2
215	того же	5	2
216	и был	1	2
217	целое и	1	2
218	время в	1	2
219	тогда как	20	2
220	учение о	1	2
221	всего к	1	2
222	к тексту	2	2
223	что каждая	1	2
224	не следует	1	2
225	о которой	2	2
226	в принципе	2	2
227	в силу	1	2
228	какой бы	1	2
229	одной и	2	2
230	подобно тому	3	2
231	но дело	1	2
232	такого же	1	2
233	в другом	1	2
234	входит в	2	2
235	в соответствии	2	2
236	на свои	1	2
237	о которых	2	2
238	во внимание	1	2
239	несмотря на	2	2
240	другое дело	1	2
241	должно быть	1	2
242	и тогда	1	2
243	не мог	2	2
244	и сейчас	1	2
245	с точки	2	2
246	состоит в	4	2
247	не столько	3	2
248	мысли и	1	2
249	и той	2	2
250	произведения и	2	2
251	культуры это	1	2
252	нашего времени	3	2
253	с теми	1	2
254	одна из	2	2
255	без остатка	2	2
256	никогда не	5	2
257	казалось бы	1	2
258	ничего не	3	2
259	его можно	1	2
260	у нас	1	2
261	художественной литературы	2	2
262	когда мы	2	2
263	истории не	2	2
264	с полной	1	2
265	той или	3	2
266	рядом с	1	2
267	то она	1	2
268	говоря уже	1	2
269	в дальнейшем	2	2
270	и сам	4	2
271	из двух	1	2
272	так и	14	2
273	не с	2	2
274	отсюда и	1	2
275	мог бы	1	2
