N	3gram	Voloshinov_1	Myshleni
1	с точки зрения	5	21
2	для того чтобы	1	18
3	в том что	2	13
4	так же как	1	7
5	с самого начала	2	7
6	к тому что	1	6
7	по отношению к	3	5
8	то же самое	1	5
9	в данном случае	2	5
10	с одной стороны	2	5
11	этой точки зрения	1	4
12	в самом деле	2	4
13	с этой точки	1	4
14	не может быть	4	4
15	на то что	1	4
16	на всем протяжении	1	4
17	только потому что	1	3
18	состоит в том	1	3
19	в этом отношении	1	3
20	в собственном смысле	1	3
21	одно и то	3	3
22	мы не можем	1	3
23	и то же	2	3
24	тем не менее	1	3
25	так же точно	1	3
26	как и в	1	3
27	том что в	1	2
28	нет и не	1	2
29	прежде всего в	1	2
30	на самом деле	1	2
31	слов и их	2	2
32	в отличие от	1	2
33	но мы должны	1	2
34	что в этом	1	2
35	все эти три	1	2
36	и вместе с	1	2
37	не чем иным	2	2
38	в последнее время	1	2
39	чем иным как	2	2
40	в конечном счете	1	2
41	и находит свое	1	1
42	неразрывно связаны между	1	1
43	что иное как	2	1
44	представим себе что	2	1
45	тех пор пока	3	1
46	только и может	1	1
47	быть не чем	1	1
48	подобно тому как	1	1
49	мы должны перейти	1	1
50	есть прежде всего	3	1
51	должно было бы	1	1
52	в этот вопрос	1	1
53	говорить и о	1	1
54	равно нулю в	1	1
55	и не может	1	1
56	во всей своей	1	1
57	в зависимости от	2	1
58	есть не что	2	1
59	можно было бы	1	1
60	основной методологический порок	1	1
61	до тех пор	4	1
62	в одном случае	1	1
63	может заставить нас	1	1
64	может быть не	1	1
65	если бы мы	1	1
66	этого мы должны	1	1
67	с другой стороны	2	1
68	само по себе	1	1
69	потому что они	1	1
70	внутренней речи чтобы	1	1
71	таким образом мы	1	1
72	зависимости от этого	2	1
73	включает в себя	1	1
74	то же слово	2	1
75	поводу только что	1	1
76	не что иное	2	1
77	в то же	1	1
78	всей своей полноте	1	1
79	прежде всего не	1	1
80	развития не может	1	1
