N	2gram	Ircho_Kome_2	Problemy
1	и в	26	35
2	как бы	2	31
3	и не	14	27
4	что он	5	24
5	в его	4	21
6	но в	3	19
7	как и	4	18
8	к себе	1	18
9	не может	3	18
10	о себе	1	17
11	в нем	6	16
12	то же	3	15
13	и все	2	15
14	в сущности	1	14
15	в этом	10	14
16	и его	12	14
17	для него	1	14
18	может быть	11	14
19	но и	10	14
20	все это	3	14
21	он не	2	13
22	к нему	3	13
23	человека из	1	13
24	и с	5	12
25	в другом	1	12
26	прежде всего	4	12
27	и к	2	12
28	в пределах	1	11
29	в то	6	11
30	самом деле	1	10
31	не только	7	10
32	не в	2	10
33	же время	3	10
34	героя и	1	10
35	то что	6	10
36	ни одного	1	9
37	все же	4	8
38	самого начала	1	8
39	как мы	4	8
40	с самого	2	8
41	так и	12	8
42	о мире	1	8
43	и для	4	8
44	потому что	6	8
45	еще не	6	7
46	с его	5	7
47	самим собой	1	7
48	там где	1	7
49	таким образом	6	7
50	для себя	1	7
51	и сам	3	7
52	вовсе не	2	7
53	так же	1	7
54	что же	1	7
55	точки зрения	4	7
56	человек из	1	7
57	с ним	1	7
58	а в	3	7
59	отношению к	3	7
60	и на	7	6
61	но не	3	6
62	по отношению	3	6
63	отношение к	2	6
64	в самом	4	6
65	что у	4	6
66	в каждом	3	6
67	в речах	2	6
68	к тому	12	6
69	в одном	2	6
70	и что	2	6
71	только в	4	6
72	на меня	1	6
73	не знает	1	6
74	что в	9	6
75	как в	3	5
76	в себе	1	5
77	пределах одного	1	5
78	на протяжении	10	5
79	он и	1	5
80	в конце	2	5
81	даже в	2	5
82	во время	6	5
83	да и	3	5
84	его с	1	5
85	и это	2	5
86	в том	11	5
87	с ними	2	5
88	так что	5	5
89	к самому	1	5
90	и даже	1	5
91	к своему	1	5
92	как к	1	5
93	в мире	2	4
94	в чем	1	4
95	нет и	2	4
96	та же	1	4
97	что это	4	4
98	на его	1	4
99	друг с	2	4
100	но все	3	4
101	же не	2	4
102	его в	4	4
103	в них	4	4
104	рядом с	2	4
105	в эту	1	4
106	в своей	3	4
107	друг другу	3	4
108	по себе	1	4
109	никогда не	1	4
110	и без	1	4
111	как раз	1	4
112	это слово	4	4
113	как будто	4	4
114	протяжении всего	1	4
115	той или	1	4
116	еще в	4	4
117	все его	1	4
118	между тем	4	4
119	наконец в	2	4
120	все время	2	4
121	теперь в	2	4
122	и у	2	4
123	только на	1	4
124	не принимает	1	4
125	всяком случае	2	4
126	так как	4	4
127	не о	1	4
128	у него	4	4
129	тем что	3	4
130	или иной	1	4
131	с другой	2	4
132	с другом	2	4
133	что не	1	4
134	до конца	1	4
135	а не	1	4
136	с которым	2	4
137	в творчестве	1	4
138	по своему	2	4
139	в той	2	4
140	бы в	2	4
141	тот же	2	4
142	во всяком	2	4
143	как его	1	3
144	за собой	2	3
145	обойтись без	1	3
146	говорить о	2	3
147	в виду	2	3
148	теперь на	1	3
149	бы то	2	3
150	во всех	3	3
151	в общем	1	3
152	в одной	2	3
153	с этим	5	3
154	когда он	1	3
155	в целом	4	3
156	все эти	1	3
157	тому же	11	3
158	то ни	2	3
159	знает что	1	3
160	было бы	8	3
161	этом смысле	2	3
162	этого не	1	3
163	с тем	5	3
164	в котором	3	3
165	ничего не	1	3
166	к концу	3	3
167	всего этого	1	3
168	в ее	2	3
169	с человеком	1	3
170	сводится к	1	3
171	и во	2	3
172	что и	7	3
173	это не	2	3
174	нуждается в	1	3
175	человека с	1	3
176	уже в	4	3
177	из них	7	3
178	в диалоге	1	3
179	другого и	1	3
180	а с	1	3
181	со словом	1	3
182	в реальном	1	3
183	в начале	4	3
184	которой он	1	3
185	не мог	1	3
186	и от	4	3
187	это как	1	3
188	ни было	2	3
189	том что	9	3
190	сказать что	1	3
191	другой стороны	1	3
192	бы его	1	3
193	например в	3	2
194	и отчасти	1	2
195	в первом	2	2
196	из его	2	2
197	и этот	1	2
198	да еще	2	2
199	надо было	3	2
200	время как	2	2
201	в каждой	1	2
202	в ней	3	2
203	столь же	9	2
204	что его	3	2
205	должна была	2	2
206	с которыми	2	2
207	отличие от	2	2
208	не просто	1	2
209	однако в	2	2
210	по которому	1	2
211	в своем	6	2
212	в душу	1	2
213	мы можем	3	2
214	и слова	1	2
215	хотя и	4	2
216	и как	1	2
217	в которой	5	2
218	бы и	2	2
219	мне не	1	2
220	он то	1	2
221	как он	3	2
222	их в	1	2
223	на этом	2	2
224	а затем	5	2
225	той же	3	2
226	это было	4	2
227	было в	1	2
228	много раз	1	2
229	уж не	1	2
230	ни в	5	2
231	но уже	1	2
232	в этих	4	2
233	с точки	1	2
234	в отличие	2	2
235	как можно	1	2
236	можем сказать	1	2
237	тому что	4	2
238	вопрос о	3	2
239	не менее	4	2
240	своего героя	1	2
241	этих двух	1	2
242	по своей	1	2
243	iv в	34	2
244	такая же	2	2
245	обращает на	5	2
246	бы он	1	2
247	для его	1	2
248	из их	1	2
249	так в	2	2
250	приводит к	1	2
251	с собой	2	2
252	можно было	4	2
253	времени и	1	2
254	мог бы	1	2
255	жизнь и	1	2
256	в построении	2	2
257	о том	6	2
258	и та	1	2
259	отца не	1	2
260	среди других	1	2
261	одной из	4	2
262	что даже	1	2
263	себя в	3	2
264	со своим	1	2
265	конечно не	1	2
266	в большинстве	1	2
267	в жизни	1	2
268	большинстве случаев	1	2
269	за ним	1	2
270	этот раз	4	2
271	мы знаем	3	2
272	друг друга	3	2
273	тогда в	1	2
274	что на	3	2
275	здесь в	3	2
276	говорит о	1	2
277	действующими лицами	1	2
278	на этот	4	2
279	одна и	1	2
280	мы видели	1	2
281	вместе с	9	2
282	сделать его	1	2
283	него на	1	2
284	отрывок из	1	2
285	нет ни	1	2
286	себя то	1	2
287	из этого	2	2
288	материал для	1	2
289	с этой	3	2
290	здесь есть	1	2
291	это уже	1	2
292	или в	3	2
293	и ни	1	2
294	хотя бы	2	2
295	будто бы	1	2
296	в последнем	1	2
297	того времени	3	2
298	мысль и	1	2
299	одним из	2	1
300	с кем	1	1
301	кажется в	1	1
302	победы над	1	1
303	правда и	1	1
304	что эти	1	1
305	в доме	6	1
306	отношения к	1	1
307	в их	3	1
308	по его	1	1
309	которыми он	1	1
310	б и	4	1
311	мы не	2	1
312	благодаря тому	1	1
313	они были	1	1
314	но даже	1	1
315	ему в	1	1
316	один пример	1	1
317	то это	2	1
318	сказать о	2	1
319	того же	3	1
320	свою очередь	1	1
321	и самого	1	1
322	собой в	1	1
323	он был	2	1
324	ни одно	1	1
325	служит для	1	1
