N	2gram	Losev_Prob_5	Stilisti
1	и в	30	42
2	не только	18	27
3	как бы	6	27
4	прежде всего	6	22
5	хотя бы	2	17
6	то же	2	15
7	но и	13	15
8	и не	12	14
9	не может	5	12
10	может быть	7	12
11	мы уже	1	11
12	как и	7	11
13	точки зрения	10	11
14	отнюдь не	4	10
15	в этом	17	10
16	и как	6	10
17	как мы	2	10
18	мы должны	1	10
19	мы не	2	9
20	при этом	4	9
21	в то	4	9
22	для того	3	9
23	то что	18	9
24	в ней	3	8
25	все же	9	8
26	в себе	4	8
27	таким образом	13	8
28	тем самым	1	8
29	и это	1	8
30	с тем	5	8
31	и на	6	7
32	в которой	5	7
33	было бы	4	7
34	и тем	3	7
35	так как	6	7
36	никогда не	7	7
37	же время	1	7
38	потому что	13	7
39	того чтобы	2	7
40	ничего не	2	7
41	с его	1	7
42	только в	9	7
43	и его	6	7
44	мы можем	5	7
45	а не	5	7
46	и от	1	7
47	мы будем	2	6
48	в этой	10	6
49	на его	2	6
50	в нем	6	6
51	не в	7	6
52	в области	2	6
53	когда мы	1	6
54	так и	7	6
55	другими словами	1	6
56	в форме	1	6
57	и так	1	6
58	в конце	8	6
59	или иной	1	6
60	в свою	2	6
61	уже в	2	5
62	в нашем	1	5
63	и наконец	1	5
64	и с	5	5
65	того или	1	5
66	же мы	1	5
67	с точки	8	5
68	тому что	1	5
69	а в	6	5
70	те же	1	5
71	в его	12	5
72	и следовательно	1	5
73	и является	2	5
74	и их	5	5
75	с помощью	2	5
76	вместе с	7	5
77	как это	1	5
78	своей жизни	1	5
79	у которого	2	5
80	если б	1	4
81	и то	5	4
82	самом деле	2	4
83	или иную	1	4
84	тем же	3	4
85	что именно	2	4
86	и к	4	4
87	но в	9	4
88	с определенной	1	4
89	в самом	5	4
90	что это	1	4
91	уже не	6	4
92	можно было	2	4
93	его в	6	4
94	ту или	1	4
95	художественного творчества	8	4
96	и без	2	4
97	самого начала	1	4
98	на него	2	4
99	у нас	7	4
100	но все	4	4
101	к тому	2	4
102	той или	1	4
103	на это	1	4
104	с самого	1	4
105	о том	12	4
106	можно сказать	6	4
107	все время	3	4
108	того что	3	4
109	один из	2	4
110	мы увидим	1	4
111	в обществе	1	4
112	в качестве	4	4
113	если мы	1	4
114	вопроса о	1	4
115	были бы	1	4
116	о своей	1	4
117	не просто	5	4
118	а с	4	4
119	то есть	21	4
120	к своему	1	4
121	не что	3	4
122	все это	1	4
123	бы в	1	4
124	зрения в	1	4
125	человека не	1	4
126	природы или	1	4
127	так же	5	4
128	отношения к	1	3
129	на самом	1	3
130	является наиболее	2	3
131	жизни это	1	3
132	еще не	3	3
133	то он	1	3
134	нет и	1	3
135	или иное	1	3
136	перед нами	1	3
137	хотя и	8	3
138	если он	2	3
139	не к	2	3
140	и вот	1	3
141	их в	1	3
142	здесь мы	1	3
143	не будет	2	3
144	об этом	4	3
145	это не	2	3
146	не мог	4	3
147	том что	17	3
148	что такое	1	3
149	что было	1	3
150	связи с	7	3
151	до того	1	3
152	да и	2	3
153	слова но	1	3
154	что оно	1	3
155	в виду	3	3
156	в ее	3	3
157	то или	1	3
158	что у	5	3
159	и здесь	1	3
160	должно было	1	3
161	нуждается в	1	3
162	то мы	1	3
163	жизни и	2	3
164	конечно не	2	3
165	только на	1	3
166	из них	2	3
167	не так	4	3
168	в котором	2	3
169	в одном	3	3
170	от того	1	3
171	что и	6	3
172	и даже	14	3
173	конце концов	6	3
174	если не	4	3
175	в тех	1	3
176	как только	1	3
177	в начале	3	3
178	но для	2	3
179	тех или	2	3
180	и для	6	3
181	для нас	10	3
182	и все	9	3
183	главным образом	1	3
184	но вот	1	3
185	о своем	2	3
186	сказать что	9	3
187	я и	1	2
188	также и	12	2
189	человека и	4	2
190	нас не	3	2
191	его не	2	2
192	мы имеем	2	2
193	вопрос о	1	2
194	но даже	4	2
195	и он	4	2
196	иное как	3	2
197	и всего	1	2
198	но не	7	2
199	только потому	1	2
200	значение и	2	2
201	только тогда	3	2
202	отношение к	2	2
203	и разными	1	2
204	оно является	1	2
205	первый взгляд	1	2
206	как в	2	2
207	и нет	2	2
208	бы и	1	2
209	все эти	2	2
210	чуть ли	1	2
211	бы не	3	2
212	и те	1	2
213	тому же	1	2
214	и сам	4	2
215	ясно что	4	2
216	общества в	1	2
217	человечества но	1	2
218	с этим	1	2
219	не всегда	3	2
220	и при	1	2
221	в своей	22	2
222	ли он	2	2
223	в отношении	3	2
224	для всякого	1	2
225	однако в	3	2
226	который мы	1	2
227	которого и	2	2
228	что иное	3	2
229	этом отношении	1	2
230	или иных	2	2
231	за ними	2	2
232	ли не	2	2
233	здесь не	7	2
234	человеческой истории	1	2
235	в дальнейшем	7	2
236	как с	2	2
237	и когда	1	2
238	художественное творчество	5	2
239	из двух	1	2
240	времени и	1	2
241	и вообще	9	2
242	с ним	3	2
243	по своей	2	2
244	почему же	1	2
245	в значительной	2	2
246	к нему	3	2
247	в середине	2	2
248	не должен	1	2
249	в него	1	2
250	в том	12	2
251	тот же	3	2
252	одной из	1	2
253	что он	7	2
254	в какой	2	2
255	для всех	1	2
256	да еще	1	2
257	слова не	1	2
258	в душе	1	2
259	себе в	1	2
260	для них	3	2
261	заметить что	1	2
262	тем что	2	2
263	даже и	4	2
264	перейти к	3	2
265	нужно было	1	2
266	а на	1	2
267	еще и	4	2
268	больше и	1	2
269	не было	1	2
270	зависит от	1	2
271	до конца	1	2
272	в связи	7	2
273	равно как	2	2
274	и потому	1	2
275	как одно	1	2
276	в предыдущей	1	2
277	у человека	1	2
278	из которых	1	2
279	в первой	2	2
280	сих пор	2	2
281	но это	1	2
282	при всем	2	2
283	только одна	1	2
284	или в	4	2
285	на первый	1	2
286	у них	1	2
287	мы как	1	2
288	несмотря на	6	2
289	этот вопрос	1	2
290	с ней	1	2
291	не говоря	1	2
292	в частности	4	2
293	к этому	2	2
294	в голову	1	2
295	в своих	1	2
296	гораздо более	4	2
297	смысле слова	3	1
298	к людям	4	1
299	увидим ниже	1	1
300	в христианском	1	1
301	к своей	1	1
302	и до	2	1
303	и самое	1	1
304	от всяких	2	1
305	в их	1	1
306	те времена	2	1
307	из всех	2	1
308	важно для	1	1
309	зрения весь	1	1
310	с более	1	1
311	которую мы	1	1
312	бы что	1	1
313	еще до	2	1
314	я не	2	1
315	жизни как	1	1
