N	4gram	Bakhtin_Fr_3	Problema
1	не что иное как	1	3
2	есть не что иное	1	3
3	в том числе и	2	2
4	одной и той же	2	2
5	в связи с этим	1	2
6	мы имеем в виду	1	1
7	время не может быть	1	1
8	но как раз это	1	1
9	xix и xx веков	1	1
10	в той или иной	2	1
11	сказать несколько слов о	1	1
12	какой бы то ни	1	1
13	и не может быть	1	1
14	о том что в	1	1
15	бы то ни было	1	1
16	и в данном случае	1	1
17	в обычном смысле слова	1	1
18	всегда в той или	1	1
19	и в настоящее время	1	1
20	свидетельствует о том что	1	1
21	в узком смысле слова	1	1
22	в точном смысле слова	1	1
23	одним и тем же	1	1
24	и xx веков в	1	1
