N	3gram	Medvedev_F_1	Myshleni
1	с точки зрения	13	18
2	в том что	1	15
3	с другой стороны	1	9
4	с одной стороны	4	8
5	с самого начала	1	8
6	по отношению к	4	7
7	заключается в том	1	6
8	вместе с тем	1	5
9	в целом и	1	5
10	по сравнению с	1	5
11	так же как	1	5
12	не может быть	5	5
13	же как и	1	4
14	до сих пор	6	4
15	в высшей степени	1	4
16	но вместе с	1	4
17	в этом отношении	1	4
18	смысле этого слова	3	3
19	к тому что	1	3
20	в том чтобы	2	3
21	во всяком случае	4	3
22	в свою очередь	6	3
23	и тем самым	1	3
24	друг от друга	2	3
25	по своей природе	1	2
26	он должен быть	1	2
27	прежде всего в	3	2
28	что перед нами	1	2
29	как если бы	2	2
30	в зависимости от	2	2
31	между этими двумя	1	2
32	то же время	8	2
33	и в частности	2	2
34	чтобы убедиться в	2	2
35	в данном случае	1	2
36	от того что	1	2
37	все более и	2	2
38	вместо того чтобы	1	2
39	более и более	2	2
40	в то же	8	2
41	таким образом чтобы	1	1
42	не могло не	2	1
43	во всей полноте	1	1
44	в чем же	1	1
45	на самом деле	6	1
46	со всей полнотой	1	1
47	и все остальные	1	1
48	в этом смысле	1	1
49	и до конца	3	1
50	должен был бы	1	1
51	таким образом оказывается	1	1
52	в этом пункте	2	1
53	как раз и	1	1
54	во всех своих	1	1
55	и не может	2	1
56	в своей книге	2	1
57	и заключается в	1	1
58	и в то	1	1
59	две основные функции	1	1
60	связано с действительностью	1	1
61	в отличие от	1	1
62	но и в	1	1
63	как мы увидим	2	1
64	же время не	1	1
65	ни в его	1	1
66	том числе и	1	1
67	и как бы	1	1
68	с этой точки	1	1
69	в своем исследовании	1	1
70	одной стороны и	4	1
71	к вопросу об	1	1
72	мышления с его	1	1
73	это не могло	1	1
74	мы наблюдаем в	1	1
75	в его исследовании	1	1
76	сих пор почти	1	1
77	и с точки	1	1
78	может показаться что	1	1
79	лежит в самой	1	1
80	состоит в том	1	1
81	не столько в	1	1
82	и в этом	2	1
83	дело шло о	1	1
84	эту проблему и	1	1
85	к его отдельным	1	1
86	в строгом смысле	2	1
87	и от всех	1	1
88	тех проблем которые	1	1
89	во внешнем мире	1	1
90	свою очередь является	2	1
91	в целом ряде	2	1
92	последовательно и до	1	1
93	все то что	1	1
94	и пр и	2	1
95	этой точки зрения	1	1
96	живет и развивается	1	1
97	в центр внимания	1	1
98	убедиться в этом	2	1
99	совершенно независимо от	1	1
100	как и все	2	1
101	мы не можем	2	1
102	это значит что	1	1
103	всего того что	1	1
104	нашей работы мы	1	1
105	зависимости от этого	1	1
106	не только не	2	1
107	что в данном	1	1
108	но все же	1	1
109	в этой книге	1	1
110	один из важнейших	1	1
111	к действительности и	1	1
112	хотя бы в	1	1
113	в самом конце	1	1
114	в том числе	1	1
115	сама по себе	2	1
116	тому что он	1	1
117	пр и пр	2	1
118	и т д	8	1
119	тем не менее	1	1
120	то же что	1	1
121	независимо друг от	1	1
122	мы уже знаем	1	1
123	в жизни и	1	1
124	ничем не связанных	2	1
