N	2gram	Tiupa_Narr_2	StatiiOP
1	и в	13	29
2	том что	13	27
3	в том	14	27
4	в этом	13	21
5	не только	26	19
6	но и	15	19
7	что в	4	19
8	о том	5	17
9	в его	6	13
10	что он	5	13
11	в которой	1	11
12	то что	8	11
13	все это	1	11
14	таким образом	5	10
15	к тому	9	10
16	и т	2	9
17	в своем	6	9
18	он не	5	9
19	потому что	2	9
20	так и	9	9
21	этом отношении	3	9
22	и не	14	9
23	как на	2	9
24	но в	6	8
25	как раз	3	8
26	по поводу	2	8
27	я не	5	7
28	в ней	2	7
29	в самом	2	7
30	в своей	4	7
31	в котором	5	7
32	не столько	5	7
33	тому что	3	7
34	для того	1	7
35	в виду	1	7
36	вместе с	1	7
37	одним из	1	6
38	вопрос о	1	6
39	все же	6	6
40	вовсе не	2	6
41	того чтобы	3	6
42	и его	3	6
43	об этом	4	6
44	и что	2	6
45	в одном	1	6
46	до сих	1	6
47	в течение	2	6
48	было бы	2	5
49	точки зрения	5	5
50	того что	6	5
51	между тем	3	5
52	в качестве	14	5
53	своего рода	9	5
54	прежде всего	6	5
55	а не	17	5
56	о чем	2	5
57	в той	5	5
58	как бы	6	5
59	сих пор	1	5
60	хотя и	5	4
61	и к	6	4
62	по словам	2	4
63	в нем	5	4
64	что у	2	4
65	в другом	4	4
66	и с	1	4
67	должен был	2	4
68	не в	8	4
69	ничего не	6	4
70	у шекспира	1	4
71	но также	2	4
72	и о	1	4
73	времени и	4	4
74	внимание на	3	4
75	но с	1	4
76	связи с	1	4
77	для него	4	4
78	с другой	5	4
79	именно в	2	4
80	действующих лиц	3	4
81	в речи	1	4
82	в частности	11	4
83	еще более	1	4
84	а как	3	4
85	в романе	1	4
86	к этому	1	4
87	например в	1	3
88	же как	2	3
89	самом деле	3	3
90	на самом	2	3
91	по его	2	3
92	его не	1	3
93	оба эти	1	3
94	хотя бы	2	3
95	подчеркнуть что	2	3
96	и он	2	3
97	но не	3	3
98	могло быть	1	3
99	в общем	1	3
100	как в	5	3
101	что это	4	3
102	в известном	3	3
103	тому же	4	3
104	в начале	2	3
105	которой является	1	3
106	ни в	1	3
107	не мог	1	3
108	в этих	1	3
109	и сейчас	1	3
110	но он	2	3
111	не менее	4	3
112	на рубеже	1	3
113	в обоих	2	3
114	одной из	1	3
115	иметь в	1	3
116	не могло	2	3
117	никогда не	6	3
118	на себя	1	3
119	и по	3	3
120	тем что	1	3
121	у нас	2	3
122	у меня	2	3
123	сомневаться в	1	3
124	оно не	2	3
125	ни у	1	3
126	действующие лица	1	3
127	на нее	1	3
128	и здесь	2	3
129	как у	4	3
130	наконец в	1	3
131	но это	2	3
132	так что	1	3
133	с нею	2	3
134	ни одного	1	3
135	всяком случае	1	3
136	т п	2	3
137	и даже	3	3
138	а с	2	3
139	пушкина как	1	3
140	так же	2	3
141	xix века	1	3
142	не является	4	3
143	другое дело	1	3
144	давно уже	2	3
145	во всяком	1	3
146	также и	1	2
147	того же	1	2
148	думал о	1	2
149	тем же	1	2
150	из его	1	2
151	то же	4	2
152	в полной	1	2
153	пребывания в	3	2
154	это время	1	2
155	с его	3	2
156	присутствует в	2	2
157	тогда как	15	2
158	отличие от	5	2
159	что они	3	2
160	на то	2	2
161	мере в	2	2
162	в одной	1	2
163	образцом для	1	2
164	и как	1	2
165	по пути	1	2
166	более или	1	2
167	все эти	3	2
168	в этой	4	2
169	в себе	8	2
170	как он	2	2
171	при этом	14	2
172	если бы	4	2
173	тем не	5	2
174	не к	4	2
175	и более	2	2
176	конечно в	1	2
177	это было	1	2
178	истории и	1	2
179	которая была	1	2
180	в это	1	2
181	как и	4	2
182	несмотря на	2	2
183	или менее	1	2
184	в отношении	1	2
185	с точки	2	2
186	в отличие	5	2
187	что я	3	2
188	от его	2	2
189	что было	1	2
190	не могли	1	2
191	нет никакого	1	2
192	но они	1	2
193	что с	2	2
194	в то	5	2
195	дело не	1	2
196	не имеет	2	2
197	в процессе	2	2
198	это еще	1	2
199	только не	2	2
200	и теперь	1	2
201	не может	8	2
202	не по	1	2
203	только с	1	2
204	в области	2	2
205	в каком	1	2
206	например что	1	2
207	чтобы сделать	1	2
208	где он	1	2
209	меня в	1	2
210	в ее	4	2
211	в классической	1	2
