N	3gram	Vinokur_Ku_2	Narrotol
1	в том что	10	8
2	в данном случае	1	6
3	не только в	4	6
4	в отличие от	2	5
5	с одной стороны	1	5
6	состоит в том	1	4
7	о том что	1	4
8	к тому же	1	4
9	тем не менее	5	4
10	в соответствии с	2	3
11	в этом отношении	3	3
12	в известном смысле	1	3
13	того или иного	2	3
14	то же время	3	3
15	в конечном счете	2	3
16	можно сказать что	2	3
17	в то же	3	3
18	к тому что	1	3
19	хотя и не	1	2
20	с точки зрения	8	2
21	на самом деле	2	2
22	все те же	1	2
23	и т п	24	2
24	в той мере	1	2
25	у нас нет	1	2
26	точно так же	3	2
27	так же как	2	2
28	той мере в	1	2
29	мере в какой	1	2
30	не может быть	4	2
31	что иное как	1	1
32	то что я	1	1
33	в данный момент	1	1
34	иметь в виду	1	1
35	в этом последнем	1	1
36	в самом деле	7	1
37	и к этому	1	1
38	в этом смысле	5	1
39	по сравнению с	1	1
40	что это все	1	1
41	в зависимости от	4	1
42	что все эти	3	1
43	вследствие того что	1	1
44	вместо того чтобы	1	1
45	об этом в	1	1
46	в последние десятилетия	1	1
47	можно было бы	9	1
48	между тем не	1	1
49	на этот вопрос	2	1
50	и здесь мы	1	1
51	том смысле как	1	1
52	в противном случае	1	1
53	т п все	1	1
54	может быть только	2	1
55	до сих пор	1	1
56	так или иначе	2	1
57	что можно сказать	2	1
58	то время как	1	1
59	за собой и	1	1
60	необходимо должна быть	1	1
61	и все его	1	1
62	п все эти	1	1
63	а также и	1	1
64	ровным счетом ничего	1	1
65	тот ни другой	1	1
66	по природе своей	1	1
67	всю свою жизнь	1	1
68	не в том	1	1
69	в том или	1	1
70	в связи с	3	1
71	что я не	3	1
72	нет никаких оснований	1	1
73	во всяком случае	5	1
74	ответ на этот	1	1
75	и не должен	1	1
76	данном случае в	1	1
77	и в других	1	1
78	т п не	1	1
79	этой точки зрения	2	1
80	право говорить и	1	1
81	потому что я	1	1
82	есть не что	1	1
83	едва ли не	1	1
84	но с другой	1	1
85	в то время	1	1
86	с этой точки	2	1
87	ни тот ни	1	1
88	является ли это	2	1
89	по его мнению	1	1
90	за которым не	1	1
91	в большинстве случаев	1	1
92	это действительно так	1	1
93	в том смысле	1	1
94	в силу своей	1	1
95	не что иное	1	1
96	человек в разговоре	1	1
97	для того чтобы	8	1
98	том или ином	1	1
99	одна за другой	1	1
100	и в другом	2	1
