N	3gram	Bakhtin_Fr_2	StatiiOP
1	в том что	1	11
2	не может быть	4	5
3	с точки зрения	5	4
4	в этом отношении	3	4
5	во всяком случае	2	4
6	с другой стороны	3	4
7	о том что	3	4
8	в г в	1	3
9	прежде всего в	1	3
10	в конце концов	1	3
11	то же время	6	3
12	не только в	5	3
13	на то что	1	3
14	в то же	6	3
15	в эту эпоху	4	2
16	но и в	4	2
17	до сих пор	4	2
18	в том чтобы	1	2
19	с одной стороны	3	2
20	все более и	1	2
21	более и более	1	2
22	но все же	2	2
23	только тогда когда	1	2
24	мы имеем в	1	2
25	в предисловии к	1	2
26	можно сказать что	2	1
27	потому что в	1	1
28	и той же	1	1
29	на самом деле	1	1
30	в одной из	1	1
31	до нас дошел	1	1
32	известно что эта	1	1
33	в наше время	1	1
34	в собственном смысле	2	1
35	находит свое выражение	1	1
36	свидетельствуют о том	1	1
37	что в них	1	1
38	чем же состоит	1	1
39	то что в	1	1
40	в значительной мере	1	1
41	на немецкий язык	1	1
42	в своей статье	2	1
43	это место в	1	1
44	в творчестве самого	1	1
45	в том же	1	1
46	в году в	2	1
47	в чем же	1	1
48	прежде всего необходимо	1	1
49	в какой степени	1	1
50	хорошо говорит о	1	1
51	ни на что	1	1
52	я имею в	1	1
53	относится к году	1	1
54	было бы неправильно	1	1
55	в свое время	3	1
56	до наших дней	2	1
57	таким образом в	1	1
58	имею в виду	1	1
59	прежде всего от	2	1
60	на протяжении всего	5	1
61	не только не	1	1
62	во время его	2	1
63	была для него	1	1
64	одной и той	1	1
65	к нему все	1	1
66	вовсе не является	1	1
67	для того чтобы	1	1
68	и на этой	1	1
69	как мы видели	2	1
