N	3gram	Voloshinov_1	Vladivir
1	о том что	2	7
2	в том что	1	7
3	в свое время	1	5
4	дело в том	1	4
5	в этом смысле	3	4
6	не может быть	3	3
7	мы знаем что	1	2
8	но даже и	1	2
9	на первый план	1	2
10	так как он	1	2
11	в году в	1	2
12	во всяком случае	3	2
13	можно сказать что	3	2
14	для того чтобы	1	2
15	как это делает	1	1
16	что иное как	1	1
17	в чем не	3	1
18	на протяжении всей	2	1
19	уже не может	1	1
20	в самом деле	2	1
21	несколько слов о	1	1
22	нам кажется что	2	1
23	этим и объясняется	1	1
24	как это было	1	1
25	в этой борьбе	1	1
26	нас здесь интересует	1	1
27	бы то ни	1	1
28	он не был	1	1
29	может быть речи	1	1
30	а в конце	1	1
31	для него только	1	1
32	жизни и деятельности	1	1
33	вместе с тем	1	1
34	то ни было	1	1
35	с одной стороны	1	1
36	в связи с	1	1
37	и в этом	2	1
38	но в общем	2	1
39	а с другой	1	1
40	имеем дело с	1	1
41	в этот момент	1	1
42	мы уже знаем	1	1
43	со всеми его	1	1
44	в разных местах	1	1
45	и ни в	1	1
46	ни в чем	3	1
47	для нас очень	1	1
48	в переводе на	2	1
49	так и в	1	1
50	это и есть	1	1
51	еще в году	1	1
52	и теперь в	1	1
53	но отнюдь не	2	1
54	и можно сказать	1	1
55	в известной степени	1	1
56	на всю жизнь	1	1
57	едва ли так	1	1
58	свое время и	1	1
59	не что иное	1	1
60	случае не может	1	1
61	и с его	2	1
62	в этом отношении	1	1
