N	2gram	Bakhtin_Fr_8	Narrotol
1	не только	8	31
2	но и	9	27
3	и не	9	23
4	при этом	4	19
5	может быть	3	15
6	в качестве	4	14
7	в частности	7	14
8	как и	5	13
9	а не	2	13
10	а в	2	13
11	в этом	14	12
12	только в	9	12
13	и в	56	11
14	в данном	2	11
15	состоит в	1	10
16	своего рода	5	10
17	и его	12	10
18	то есть	24	9
19	времени и	4	9
20	во времени	1	9
21	то что	3	9
22	то же	11	8
23	не может	2	8
24	данном случае	2	8
25	в том	13	8
26	уже не	3	8
27	и т.п	11	8
28	но в	6	7
29	том что	8	7
30	если бы	2	7
31	на протяжении	1	7
32	у него	7	7
33	и он	1	6
34	в самом	9	6
35	не в	3	6
36	в этой	6	6
37	в себе	4	6
38	тому же	1	6
39	не мог	3	6
40	к тому	1	6
41	и т.д	3	6
42	в его	18	6
43	как бы	11	6
44	один из	5	6
45	как раз	2	6
46	а также	3	6
47	жизни и	1	6
48	и на	7	5
49	той или	2	5
50	как правило	1	5
51	перед нами	3	5
52	так и	13	5
53	точки зрения	6	5
54	в своей	2	5
55	потому что	6	5
56	можно сказать	2	5
57	точка зрения	2	5
58	действующих лиц	2	5
59	еще не	10	4
60	с его	5	4
61	но не	5	4
62	как в	1	4
63	все же	2	4
64	хотя и	2	4
65	из этих	1	4
66	в нем	8	4
67	в мире	2	4
68	из них	2	4
69	и тем	1	4
70	в одном	2	4
71	в то	12	4
72	одна из	4	4
73	в эпизоде	4	4
74	не по	1	4
75	того чтобы	4	4
76	никогда не	5	4
77	что на	2	4
78	в ней	4	4
79	так в	1	4
80	о том	4	4
81	же время	10	4
82	к нему	2	4
83	в литературе	3	4
84	того что	1	4
85	для него	2	4
86	слова в	1	4
87	или иной	1	4
88	прежде всего	6	4
89	мира в	1	4
90	в речи	2	4
91	и конца	1	4
92	однако и	1	4
93	имеет место	1	4
94	как известно	1	3
95	речь идет	1	3
96	также и	2	3
97	и то	2	3
98	самом деле	2	3
99	идет о	1	3
100	мы не	2	3
101	этого эпизода	1	3
102	в центре	2	3
103	в своем	3	3
104	и как	2	3
105	эпизоды в	1	3
106	в нашем	2	3
107	он не	5	3
108	для того	2	3
109	подобно тому	1	3
110	и с	8	3
111	это не	2	3
112	начала и	4	3
113	в слове	2	3
114	не всегда	1	3
115	в современной	1	3
116	еще раз	1	3
117	и ее	4	3
118	их в	4	3
119	но они	1	3
120	картины мира	2	3
121	о них	2	3
122	как будто	1	3
123	этом отношении	1	3
124	начиная с	2	3
125	и о	3	3
126	но при	1	3
127	еще в	1	3
128	когда в	2	3
129	его жизни	2	3
130	лишь в	1	3
131	между тем	3	3
132	что он	2	3
133	по отношению	1	3
134	в пространстве	1	3
135	именно в	1	3
136	не было	5	3
137	тому как	1	3
138	в начале	1	3
139	это уже	1	3
140	и все	6	3
141	отношению к	1	3
142	что в	5	3
143	тем же	1	2
144	и для	2	2
145	в сущности	8	2
146	ему в	1	2
147	меньшей степени	3	2
148	и самого	1	2
149	между собой	1	2
150	в чем	1	2
151	чем это	1	2
152	в зеркале	1	2
153	отличие от	1	2
154	в едином	3	2
155	в той	6	2
156	из уст	1	2
157	та же	1	2
158	в известном	2	2
159	лица и	1	2
160	роль в	5	2
161	на две	2	2
162	так сказать	5	2
163	слово это	1	2
164	о смерти	1	2
165	ключ к	1	2
166	и еще	2	2
167	и вот	1	2
168	это было	1	2
169	и иных	1	2
170	тот самый	1	2
171	он и	2	2
172	и тогда	1	2
173	в этих	11	2
174	в отличие	1	2
175	сих пор	8	2
176	национального языка	3	2
177	не имеет	1	2
178	дело в	2	2
179	и сама	1	2
180	дело не	2	2
181	казалось бы	3	2
182	и является	1	2
183	связи с	6	2
184	ни о	2	2
185	же самое	1	2
186	они и	1	2
187	как мы	7	2
188	с ее	5	2
189	здесь не	1	2
190	другой стороны	2	2
191	в пределах	5	2
192	особенно в	1	2
193	она была	1	2
194	с ним	2	2
195	точек зрения	2	2
196	ситуации и	1	2
197	до сих	8	2
198	с другой	2	2
199	времени в	3	2
200	это была	3	2
201	тем или	1	2
202	в форме	3	2
203	и только	1	2
204	же в	1	2
205	большей или	3	2
206	известном смысле	1	2
207	дело с	1	2
208	где они	1	2
209	себя в	1	2
210	только на	2	2
211	до конца	11	2
212	его и	1	2
213	к ним	2	2
214	мы можем	1	2
215	каждый из	1	2
216	где в	1	2
217	в особенности	4	2
218	и даже	8	2
219	в области	5	2
220	в результате	5	2
221	как у	1	2
222	после смерти	1	2
223	и притом	1	2
224	а на	2	2
225	вместе с	2	2
226	к его	3	2
227	по своему	8	2
228	в первой	3	2
229	быть и	1	2
230	и действия	1	2
231	в связи	3	2
232	и от	1	2
233	не подлежит	3	2
234	в году	3	2
235	или иным	1	2
236	сливаются в	3	2
237	прошлого и	1	2
238	в романе	21	2
239	между ними	2	2
240	сказать что	3	2
241	и будущего	1	2
242	по причине	1	2
243	говоря о	1	1
244	одним из	5	1
245	чтобы не	1	1
246	диалогический момент	1	1
247	жил в	1	1
248	на самом	2	1
249	в приведенном	1	1
250	характерное для	1	1
251	и которому	1	1
252	и до	10	1
253	имена с	1	1
254	мы уже	10	1
255	из всех	2	1
256	например в	4	1
257	что между	1	1
258	он как	1	1
259	все четыре	1	1
260	события так	2	1
261	и другая	1	1
262	всю ночь	1	1
263	из которых	2	1
264	имеется ряд	1	1
265	жизни это	1	1
266	прибегает к	2	1
267	пребывания в	1	1
268	и сами	1	1
269	он был	12	1
270	бы то	2	1
271	сказать и	1	1
272	и главное	1	1
273	различия между	1	1
274	события как	1	1
275	первой половины	1	1
276	значение и	2	1
277	с отцом	1	1
278	так можно	1	1
279	исторической жизни	2	1
280	еще и	3	1
281	когда он	2	1
282	целый ряд	2	1
283	то был	1	1
284	и наконец	3	1
285	и какой	1	1
286	и к	4	1
287	самом начале	1	1
288	в точке	2	1
289	в действительности	2	1
290	за собой	1	1
291	с детьми	1	1
292	шире и	1	1
293	и придает	1	1
294	в которой	4	1
295	что это	4	1
296	это за	1	1
297	за это	2	1
298	во многих	1	1
299	что даже	1	1
300	свой особый	1	1
301	но ведь	1	1
302	претендовать на	1	1
303	как он	1	1
304	но на	1	1
305	всей его	1	1
306	что она	2	1
307	главным образом	3	1
308	главное в	1	1
309	в реальной	1	1
310	не как	2	1
311	новое и	3	1
312	друг с	1	1
313	какой бы	1	1
314	людей и	2	1
315	так например	2	1
316	в нее	1	1
317	таким образом	17	1
318	правило не	1	1
319	то ни	2	1
320	деталей в	1	1
321	связей в	2	1
322	той же	6	1
323	глубокий и	1	1
324	его в	2	1
325	с другими	1	1
326	еще вернемся	1	1
327	это одна	1	1
328	в речевом	2	1
329	в большей	3	1
330	отражение в	2	1
331	все слова	1	1
332	далеко не	2	1
333	в ее	6	1
