N	3gram	Vinokur_St_1	EvropaiE
1	с точки зрения	8	16
2	в то же	4	15
3	то же время	4	14
4	и в то	1	8
5	с одной стороны	2	8
6	в том что	17	6
7	так же как	3	5
8	для того чтобы	10	5
9	бы то ни	1	4
10	не только в	4	4
11	и в этом	3	4
12	того или иного	4	4
13	той или иной	1	4
14	в той или	1	3
15	в этом смысле	1	3
16	же как и	1	3
17	хотя бы и	2	3
18	в этом отношении	7	3
19	можно было бы	8	3
20	ту или иную	1	3
21	в применении к	3	3
22	во всяком случае	6	3
23	во всех случаях	1	3
24	как бы ни	1	3
25	сказать что в	3	2
26	не говоря уже	1	2
27	только в том	3	2
28	то что в	2	2
29	в данном случае	6	2
30	но в то	2	2
31	заключается в том	3	2
32	и только в	3	2
33	так и в	4	2
34	с другой стороны	6	2
35	не может быть	5	2
36	и притом в	1	2
37	в одном из	1	2
38	хотя бы в	1	2
39	на то что	4	2
40	друг от друга	1	2
41	xviii и xix	1	2
42	и не имеет	1	2
43	в каком же	1	1
44	в той области	1	1
45	не может не	1	1
46	чуть ли не	2	1
47	дело в том	4	1
48	также и в	1	1
49	и та и	1	1
50	во многих случаях	2	1
51	в соответствии с	1	1
52	в том же	1	1
53	что же касается	3	1
54	и не было	1	1
55	в одной из	1	1
56	и не в	1	1
57	в лучшем случае	1	1
58	говоря уже о	1	1
59	представление о том	1	1
60	это можно утверждать	1	1
61	но и в	2	1
62	и далее в	1	1
63	случае она не	1	1
64	не быть в	1	1
65	с другой и	1	1
66	том числе и	2	1
67	на этот вопрос	1	1
68	могут быть установлены	1	1
69	то или иное	3	1
70	и в этих	1	1
71	самое простое и	1	1
72	может быть и	2	1
73	это может быть	1	1
74	к сожалению не	2	1
75	плоть от плоти	1	1
76	на этот раз	2	1
77	смысле этого слова	1	1
78	было бы совершенно	1	1
79	а также и	2	1
80	и в отношении	1	1
81	во всех этих	1	1
82	в том случае	1	1
83	то время как	1	1
84	и всякая иная	1	1
85	смысле что оно	1	1
86	что в таком	1	1
87	но как бы	1	1
88	же время не	1	1
89	уже и сейчас	1	1
90	как будто к	1	1
91	что в области	3	1
92	одной стороны в	1	1
93	каждого из них	2	1
94	как и всякая	1	1
95	вовсе не в	2	1
96	но также и	4	1
97	том смысле что	1	1
98	в то время	2	1
99	говорить о том	1	1
100	речь идет о	2	1
101	та и другая	1	1
102	в том числе	2	1
103	к тому что	1	1
104	в том смысле	2	1
105	т е не	1	1
106	во многих отношениях	1	1
107	в ошибках и	1	1
108	отметить что в	1	1
109	при прочих равных	1	1
110	и т д	21	1
