N	3gram	Tiupa_Lite_2	EvropaiE
1	с точки зрения	3	16
2	в то же	9	15
3	то же время	9	14
4	и в то	1	8
5	с одной стороны	6	8
6	одной стороны и	1	6
7	в том что	5	6
8	с этой точки	1	5
9	этой точки зрения	1	5
10	для того чтобы	1	5
11	бы то ни	1	4
12	то ни было	1	4
13	той или иной	1	4
14	в этом отношении	3	3
15	можно было бы	1	3
16	и прежде всего	1	3
17	прежде всего в	1	2
18	не говоря уже	2	2
19	из того что	1	2
20	в данном случае	3	2
21	не более чем	1	2
22	по нашему мнению	1	2
23	с другой стороны	4	2
24	не может быть	7	2
25	например с точки	1	2
26	в частности в	1	2
27	и притом в	1	2
28	в свою очередь	1	2
29	в одном из	1	2
30	как мы видели	1	2
31	даже в столь	1	1
32	долгий путь наш	1	1
33	даже более того	1	1
34	в соответствии с	1	1
35	что же касается	1	1
36	в мире как	1	1
37	и не было	1	1
38	говоря уже о	2	1
39	в отличие от	1	1
40	ясен долгий путь	1	1
41	и для всех	1	1
42	том числе и	1	1
43	нам ясен долгий	1	1
44	наш путь стрелой	1	1
45	путь наш путь	1	1
46	пронзил нам грудь	1	1
47	татарской древней воли	1	1
48	не могут быть	1	1
49	во всех этих	1	1
50	же время не	1	1
51	в последнем случае	1	1
52	мы не можем	1	1
53	путь стрелой татарской	1	1
54	стрелой татарской древней	1	1
55	воли пронзил нам	1	1
56	как одной из	1	1
57	то есть в	1	1
58	и даже более	1	1
59	речь идет о	3	1
60	древней воли пронзил	1	1
61	в том числе	2	1
62	к тому что	1	1
63	тех или иных	1	1
64	во многих отношениях	1	1
65	в себе не	1	1
66	поскольку речь идет	2	1
