N	2gram	Vygotskiy__4	FransuaR
1	и в	33	49
2	то есть	13	32
3	прежде всего	2	19
4	в его	10	18
5	и на	5	17
6	не только	7	17
7	и его	5	17
8	в этом	28	15
9	и не	13	15
10	в них	2	13
11	только в	4	13
12	но и	3	13
13	во время	6	12
14	как и	5	11
15	как бы	25	11
16	в этой	9	10
17	вовсе не	5	10
18	в средние	1	9
19	в нем	7	9
20	для него	1	9
21	и др	1	9
22	все это	13	9
23	в сущности	6	8
24	средние века	1	8
25	то же	9	7
26	все же	5	7
27	все эти	6	7
28	таким образом	13	7
29	на протяжении	1	7
30	как мы	4	7
31	один из	2	7
32	не может	10	7
33	жизни и	4	7
34	мы уже	5	6
35	именно в	2	6
36	во всех	2	6
37	в истории	1	6
38	так и	3	6
39	и с	2	6
40	времени и	2	6
41	рядом с	1	6
42	точки зрения	6	6
43	но он	6	6
44	в то	3	6
45	же время	2	6
46	то что	44	6
47	здесь в	3	6
48	так как	12	6
49	сказать что	13	6
50	с точки	4	5
51	с его	2	5
52	из этих	2	5
53	но не	3	5
54	в своем	7	5
55	при этом	2	5
56	в эту	1	5
57	в своей	4	5
58	никогда не	5	5
59	уже говорили	1	5
60	тот же	3	5
61	уже в	2	5
62	может быть	22	5
63	в особенности	1	5
64	относится к	1	5
65	и потому	2	5
66	и смерти	1	5
67	и до	3	4
68	и к	2	4
69	но в	2	4
70	в себе	6	4
71	но все	2	4
72	в жизни	4	4
73	в этих	1	4
74	и более	1	4
75	с ним	5	4
76	одна из	4	4
77	характер и	1	4
78	она была	1	4
79	с другой	2	4
80	и во	1	4
81	а в	4	4
82	тем что	3	4
83	до сих	3	4
84	не было	3	4
85	там где	1	4
86	и о	4	4
87	сих пор	3	4
88	том что	22	4
89	в своих	3	4
90	как на	6	4
91	также и	2	3
92	человека и	1	3
93	связана с	1	3
94	в самом	12	3
95	место в	2	3
96	почти все	2	3
97	современников и	1	3
98	и со	1	3
99	не был	2	3
100	точка зрения	2	3
101	менее всего	1	3
102	раз в	7	3
103	да и	3	3
104	всех этих	3	3
105	и вот	6	3
106	в плане	1	3
107	можно было	4	3
108	на все	2	3
109	и других	4	3
110	было бы	12	3
111	из них	4	3
112	ни в	3	3
113	далеко не	3	3
114	несмотря на	1	3
115	во всем	2	3
116	нельзя было	1	3
