N	3gram	Vygotskiy__7	Mirosoze
1	не может быть	4	8
2	и там и	1	6
3	там и здесь	1	6
4	есть прежде всего	1	5
5	друг к другу	1	5
6	для того чтобы	18	4
7	что и в	1	4
8	что иное как	1	3
9	же как и	2	3
10	до сих пор	3	3
11	к тому что	6	3
12	так же как	7	3
13	в высшей степени	1	3
14	и в этом	1	3
15	это и есть	1	3
16	есть не что	1	3
17	не что иное	1	3
18	что она не	1	2
19	к другу и	1	2
20	и той же	2	2
21	подобно тому как	1	2
22	также и в	1	2
23	потому что он	2	2
24	для него и	1	2
25	должно привести к	1	2
26	не до конца	2	2
27	на этом пути	1	2
28	о том что	4	2
29	одной и той	2	2
30	по отношению к	5	2
31	как и в	3	2
32	после того как	1	2
33	она не имеет	1	2
34	в том что	13	2
35	том что в	2	1
36	своей природе она	1	1
37	к обогащению и	1	1
38	а следовательно и	1	1
39	мы видим в	1	1
40	потому что в	1	1
41	вопрос о природе	1	1
42	том что он	2	1
43	только тогда когда	1	1
44	нельзя было бы	1	1
45	по своему значению	2	1
46	с точки зрения	21	1
47	для себя и	2	1
48	сам по себе	1	1
49	что он не	1	1
50	друг на друга	1	1
51	в этом отношении	3	1
52	играет огромную роль	1	1
53	в той мере	2	1
54	друг друга то	1	1
55	на то что	4	1
56	его отношения к	1	1
57	которые в своем	1	1
58	той мере в	2	1
59	смысле этого слова	3	1
60	и должно быть	1	1
61	по сравнению с	7	1
62	во втором случае	3	1
63	один из моментов	1	1
64	говорят о том	1	1
65	в этом направлении	1	1
66	вопрос можно ли	1	1
67	к которой мы	1	1
68	что у него	1	1
69	мере в какой	2	1
70	по ту сторону	1	1
71	как бы не	1	1
72	том что это	1	1
73	но также и	1	1
74	они были бы	1	1
75	не может жить	1	1
76	того чтобы сделать	2	1
77	вопроса принадлежит не	1	1
78	той или иной	1	1
79	он совсем не	1	1
80	у нее нет	2	1
81	сама по себе	1	1
82	на самом деле	2	1
83	чем у нас	1	1
84	она не может	1	1
85	приводит нас к	2	1
86	в конце концов	1	1
87	в центре внимания	1	1
88	по своей природе	4	1
