N	2gram	Potebnia_M_3	Istorich
1	в сказке	1	36
2	и в	30	24
3	не только	21	21
4	что он	6	21
5	и т	5	17
6	т д	3	16
7	может быть	28	14
8	не может	6	14
9	что в	17	13
10	в этих	1	13
11	как в	10	12
12	в этом	10	12
13	и здесь	1	12
14	но и	19	11
15	это не	1	10
16	том что	18	10
17	и что	10	10
18	у него	2	10
19	мы видим	2	10
20	а в	12	10
21	все же	2	9
22	с другой	7	9
23	не в	15	9
24	о том	2	9
25	потому что	46	9
26	то же	23	8
27	еще не	5	8
28	показывает что	2	8
29	что и	13	8
30	так как	13	8
31	другой стороны	4	8
32	а не	15	8
33	все это	4	8
34	или в	3	8
35	во всех	1	7
36	то что	18	7
37	таким образом	14	7
38	мы видели	4	7
39	к нему	3	7
40	что здесь	1	7
41	один из	4	7
42	в том	32	7
43	вместе с	12	7
44	что это	4	6
45	но не	7	6
46	как он	1	6
47	в нем	9	6
48	он не	4	6
49	об этом	2	6
50	как и	10	6
51	для нас	20	6
52	и все	3	6
53	того что	18	6
54	только в	21	6
55	ответ на	3	6
56	тем что	7	6
57	так же	3	6
58	с этой	2	6
59	во время	2	6
60	то это	6	5
61	в чем	3	5
62	с одной	7	5
63	отношение к	2	5
64	но в	1	5
65	право на	1	5
66	что она	3	5
67	здесь мы	1	5
68	не менее	5	5
69	с ним	6	5
70	ничего не	1	5
71	так и	11	5
72	одной стороны	3	5
73	там где	3	5
74	видно что	1	5
75	он может	1	4
76	мы уже	2	4
77	мы не	9	4
78	первый взгляд	1	4
79	как бы	3	4
80	при этом	3	4
81	мы можем	3	4
82	но все	2	4
83	отсюда видно	1	4
84	не всегда	2	4
85	на первый	1	4
86	точки зрения	2	4
87	в их	2	4
88	тем не	3	4
89	не имеет	6	4
90	в других	2	4
91	и говорит	1	4
92	так в	2	4
93	что у	1	4
94	то не	2	4
95	после того	1	4
96	то и	6	4
97	вовсе не	7	4
98	если не	4	4
99	в данном	1	4
100	и не	15	4
101	мы должны	4	4
102	одной из	2	4
103	есть и	1	4
104	например в	6	3
105	не вполне	1	3
106	и он	1	3
107	с его	1	3
108	тогда как	2	3
109	себе и	1	3
110	тоже не	1	3
111	что они	2	3
112	этой стороны	2	3
113	хотя и	1	3
114	когда он	1	3
115	и наконец	2	3
116	из этих	9	3
117	на то	2	3
118	и если	2	3
119	после этого	1	3
120	том чтобы	2	3
121	и по	4	3
122	его в	3	3
123	кажется что	1	3
124	в них	5	3
125	которой он	1	3
126	знаем что	1	3
127	вопрос о	1	3
128	выше мы	2	3
129	нечто вроде	2	3
130	как мы	7	3
131	тогда когда	9	3
132	того как	4	3
133	не все	4	3
134	такой случай	1	3
135	и его	4	3
136	связи с	2	3
137	из одного	1	3
138	данном случае	1	3
139	не столько	2	3
140	в образе	3	3
141	приходит к	1	3
142	так что	7	3
143	уже в	5	3
144	на ней	1	3
145	при помощи	1	3
146	между прочим	1	3
147	в другой	1	3
148	и даже	2	3
149	сказке о	1	3
150	по своим	1	3
151	но есть	1	3
152	превращается в	1	3
153	предположить что	1	3
154	происходит в	1	3
155	что мы	8	3
156	сих пор	3	3
157	но это	6	3
158	обращается к	1	3
159	от него	2	3
160	ее в	1	3
161	выражено в	1	2
162	мы здесь	1	2
163	но тем	2	2
164	свое место	2	2
165	что эти	1	2
166	со своей	2	2
167	по его	1	2
168	его не	1	2
169	время как	1	2
170	и ее	1	2
171	власть над	1	2
172	того же	1	2
173	и на	3	2
174	только после	1	2
175	если в	1	2
176	со стороны	3	2
177	которые не	1	2
178	в одной	1	2
179	его на	1	2
180	с этим	6	2
181	как условие	1	2
182	стороны и	1	2
183	перед нами	2	2
184	что по	2	2
185	в действительности	5	2
186	увидим что	1	2
187	но эта	1	2
188	в самом	8	2
189	та же	2	2
190	в которой	3	2
191	все эти	1	2
192	во многих	1	2
193	думать что	5	2
194	еще один	1	2
195	и тот	2	2
196	на его	2	2
197	в силу	3	2
198	так например	2	2
199	не будет	3	2
200	на ту	1	2
201	было бы	9	2
202	должен был	1	2
203	и тем	5	2
204	ни в	2	2
205	этого не	3	2
206	здесь можно	1	2
207	в один	4	2
208	что собственно	2	2
209	нас не	1	2
210	в котором	4	2
211	к этому	3	2
212	но он	1	2
213	есть еще	3	2
214	что этот	1	2
215	того кто	1	2
216	тому что	3	2
217	она не	2	2
218	в таких	1	2
219	в то	10	2
220	и другое	1	2
221	что такое	2	2
222	тому кто	1	2
223	на него	3	2
224	к ней	5	2
225	друг друга	3	2
226	во всем	1	2
227	и после	2	2
228	не могут	5	2
229	же что	6	2
230	его за	1	2
231	что при	3	2
232	и это	4	2
233	из всего	1	2
234	связи со	1	2
235	без всякого	1	2
236	в ее	2	2
237	то время	4	2
238	на том	1	2
239	и когда	1	2
240	об этой	1	2
241	но здесь	1	2
242	другими словами	1	2
243	там же	6	2
244	все его	1	2
245	образом мы	1	2
246	должно было	2	2
247	в форме	2	2
248	еще другое	1	2
249	все в	2	2
250	тем более	4	2
251	если это	1	2
252	здесь не	1	2
253	тот же	1	2
254	небо и	1	2
255	по этому	1	2
256	конечно не	1	2
257	уже не	6	2
258	не можем	3	2
259	только на	3	2
