N	2gram	Losev_Vlad_1	Problemy
1	и в	31	46
2	то есть	3	40
3	и не	17	27
4	может быть	6	23
5	не может	6	19
6	в нем	4	17
7	в этом	14	16
8	не только	24	14
9	как мы	9	12
10	но и	19	12
11	как и	4	12
12	и на	3	11
13	точки зрения	2	11
14	в одном	1	11
15	а не	1	11
16	не в	5	10
17	между ними	1	10
18	и к	6	9
19	в самом	2	9
20	и все	4	9
21	в его	12	9
22	в том	11	9
23	вовсе не	5	9
24	прежде всего	1	9
25	конечно не	2	8
26	или в	1	8
27	еще не	2	7
28	в себе	4	7
29	и с	14	7
30	слова с	1	7
31	как раз	7	7
32	то же	6	6
33	никогда не	9	6
34	и он	3	6
35	хотя и	4	6
36	но в	12	6
37	в каждом	1	6
38	ни в	2	6
39	что я	2	6
40	но это	3	6
41	и его	7	6
42	о нем	7	6
43	что он	12	6
44	только в	9	6
45	друг друга	1	6
46	к себе	2	6
47	все это	5	6
48	мы увидим	3	6
49	в котором	6	5
50	ведь и	1	5
51	с его	11	5
52	во всех	1	5
53	по отношению	1	5
54	слова на	1	5
55	за пределы	3	5
56	нам кажется	1	5
57	так сказать	1	5
58	при этом	2	5
59	особенно в	1	5
60	это не	1	5
61	в жизни	3	5
62	в то	8	5
63	и сам	6	5
64	с самим	1	5
65	о том	11	5
66	же время	4	5
67	к нему	4	5
68	так как	8	5
69	у него	15	5
70	жизни и	5	5
71	самом деле	1	4
72	в их	1	4
73	мы не	1	4
74	на себя	3	4
75	но не	3	4
76	как в	3	4
77	все же	3	4
78	кроме того	7	4
79	знаю что	1	4
80	все эти	3	4
81	он не	10	4
82	таким образом	3	4
83	он и	6	4
84	том что	14	4
85	в этих	1	4
86	том же	1	4
87	любовь к	1	4
88	раз и	3	4
89	этих двух	1	4
90	во всем	4	4
91	потому что	11	4
92	здесь не	3	4
93	так и	6	4
94	и здесь	3	4
95	и других	2	4
96	можно сказать	6	4
97	уже не	3	4
98	уже в	7	4
99	мы можем	1	4
100	еще и	7	4
101	до конца	1	4
102	очень часто	1	4
103	да и	4	4
104	то перед	1	4
105	а что	1	4
106	то что	18	4
107	совершенно не	2	4
108	что в	14	4
109	одним из	2	3
110	также и	10	3
111	и это	2	3
112	и до	2	3
113	почти всегда	1	3
114	мы уже	7	3
115	той же	2	3
116	мы имеем	1	3
117	ни у	1	3
118	и о	2	3
119	мы и	4	3
120	для наших	1	3
121	отношение к	3	3
122	себе и	1	3
123	значение для	2	3
124	в своем	4	3
125	более или	3	3
126	из этих	2	3
127	в этой	4	3
128	как он	4	3
129	на то	5	3
130	не к	1	3
131	их в	1	3
132	на этом	2	3
133	было бы	2	3
134	кажется что	2	3
135	далеко не	1	3
136	или менее	3	3
137	но если	1	3
138	в своей	4	3
139	не как	1	3
140	но он	5	3
141	в отношении	3	3
142	она не	1	3
143	правда в	1	3
144	дело в	4	3
145	на два	1	3
146	по своей	4	3
147	на него	3	3
148	у меня	2	3
149	не могут	1	3
150	с ее	1	3
151	чем у	1	3
152	если бы	1	3
153	никак не	4	3
154	и что	6	3
155	в различных	1	3
156	и во	1	3
157	и только	1	3
158	в формах	1	3
159	между этими	1	3
160	себя в	4	3
161	только на	3	3
162	а то	1	3
163	в конце	9	3
164	что и	5	3
165	бытия и	1	3
166	тем что	2	3
167	и даже	15	3
168	с другой	3	3
169	себя и	1	3
170	жизнь в	2	3
171	с помощью	1	3
172	него в	2	3
173	так же	1	3
174	к своему	3	3
175	жизнь и	3	3
176	что же	5	3
177	по существу	2	3
178	другого человека	1	3
179	и для	2	3
180	бы в	1	3
181	другой стороны	3	3
182	того же	6	3
183	но этот	3	3
184	и другие	1	3
185	уже после	1	3
186	ту же	1	2
187	отношения к	1	2
188	и через	3	2
189	он ничего	1	2
190	вопрос о	1	2
191	он как	3	2
192	мы здесь	1	2
193	не нужно	1	2
194	он сам	2	2
195	а следовательно	1	2
196	уже нет	1	2
197	мы будем	2	2
198	в общем	3	2
199	нет и	2	2
200	в одной	1	2
201	и слова	1	2
202	когда он	5	2
203	и как	4	2
204	не было	5	2
205	его к	2	2
206	не хочет	1	2
207	так в	1	2
208	но на	3	2
209	время и	2	2
210	свое время	6	2
211	никому не	1	2
212	и по	8	2
213	но все	1	2
214	об этом	7	2
215	на все	2	2
216	лишь в	2	2
217	хотя бы	2	2
218	на почве	1	2
219	этом смысле	4	2
220	и тем	1	2
221	этом мы	1	2
222	которую он	2	2
223	что такое	2	2
224	почти не	2	2
225	мысли и	4	2
226	не менее	2	2
227	которые в	1	2
228	уже сказали	2	2
229	в атмосфере	1	2
230	одна из	1	2
231	одной плоскости	1	2
232	но она	3	2
233	не могло	1	2
234	следовательно и	1	2
235	того и	2	2
236	ничего не	3	2
237	к ней	4	2
238	отношении к	1	2
239	и мысли	1	2
240	то и	2	2
241	с прямым	1	2
242	в стиле	1	2
243	у нас	6	2
244	к тому	3	2
245	указывает на	2	2
246	же тему	1	2
247	в произведении	1	2
248	и совершенно	1	2
249	те же	1	2
250	с ним	5	2
251	все в	1	2
252	от них	1	2
253	но с	1	2
254	и одновременно	1	2
255	и так	3	2
256	он уже	4	2
257	нас здесь	1	2
258	так что	10	2
259	раз в	1	2
260	слова не	1	2
261	слово но	1	2
262	их как	1	2
263	для него	7	2
264	в известной	1	2
265	а в	9	2
266	в других	1	2
267	о которых	1	2
268	мне и	1	2
269	влияние на	1	2
270	только к	3	2
271	и пр	1	2
272	он только	1	2
273	на этот	6	2
274	его как	1	2
275	в руках	1	2
276	что мы	2	2
277	вместе с	3	2
278	в данном	1	2
279	к жизни	2	2
280	человек с	1	2
281	этого слова	1	2
282	знает только	1	2
283	остается в	1	2
284	в результате	2	2
285	о котором	2	2
286	для нас	4	2
287	его жизнь	1	2
288	сказать что	7	2
289	в свое	5	2
290	выходят за	1	2
291	в заключение	1	2
292	к другим	1	2
293	во всяком	2	2
294	все что	2	2
295	в обычном	1	1
296	формой выражения	1	1
297	и то	10	1
298	на самом	1	1
299	этого последнего	2	1
300	к своей	2	1
301	так у	1	1
302	и есть	1	1
303	мировоззрения и	1	1
304	видеть в	1	1
305	например он	1	1
306	в селе	1	1
307	в доме	7	1
308	и глубину	1	1
309	хорошо и	1	1
310	это совершенно	1	1
311	не во	1	1
312	этом не	2	1
313	на себе	1	1
314	не вполне	1	1
315	после первого	2	1
316	в некотором	1	1
317	с большим	1	1
318	это время	3	1
319	в ней	1	1
320	литературы и	1	1
321	в брак	1	1
322	возможности и	1	1
323	в нашем	4	1
324	то мы	3	1
325	но как	5	1
326	который мы	1	1
327	менее всего	1	1
328	он пишет	3	1
329	и речи	3	1
330	большое значение	1	1
331	один и	2	1
332	плоскости с	1	1
333	без другого	1	1
334	как к	2	1
335	что как	1	1
336	ней в	1	1
337	в одних	1	1
338	в распоряжении	1	1
339	приводят к	1	1
340	себе не	1	1
341	поэтому он	1	1
342	стороны мы	1	1
343	со своей	3	1
344	из жизни	1	1
345	в целом	3	1
346	сказать о	1	1
347	время это	1	1
348	так или	1	1
349	знаем в	1	1
350	тоже не	1	1
351	учение о	2	1
352	важное место	1	1
353	тому же	2	1
354	из его	4	1
355	и если	5	1
356	на его	3	1
357	весь свой	1	1
358	что она	2	1
359	в отставку	1	1
360	и еще	2	1
361	свою собственную	1	1
362	однако он	1	1
363	в силу	1	1
364	и вот	3	1
365	и безусловное	1	1
366	новое и	1	1
367	что у	4	1
368	ней не	1	1
369	с сознанием	1	1
370	одно и	1	1
371	это конечно	3	1
372	от нее	2	1
373	гораздо глубже	1	1
374	здесь мы	3	1
375	свобода и	1	1
376	что все	2	1
377	на всю	2	1
378	лет как	1	1
379	об этой	1	1
380	а по	2	1
381	на ту	2	1
382	знает что	1	1
383	его личности	1	1
384	для нее	2	1
385	который и	1	1
386	которая как	2	1
387	и мы	2	1
388	не соответствует	1	1
389	их всех	1	1
390	в них	2	1
391	скандала и	1	1
392	ни одной	1	1
393	в высшей	1	1
394	место и	1	1
395	и уже	1	1
396	прямое и	1	1
397	несмотря на	4	1
398	жизни но	1	1
399	мы знаем	2	1
400	чем в	1	1
401	быть также	2	1
402	духовной жизни	1	1
403	с огромным	1	1
404	и тогда	1	1
405	который как	1	1
406	можно только	1	1
407	во время	3	1
408	бы на	1	1
409	что если	1	1
410	во второй	1	1
411	от своего	1	1
412	и тут	2	1
413	своего социального	1	1
414	что вся	1	1
415	уже здесь	1	1
416	необходимо указать	1	1
417	место в	2	1
418	не столько	2	1
419	в частном	1	1
420	мы теперь	1	1
421	для изучения	1	1
422	но эта	1	1
423	не будем	2	1
424	но во	1	1
425	же тут	1	1
426	по всем	2	1
427	тем самым	2	1
428	даже в	2	1
429	а вот	1	1
430	и вся	1	1
431	тому что	1	1
432	и очень	3	1
433	все для	1	1
434	вплоть до	1	1
435	что ему	1	1
436	этими двумя	1	1
437	автора он	1	1
438	дело не	2	1
439	что их	1	1
440	была по	1	1
441	и притом	3	1
442	весь этот	1	1
443	как его	1	1
444	эта внутренняя	1	1
445	чтобы стать	1	1
446	о них	1	1
447	но только	3	1
448	нем в	1	1
449	себя настолько	1	1
450	о самой	1	1
451	и всегда	3	1
452	свои мысли	1	1
453	только его	1	1
454	и без	1	1
455	и весь	2	1
456	а во	1	1
457	всего на	2	1
458	то у	1	1
459	xix веке	1	1
460	и нужно	1	1
461	связи с	1	1
462	и сама	1	1
463	в более	1	1
464	только с	1	1
465	не столь	1	1
466	что на	2	1
467	в области	1	1
468	настоящего времени	1	1
469	начиная с	2	1
470	нисколько не	2	1
471	когда они	1	1
472	человека в	1	1
473	вселяет в	1	1
474	людей которые	1	1
475	только еще	1	1
476	не способен	1	1
477	в окончательном	1	1
478	для его	2	1
479	перед его	1	1
480	уже на	1	1
481	он никогда	1	1
482	приведем еще	1	1
483	правда не	1	1
484	некоторой степени	1	1
485	и поэтому	1	1
486	им в	1	1
487	которого мы	1	1
488	того чтобы	2	1
489	будет сказать	1	1
490	имеют для	2	1
491	от времени	1	1
492	с самого	1	1
493	роль в	1	1
494	рассудка и	1	1
495	что может	1	1
496	понимание и	1	1
497	не с	1	1
498	во многом	2	1
499	глубоко и	2	1
500	еще в	4	1
501	поэтому в	1	1
502	в эпоху	1	1
503	и вообще	4	1
504	связанная с	1	1
505	в позднейшем	1	1
506	часто и	2	1
507	произведения как	1	1
508	слова из	1	1
509	не был	5	1
510	но к	1	1
511	его жизни	6	1
512	среди всех	1	1
