N	2gram	Losev_Prob_3	Marksizm
1	точки зрения	5	34
2	может быть	28	26
3	и не	35	26
4	не может	7	24
5	с точки	2	20
6	и в	44	19
7	и его	5	19
8	языка как	1	17
9	таким образом	9	17
10	в этом	17	16
11	как бы	9	15
12	в процессе	2	14
13	как мы	8	13
14	языка и	4	13
15	прежде всего	3	13
16	как и	10	12
17	если мы	16	11
18	так и	10	11
19	связи с	8	11
20	и для	2	11
21	самом деле	3	10
22	в нем	9	10
23	в слове	2	10
24	ни было	3	10
25	в самом	3	10
26	лишь в	1	9
27	только в	19	9
28	для него	3	9
29	в результате	2	9
30	бы то	4	8
31	все же	6	8
32	не только	14	8
33	при этом	4	8
34	то ни	6	8
35	друг друга	2	8
36	до сих	2	8
37	но и	10	8
38	в контексте	2	8
39	сих пор	2	8
40	то что	23	8
41	во всех	2	7
42	в ее	4	7
43	точка зрения	1	7
44	но в	12	7
45	все эти	7	7
46	то же	13	7
47	слова как	2	7
48	а не	18	7
49	в связи	7	7
50	так же	5	7
51	отнюдь не	10	6
52	кроме того	3	6
53	мы не	7	6
54	и того	1	6
55	ничего не	3	6
56	в пределах	1	6
57	и здесь	5	6
58	настоящее время	2	6
59	в его	9	6
60	в том	21	6
61	является не	2	6
62	в настоящее	2	6
63	другой стороны	5	6
64	того же	2	6
65	знак и	3	5
66	отличие от	3	5
67	знак не	1	5
68	входит в	1	5
69	может стать	1	5
70	в знаке	1	5
71	одного и	1	5
72	знака как	1	5
73	в отличие	2	5
74	не в	13	5
75	необходимо чтобы	1	5
76	того чтобы	1	5
77	знака к	2	5
78	ничего общего	7	5
79	знака и	4	5
80	и все	3	5
81	этот вопрос	3	5
82	опираться на	1	5
83	ясно что	6	5
84	в начале	2	5
85	в конце	5	5
86	вовсе не	37	5
87	с другой	7	5
88	за пределы	5	5
89	именно в	2	5
90	до конца	1	5
91	и потому	7	5
92	хотя бы	3	5
93	знака в	1	5
94	к этому	1	5
95	во всяком	9	5
96	что слово	2	4
97	вопрос о	1	4
98	и на	1	4
99	чем же	4	4
100	как в	5	4
101	так называемая	1	4
102	не будем	2	4
103	и тот	1	4
104	к одному	1	4
105	здесь мы	1	4
106	было бы	8	4
107	не столько	2	4
