N	4gram	Vygotskiy__4	Problema
1	ни в каком случае	1	3
2	не что иное как	1	3
3	мысль о том что	1	2
4	взятые сами по себе	1	2
5	заключается в том что	2	2
6	вне и независимо от	1	2
7	одной и той же	2	2
8	придется говорить о том	1	1
9	а на самом деле	1	1
10	на то что она	1	1
11	в самом деле если	1	1
12	что до сих пор	1	1
13	то что мы выше	1	1
14	вовсе не то что	1	1
15	точно так же и	1	1
16	бы то ни было	1	1
17	в самом точном смысле	1	1
18	ни в какой мере	1	1
19	а с другой стороны	1	1
20	в том или ином	1	1
21	так же как и	1	1
22	сказать что до сих	1	1
23	о том что это	1	1
24	в то время как	2	1
25	какой бы то ни	1	1
