N	2gram	Bakhtin_Fr_2	VerxiiNi
1	и в	49	26
2	таким образом	7	22
3	с тем	1	18
4	в этом	15	15
5	вместе с	2	15
6	точки зрения	6	13
7	как бы	11	12
8	в том	3	11
9	из этих	5	10
10	не только	17	10
11	и с	6	10
12	может быть	5	10
13	после смерти	1	10
14	связи с	2	9
15	в области	4	9
16	так как	6	9
17	но и	13	9
18	что в	2	9
19	но не	5	8
20	в общем	1	8
21	главным образом	1	8
22	и у	1	8
23	с другой	4	8
24	и не	15	8
25	как на	4	8
26	но в	4	7
27	связанные с	2	7
28	но все	4	7
29	из них	3	7
30	том что	4	7
31	потому что	1	7
32	в эпоху	13	7
33	к нему	3	7
34	с одной	3	7
35	то что	6	7
36	одной стороны	3	7
37	того же	1	6
38	представление о	1	6
39	все же	7	6
40	все эти	7	6
41	в себе	4	6
42	всяком случае	2	6
43	с точки	5	6
44	в отношении	2	6
45	к тому	1	6
46	так и	6	6
47	и т.д	2	6
48	с богами	1	6
49	о том	3	6
50	в конце	2	6
51	что и	1	6
52	несмотря на	3	6
53	и потому	5	6
54	все это	9	6
55	мы должны	2	6
56	во всяком	2	6
57	отношение к	8	5
58	сих пор	4	5
59	и к	4	5
60	в силу	1	5
61	в мире	2	5
62	лишь в	4	5
63	того чтобы	2	5
64	никогда не	5	5
65	с другом	1	5
66	для того	1	5
67	образом в	1	5
68	в его	18	5
69	до сих	4	5
70	а не	1	5
71	друг с	1	5
72	и для	1	5
73	так же	2	5
74	одной из	2	5
75	в котором	1	4
76	то же	7	4
77	в течение	3	4
78	целый ряд	2	4
79	в самом	3	4
80	учение о	2	4
81	в этой	10	4
82	и по	1	4
83	что все	1	4
84	то есть	32	4
85	должен был	2	4
86	он не	1	4
87	далеко не	3	4
88	богами и	1	4
89	в то	6	4
90	в нем	9	4
91	а в	4	4
92	только в	13	4
93	на этот	1	4
94	не может	7	4
95	из которых	1	4
96	в смысле	2	4
97	и от	1	4
98	в этих	4	4
99	во время	12	4
100	что он	3	4
101	в виде	1	4
102	из всех	1	3
103	не вполне	1	3
104	в своем	5	3
105	и как	1	3
106	в которой	1	3
107	и те	1	3
108	при этом	5	3
109	всегда и	1	3
110	подойти к	1	3
111	оказывается что	1	3
112	если бы	1	3
113	не менее	1	3
114	как о	1	3
115	к концу	1	3
116	и о	4	3
117	с самого	1	3
118	культуры и	3	3
119	ясно что	1	3
120	можно сказать	2	3
121	в значительной	3	3
122	того что	1	3
123	хотя бы	1	3
124	в качестве	2	3
125	так что	1	3
126	из которого	1	3
127	что эти	1	3
128	для него	9	3
129	культура в	2	3
130	в одном	3	3
131	к ним	1	3
132	и даже	2	3
133	с ней	1	3
134	в связи	2	3
135	с этой	1	3
136	конце концов	1	3
137	отношению к	1	3
138	и другие	2	3
139	к этому	1	3
140	говорили о	1	2
141	одним из	2	2
142	связана с	3	2
143	и это	3	2
144	всегда на	1	2
145	мы имеем	1	2
146	еще не	2	2
147	и на	17	2
148	с его	5	2
149	во всех	6	2
150	живых существ	1	2
151	в создании	1	2
152	силы и	1	2
153	относится к	5	2
154	некоторые из	1	2
155	и наконец	1	2
156	еще на	1	2
157	он в	1	2
158	на то	2	2
159	не могла	1	2
160	перестает быть	2	2
161	из него	1	2
162	его от	1	2
163	его можно	1	2
164	людей и	1	2
165	связан с	3	2
166	было конечно	2	2
167	на все	3	2
168	в них	13	2
169	не всегда	1	2
170	мы видели	3	2
171	народных массах	1	2
172	но если	1	2
173	не в	1	2
174	характер носят	2	2
175	иной раз	1	2
176	вплоть до	2	2
177	тогда когда	1	2
178	только не	1	2
179	в разных	1	2
180	больше чем	1	2
181	в самой	2	2
182	же время	6	2
183	и после	2	2
184	так например	2	2
185	этом отношении	3	2
186	и здесь	1	2
187	не могут	1	2
188	пор еще	2	2
189	значительной мере	1	2
190	культуры на	1	2
191	в образе	1	2
192	особенно в	2	2
193	человека над	1	2
194	связанных с	3	2
195	можно только	1	2
196	по сравнению	2	2
197	для этого	1	2
198	в виду	3	2
199	должно было	1	2
200	народная культура	3	2
