N	3gram	Bakhtin_Pr_1	Narrotol
1	в данном случае	4	8
2	не только в	2	6
3	в том что	3	5
4	то же время	3	4
5	и тем самым	2	4
6	той или иной	2	4
7	в то же	3	4
8	не может быть	11	4
9	по отношению к	19	3
10	подобно тому как	1	3
11	в этом отношении	2	3
12	для того чтобы	2	3
13	в первом случае	1	3
14	начало и конец	2	3
15	тем не менее	3	3
16	мы имеем дело	2	2
17	в самом деле	3	2
18	в равной степени	1	2
19	то же самое	2	2
20	до сих пор	1	2
21	сами по себе	1	2
22	в отличие от	5	2
23	но и в	2	2
24	чем иным как	1	2
25	имеем дело с	1	2
26	в связи с	1	2
27	тем или иным	1	2
28	дело в том	1	2
29	в свою очередь	1	2
30	можно сказать что	2	2
31	на то что	1	2
32	что иное как	1	1
33	не может обойтись	1	1
34	произведение в его	3	1
35	в этом последнем	1	1
36	что не имеет	1	1
37	не могла бы	1	1
38	с другой стороны	4	1
39	с точки зрения	6	1
40	и не может	2	1
41	и в то	2	1
42	до известной степени	1	1
43	бы то ни	3	1
44	как мы увидим	3	1
45	вследствие того что	1	1
46	на которую претендует	1	1
47	может быть и	1	1
48	как и в	1	1
49	то ни было	2	1
50	в меньшей степени	1	1
51	с одной стороны	3	1
52	вопроса о том	1	1
53	в значительной степени	1	1
54	и как бы	1	1
55	в нашем случае	1	1
56	в нем не	1	1
57	в области поэтики	1	1
58	первом случае мы	1	1
59	нем не только	1	1
60	бы не было	1	1
61	свое отражение в	1	1
62	в следующей главе	1	1
63	и в м	1	1
64	то что не	1	1
65	сказать и о	2	1
66	на протяжении всего	1	1
67	и в самом	1	1
68	в конечном счете	4	1
69	но именно поэтому	1	1
70	если бы не	1	1
71	к тому что	1	1
72	они могут быть	1	1
73	не о том	1	1
74	на самом деле	3	1
75	во всех его	4	1
76	в их исторической	2	1
77	и т д	1	1
78	не входит в	4	1
