N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	29
2	таким образом	19	20
3	и не	13	16
4	в эпоху	1	15
5	в этой	3	13
6	и все	1	13
7	но в	10	12
8	как и	5	12
9	и т.п	1	12
10	на части	1	12
11	и на	3	11
12	в этом	34	11
13	так и	1	11
14	то же	8	10
15	мы уже	1	10
16	не только	21	10
17	во время	1	10
18	в то	5	10
19	как мы	9	10
20	все эти	3	9
21	и с	2	9
22	его в	6	9
23	в конце	3	9
24	вовсе не	6	9
25	но и	5	9
26	же время	5	8
27	и его	5	8
28	в его	10	8
29	прежде всего	8	8
30	как бы	5	8
31	в них	4	7
32	мы видели	2	7
33	в том	31	7
34	так как	13	7
35	еще и	3	7
36	так же	3	7
37	в сущности	3	6
38	этот процесс	3	6
39	своего рода	3	6
40	но он	1	6
41	в атмосфере	1	6
42	здесь в	1	6
43	из них	3	6
44	это и	1	5
45	и до	2	5
46	что это	3	5
47	в нем	13	5
48	он и	2	5
49	в своей	4	5
50	до конца	3	5
51	рядом с	2	5
52	и о	1	5
53	это не	8	5
54	у него	1	5
55	сказать что	5	5
56	во франции	1	5
57	того же	3	5
58	также и	16	4
59	связана с	4	4
60	на самом	1	4
61	и есть	3	4
62	в которой	1	4
63	еще не	4	4
64	с помощью	1	4
65	конце концов	2	4
66	были в	1	4
67	точки зрения	7	4
68	этот образ	1	4
69	в результате	3	4
70	жизнь и	1	4
71	в литературе	1	4
72	что он	4	4
73	руки и	1	4
74	тем что	6	4
75	с другой	8	4
76	и др	2	4
77	по своему	5	4
78	но это	1	4
79	все это	6	4
80	один из	6	4
81	то что	17	4
82	есть и	4	4
83	жизни и	2	4
84	и за	1	3
85	той же	4	3
86	в ней	3	3
87	в чем	4	3
88	но как	2	3
89	как к	1	3
90	в своем	3	3
91	и как	9	3
92	то в	1	3
93	в себе	4	3
94	при этом	3	3
95	и вот	3	3
96	и сам	2	3
97	для того	21	3
98	своего времени	1	3
99	подобно тому	1	3
100	а затем	1	3
101	этой традиции	2	3
102	том что	26	3
103	в эту	1	3
104	самого начала	1	3
105	свою роль	1	3
106	того чтобы	21	3
107	в разных	5	3
108	основываясь на	1	3
109	здесь не	2	3
110	в ее	11	3
111	с самого	1	3
112	в дальнейшем	2	3
113	что у	1	3
114	известной мере	2	3
115	имеется в	1	3
116	образом в	1	3
117	к нему	2	3
118	все время	1	3
119	того что	12	3
120	что здесь	2	3
121	с ними	1	3
122	на языке	2	3
123	и так	1	3
124	в качестве	7	3
125	этой системе	1	3
126	и других	3	3
127	ведь это	1	3
128	в известной	3	3
129	мы можем	2	3
130	средних веков	2	3
131	и даже	5	3
132	превращается в	1	3
133	на эту	1	3
134	тому как	1	3
135	все же	8	3
136	у них	1	3
137	мы видим	1	3
138	тот же	1	3
139	другой стороны	5	3
140	в частности	3	3
141	одновременно и	1	3
142	по адресу	1	2
143	и то	5	2
144	и со	1	2
145	в виду	4	2
146	так называемые	1	2
147	в числе	1	2
148	он был	1	2
149	в различных	2	2
150	с одной	4	2
151	понятно почему	1	2
152	но не	7	2
153	связи и	1	2
154	в одной	1	2
155	как в	1	2
156	дает нам	1	2
157	кроме того	1	2
158	хотя и	3	2
159	и к	1	2
160	и этим	1	2
161	раз в	1	2
162	и тот	1	2
163	как он	6	2
164	так сказать	1	2
165	на его	1	2
166	что каждая	2	2
167	время и	1	2
168	после этого	2	2
169	эта система	1	2
170	в подлиннике	1	2
171	новое и	1	2
172	на этом	3	2
173	в основу	2	2
174	это конечно	1	2
175	может быть	24	2
176	видеть и	1	2
177	могли стать	1	2
178	в жизни	1	2
179	соответствии с	2	2
180	не мог	2	2
181	в этих	3	2
182	бы на	1	2
183	и при	2	2
184	наших дней	1	2
185	в котором	4	2
186	с точки	2	2
187	в их	11	2
188	его современников	1	2
189	не столько	2	2
190	том же	2	2
191	на котором	2	2
192	дело в	3	2
193	но здесь	1	2
194	никогда не	3	2
195	связи с	3	2
196	уже и	7	2
197	как будто	3	2
198	у меня	1	2
199	с полной	1	2
200	к тому	4	2
201	если же	2	2
202	о том	15	2
203	и это	6	2
204	в себя	1	2
205	или в	1	2
206	времени и	4	2
207	во второй	3	2
208	о природе	7	2
209	с ним	1	2
210	на этой	3	2
211	другими словами	1	2
212	а также	3	2
213	все в	1	2
214	также в	1	2
215	сверх того	1	2
216	одной из	3	2
217	до нас	3	2
218	до наших	1	2
219	себя в	2	2
220	есть в	1	2
221	уже не	5	2
222	и у	1	2
223	уже в	5	2
224	его и	1	2
225	ни с	2	2
226	в новом	1	2
227	как раз	4	2
228	самом же	1	2
229	даже и	3	2
230	в особенности	4	2
231	со стороны	12	2
232	именно в	8	2
233	к которому	1	2
234	в ряде	2	2
235	нужно сказать	1	2
236	одной стороны	4	2
237	они не	1	2
238	не на	1	2
239	что из	1	2
240	о чем	4	2
241	в той	7	2
242	да и	4	2
243	и для	4	2
244	которых он	1	2
245	этого рода	8	2
246	еще раз	1	2
247	традиции как	1	2
248	а как	3	2
249	его к	2	2
250	о своем	1	2
251	между ними	2	2
252	не может	13	2
253	как на	11	2
254	только в	13	2
255	и другие	1	2
256	в своих	2	2
257	и эта	1	2
258	это в	2	2
259	к этому	3	2
260	смысле слова	7	1
261	отношения к	1	1
262	же как	3	1
263	вряд ли	2	1
264	за собой	3	1
265	в чисто	4	1
266	из самых	1	1
267	из его	2	1
268	но важно	1	1
269	что эти	1	1
270	сюда входит	1	1
271	в какой-то	1	1
272	должна быть	2	1
273	видеть в	1	1
274	что время	2	1
275	в самом	12	1
276	на такие	1	1
277	не была	1	1
278	человека и	1	1
279	приводят к	1	1
280	не вполне	4	1
281	жизни как	2	1
282	которое в	2	1
283	момент в	1	1
284	полной ясностью	1	1
285	литературы и	1	1
286	собой в	2	1
287	он сам	3	1
288	г таким	1	1
289	истории а	1	1
290	только после	2	1
291	есть такие	1	1
292	самом деле	6	1
293	традиции это	1	1
294	и всего	1	1
295	в общем	12	1
296	отношение к	3	1
297	отличие от	3	1
298	нет и	1	1
299	нет надобности	3	1
300	государства и	2	1
301	с этим	2	1
302	стороны и	3	1
303	от истории	4	1
304	что по	1	1
305	имеет свои	1	1
306	для которой	1	1
307	историческая действительность	1	1
308	в этот	2	1
309	сливается с	3	1
310	тем временем	1	1
311	чтобы превратить	1	1
312	говорят о	1	1
313	бы и	2	1
314	в целом	5	1
315	что так	1	1
316	всего к	2	1
317	разные по	1	1
318	только на	3	1
319	с их	5	1
320	свое самостоятельное	1	1
321	только один	1	1
322	оттенков и	1	1
323	тому же	1	1
324	на то	1	1
325	различными его	1	1
